symbol,engine,setup,side,entry_time,exit_time,risk_percent,r_multiple
GBPUSD,GBPUSD_SWING_BREAKOUT,SWING_BREAKOUT,-1,2013-02-13 12:00:00+00:00,2013-02-19 20:00:00+00:00,0.25,2.5
