label,source_signals,accepted_trades,skipped_trades,start,ending,net,return_pct,wins,losses,win_rate_pct,profit_factor,gross_win,gross_loss,max_ict_realized_dd_pct,max_combined_proxy_dd_pct,max_ict_open_risk_pct,v12_stress_dd_reserve_pct,v12_aggregate_net,combined_ending_reference,combined_net_reference,combined_return_reference_pct,profile_json,reason_active,reason_dd_throttle
previous_target_r0.35_no_micro_hard12_cap1.25,4303,3016,1287,5000.0,10298.507695069684,5298.507695069684,105.97015390139366,1497,1519,49.63527851458886,1.1338939334837648,44870.933100826864,39572.42540575717,6.773056486797654,12.023056486797653,0.7,5.25,3201.58,13500.087695069684,8500.087695069684,170.00175390139367,"{""active_risk"": 0.35, ""dd_tiers"": [], ""equity_tiers"": [], ""hard_dd"": 12.0, ""label"": ""previous_target_r0.35_no_micro_hard12_cap1.25"", ""max_open_cap"": 1.25}",3016,
dd_throttle_r0.45_t9.5_tr0.25_hard11.0,4303,2143,2160,5000.0,10087.280786764552,5087.2807867645515,101.74561573529104,1079,1064,50.34997666822212,1.164041640293581,36099.41147297386,31012.130686209206,5.823160555749201,11.073160555749201,0.9,5.25,3201.58,13288.860786764551,8288.860786764551,165.77721573529104,"{""active_risk"": 0.45, ""dd_tiers"": [[9.5, 0.25, ""dd_throttle""]], ""equity_tiers"": [], ""hard_dd"": 11.0, ""label"": ""dd_throttle_r0.45_t9.5_tr0.25_hard11.0"", ""max_open_cap"": 1.25}",1699,444.0
