year,signals,accepted,total_r,pnl,avg_r,avg_risk
2023,1262,1262,134.8074070143797,2451.456876834576,0.10682044929824064,0.2589540412044374
2024,1231,1231,63.51609449741839,962.5345010108468,0.05159715150074605,0.1654346060113728
2025,1179,1179,56.321560721276514,6.376017409818928,0.04777061978055684,0.0569974554707383
2026,631,631,67.2562062292498,2089.5505612994834,0.10658669766917559,0.1816957210776545
