year,trades,total_r,avg_r,net_pnl
2023,29,4.265857402424839,0.1470985311180979,73.92223006737981
2024,11,0.9399999999999997,0.08545454545454544,16.231703400615338
2025,17,-0.9009657782369291,-0.05299798695511348,-16.714302784706998
2026,8,-0.8200000000000001,-0.10250000000000001,-14.875679617080891
