protocol,selected_active_risk_percent,rules_json,train_signals,train_total_r,train_avg_r,train_pf_r,confirm_signals,confirm_total_r,confirm_avg_r,confirm_pf_r,locked_signals,locked_total_r,locked_avg_r,locked_pf_r,locked_accepted_trades,locked_skipped_trades,locked_ending_balance,locked_net_result,locked_return_percent,locked_profit_factor,locked_conservative_stacked_dd_percent,locked_avg_risk_percent,locked_passed_all_gates,v12_aggregate_reference_ending_balance,v12_aggregate_reference_net_result
A_coarse_symbol_setup_whitelist,0.25,"{features:symbol+setup,keys:[GBPJPY sweep_reclaim_15; GBPJPY sweep_reclaim_30; GBPUSD breakout_60_fade; GBPUSD sweep_reclaim_60]}",1355,81.9357941154846,0.06046922074943513,1.1352462028859078,1287,94.13941291218045,0.07314639697916119,1.1695601782512008,1947,54.553237946460285,0.02801912580711879,1.0602680204173385,530,1417,4804.413672636571,-195.5863273634286,-3.911726547268568,0.8069285268939793,9.50821978976272,0.07339622641509433,False,8005.993672636571,3005.9936726365713
B_fine_symbol_setup_hour_whitelist,0.4,"{features:symbol+setup+hour,selected_cells:6}",380,48.71164267906851,0.12818853336596978,1.30806772622723,410,50.84730180130116,0.12401780927146623,1.3035244772132228,521,5.41045365027248,0.010384747889198617,1.0217144625148604,521,0,5011.186812316175,11.186812316174837,0.22373624632350264,1.0099876932289917,9.446684760266542,0.0896353166986564,False,8212.766812316175,3212.7668123161748
C_strict_greedy_exclusion_train_confirm,0.3,"{rules:[exclude symbol GBPJPY; exclude hour 12; exclude hour 8; exclude setup sweep_reclaim_15]}",1190,136.04881725055884,0.11432673718534356,1.2722755928069056,1198,52.3014674868181,0.0436573184364091,1.1026285371321758,1726,39.49918794729455,0.022884813410947016,1.049973867036059,484,1242,4804.361489212914,-195.63851078708558,-3.912770215741712,0.755807810938797,9.507443419431757,0.0634297520661157,False,8005.941489212914,3005.9414892129143
D_symbol_setup_weekday_stability,0.2,"{features:symbol+setup+dow,selected_cells:9}",776,101.77248717399301,0.13115011233761986,1.3128177847918143,722,73.66915675902166,0.1020348431565397,1.2437857857622512,1140,31.49347061557212,0.02762585141716853,1.059367413949335,1140,0,4956.110132066608,-43.88986793339245,-0.8777973586678534,0.9821694904561579,9.477756899254093,0.09105263157894737,False,8157.6901320666075,3157.6901320666075
E_single_best_train_confirm_bucket,0.4,"{feature:setup+hour,key:sweep_reclaim_30 at hour17}",25,8.191220657042251,0.32764882628169006,2.0239541636303926,25,7.278269088248786,0.29113076352995143,1.769642741801246,59,0.9408232022854441,0.01594615597093973,1.0328396615104216,59,0,5016.32205572936,16.322055729359818,0.3264411145871948,1.0283719590495912,7.637925497823588,0.3999999999999999,False,8217.902055729359,3217.9020557293597
