label,source_signals,accepted_trades,skipped_trades,start,ending,net,return_pct,wins,losses,win_rate_pct,profit_factor,gross_win,gross_loss,max_ict_realized_dd_pct,max_combined_proxy_dd_pct,max_ict_open_risk_pct,active_risk_pct,micro_risk_pct,micro_dd_trigger_pct,hard_dd_trigger_pct,max_ict_open_risk_cap_pct,v12_stress_dd_reserve_pct,v12_aggregate_net,combined_ending_reference,combined_net_reference,combined_return_reference_pct
risk0.35_micro999_hard12_cap1.25,4303,3016,1287,5000.0,10298.507695069684,5298.507695069684,105.97015390139366,1497,1519,49.63527851458886,1.1338939334837648,44870.933100826864,39572.42540575717,6.773056486797654,12.023056486797653,0.7,0.35,0.05,999,12,1.25,5.25,3201.58,13500.087695069684,8500.087695069684,170.00175390139367
