year,trades,accepted_trades,total_r,pnl,avg_r,avg_risk,ending_equity
2023,3357,3357,167.54875171354217,1712.2497510376531,0.049910262649252954,0.11316756032171582,6712.249751037638
2024,3343,3343,75.8589718521281,457.74476666801473,0.022691885088880676,0.04608073586598863,7169.994517705644
2025,3263,1771,-23.779071892180372,-94.25111285969236,-0.007287487555066004,0.008711170701808152,7075.743404845943
2026,1686,0,115.5179556932495,0.0,0.068515987955664,0.0,7075.743404845943
