profile,starting_balance,ending_balance,net_result,return_percent,signals_traded,wins,losses,win_rate,profit_factor,max_drawdown_percent,active_risk_percent,probation_risk_percent,active_trades,micro_risk_trades,avg_risk_percent
balanced_consistent,5000.0,5170.66743359048,170.66743359047996,3.413348671809599,112,42,70,0.375,1.1804984990418919,3.8215621519370107,0.5,0.05,66,46,0.3151785714285714
aggressive_consistent,5000.0,5282.835703228988,282.83570322898777,5.656714064579756,112,42,70,0.375,1.20510145895935,5.700459467178026,0.75,0.05,66,46,0.4625
