symbol,engine,setup,side,entry_time,exit_time,risk_percent,r_multiple,original_risk_percent,v12_quality_tier,pre_satellite_risk_percent,satellite_v12_tier
USDJPY,USDJPY_SAFE_HAVEN_BREAKOUT,D1_H4_40BAR_BREAKOUT,-1,2023-02-02 00:00:00+00:00,2023-02-03 16:00:00+00:00,0.15,-0.0,0.25,USDJPY_00_16_20UTC_FULL,0.25,USDJPY_V12_OBSERVATION
EURUSD,EURUSD_SWING_CORE,H4_DONCHIAN_BREAKOUT,1,2023-02-02 04:00:00+00:00,2023-02-02 16:00:00+00:00,0.55,-1.0000000000000087,0.25,EURUSD_CORE_FULL,0.35,EURUSD_CORE_SATELLITE
GBPJPY,GBPJPY_SWING_CORE,H4_DONCHIAN_BREAKOUT,-1,2023-02-02 16:00:00+00:00,2023-02-03 20:00:00+00:00,0.15,-0.0,0.15,UNCHANGED,0.15,UNCHANGED
GBPJPY,GBPJPY_SWING_CORE,H4_DONCHIAN_BREAKOUT,-1,2023-02-02 20:00:00+00:00,2023-02-03 20:00:00+00:00,0.15,-1.0000000000000153,0.15,UNCHANGED,0.15,UNCHANGED
USDJPY,USDJPY_SAFE_HAVEN_BREAKOUT,D1_H4_40BAR_BREAKOUT,1,2023-02-28 12:00:00+00:00,2023-02-28 20:00:00+00:00,0.05,-1.000000000000009,0.25,USDJPY_OTHER_HOUR_MICRO,0.05,USDJPY_V12_OBSERVATION
AUDUSD,AUDUSD_TREND_PULLBACK,D1_H4_EMA_PULLBACK_04_08UTC,-1,2023-03-02 04:00:00+00:00,2023-03-07 12:00:00+00:00,0.025,1.7068510005310051,0.25,AUDUSD_04UTC_MICRO,0.05,AUDUSD_OTHER_MICRO
USDJPY,USDJPY_SAFE_HAVEN_BREAKOUT,D1_H4_40BAR_BREAKOUT,1,2023-03-02 16:00:00+00:00,2023-03-03 12:00:00+00:00,0.15,-0.9999999999999915,0.25,USDJPY_00_16_20UTC_FULL,0.25,USDJPY_V12_OBSERVATION
AUDUSD,AUDUSD_TREND_PULLBACK,D1_H4_EMA_PULLBACK_04_08UTC,-1,2023-03-07 08:00:00+00:00,2023-03-07 20:00:00+00:00,0.55,2.0,0.25,AUDUSD_08UTC_FULL,0.35,AUDUSD_08UTC_SATELLITE
USDJPY,USDJPY_SAFE_HAVEN_BREAKOUT,D1_H4_40BAR_BREAKOUT,1,2023-03-08 00:00:00+00:00,2023-03-08 16:00:00+00:00,0.15,0.0,0.25,USDJPY_00_16_20UTC_FULL,0.25,USDJPY_V12_OBSERVATION
USDJPY,USDJPY_SAFE_HAVEN_BREAKOUT,D1_H4_40BAR_BREAKOUT,1,2023-03-08 04:00:00+00:00,2023-03-08 20:00:00+00:00,0.05,-1.0000000000000078,0.25,USDJPY_OTHER_HOUR_MICRO,0.05,USDJPY_V12_OBSERVATION
USDJPY,USDJPY_SAFE_HAVEN_BREAKOUT,D1_H4_40BAR_BREAKOUT,1,2023-03-08 08:00:00+00:00,2023-03-08 20:00:00+00:00,0.05,-0.9999999999999846,0.25,USDJPY_OTHER_HOUR_MICRO,0.05,USDJPY_V12_OBSERVATION
USDJPY,USDJPY_SAFE_HAVEN_BREAKOUT,D1_H4_40BAR_BREAKOUT,-1,2023-03-24 08:00:00+00:00,2023-03-27 12:00:00+00:00,0.05,-1.0000000000000009,0.25,USDJPY_OTHER_HOUR_MICRO,0.05,USDJPY_V12_OBSERVATION
USDJPY,USDJPY_SAFE_HAVEN_BREAKOUT,D1_H4_40BAR_BREAKOUT,-1,2023-03-24 12:00:00+00:00,2023-03-24 20:00:00+00:00,0.05,-1.0000000000000047,0.25,USDJPY_OTHER_HOUR_MICRO,0.05,USDJPY_V12_OBSERVATION
GBPJPY,GBPJPY_SWING_CORE,H4_DONCHIAN_BREAKOUT,1,2023-03-30 12:00:00+00:00,2023-04-01 00:00:00+00:00,0.15,0.0,0.15,UNCHANGED,0.15,UNCHANGED
GBPJPY,GBPJPY_SWING_CORE,H4_DONCHIAN_BREAKOUT,1,2023-03-30 16:00:00+00:00,2023-03-31 12:00:00+00:00,0.15,0.0,0.15,UNCHANGED,0.15,UNCHANGED
EURUSD,EURUSD_SWING_CORE,H4_DONCHIAN_BREAKOUT,1,2023-04-04 20:00:00+00:00,2023-04-05 20:00:00+00:00,0.55,-1.0000000000000198,0.25,EURUSD_CORE_FULL,0.35,EURUSD_CORE_SATELLITE
EURUSD,EURUSD_SWING_CORE,H4_DONCHIAN_BREAKOUT,1,2023-04-13 04:00:00+00:00,2023-04-14 20:00:00+00:00,0.55,0.0,0.25,EURUSD_CORE_FULL,0.35,EURUSD_CORE_SATELLITE
EURUSD,EURUSD_SWING_CORE,H4_DONCHIAN_BREAKOUT,1,2023-04-13 12:00:00+00:00,2023-04-14 20:00:00+00:00,0.55,0.0,0.25,EURUSD_CORE_FULL,0.35,EURUSD_CORE_SATELLITE
EURUSD,EURUSD_SWING_CORE,H4_DONCHIAN_BREAKOUT,1,2023-04-13 16:00:00+00:00,2023-04-14 20:00:00+00:00,0.55,-0.9999999999999741,0.25,EURUSD_CORE_FULL,0.35,EURUSD_CORE_SATELLITE
AUDUSD,AUDUSD_TREND_PULLBACK,D1_H4_EMA_PULLBACK_04_08UTC,-1,2023-04-25 08:00:00+00:00,2023-04-25 20:00:00+00:00,0.55,2.0,0.25,AUDUSD_08UTC_FULL,0.35,AUDUSD_08UTC_SATELLITE
AUDUSD,AUDUSD_TREND_PULLBACK,D1_H4_EMA_PULLBACK_04_08UTC,-1,2023-04-28 08:00:00+00:00,2023-04-28 20:00:00+00:00,0.55,-0.0,0.25,AUDUSD_08UTC_FULL,0.35,AUDUSD_08UTC_SATELLITE
USDJPY,USDJPY_SAFE_HAVEN_BREAKOUT,D1_H4_40BAR_BREAKOUT,1,2023-04-28 12:00:00+00:00,2023-05-02 20:00:00+00:00,0.05,1.3024976667936952,0.25,USDJPY_OTHER_HOUR_MICRO,0.05,USDJPY_V12_OBSERVATION
USDJPY,USDJPY_SAFE_HAVEN_BREAKOUT,D1_H4_40BAR_BREAKOUT,1,2023-04-28 16:00:00+00:00,2023-05-02 20:00:00+00:00,0.15,0.7519538358841966,0.25,USDJPY_00_16_20UTC_FULL,0.25,USDJPY_V12_OBSERVATION
USDJPY,USDJPY_SAFE_HAVEN_BREAKOUT,D1_H4_40BAR_BREAKOUT,1,2023-05-01 04:00:00+00:00,2023-05-02 20:00:00+00:00,0.05,0.05145776243947801,0.25,USDJPY_OTHER_HOUR_MICRO,0.05,USDJPY_V12_OBSERVATION
USDJPY,USDJPY_SAFE_HAVEN_BREAKOUT,D1_H4_40BAR_BREAKOUT,1,2023-05-01 08:00:00+00:00,2023-05-02 20:00:00+00:00,0.05,0.0,0.25,USDJPY_OTHER_HOUR_MICRO,0.05,USDJPY_V12_OBSERVATION
USDJPY,USDJPY_SAFE_HAVEN_BREAKOUT,D1_H4_40BAR_BREAKOUT,1,2023-05-01 20:00:00+00:00,2023-05-02 20:00:00+00:00,0.15,-1.0000000000000107,0.25,USDJPY_00_16_20UTC_FULL,0.25,USDJPY_V12_OBSERVATION
AUDUSD,AUDUSD_TREND_PULLBACK,D1_H4_EMA_PULLBACK_04_08UTC,-1,2023-05-02 04:00:00+00:00,2023-05-02 08:00:00+00:00,0.025,-0.9999999999999936,0.25,AUDUSD_04UTC_MICRO,0.05,AUDUSD_OTHER_MICRO
USDJPY,USDJPY_SAFE_HAVEN_BREAKOUT,D1_H4_40BAR_BREAKOUT,1,2023-05-02 08:00:00+00:00,2023-05-02 20:00:00+00:00,0.05,-1.0000000000000098,0.25,USDJPY_OTHER_HOUR_MICRO,0.05,USDJPY_V12_OBSERVATION
USDJPY,USDJPY_SAFE_HAVEN_BREAKOUT,D1_H4_40BAR_BREAKOUT,1,2023-05-15 04:00:00+00:00,2023-05-18 12:00:00+00:00,0.05,3.0,0.25,USDJPY_OTHER_HOUR_MICRO,0.05,USDJPY_V12_OBSERVATION
USDJPY,USDJPY_SAFE_HAVEN_BREAKOUT,D1_H4_40BAR_BREAKOUT,1,2023-05-15 08:00:00+00:00,2023-05-18 16:00:00+00:00,0.05,3.0,0.25,USDJPY_OTHER_HOUR_MICRO,0.05,USDJPY_V12_OBSERVATION
USDJPY,USDJPY_SAFE_HAVEN_BREAKOUT,D1_H4_40BAR_BREAKOUT,1,2023-05-16 20:00:00+00:00,2023-05-18 20:00:00+00:00,0.15,3.0,0.25,USDJPY_00_16_20UTC_FULL,0.25,USDJPY_V12_OBSERVATION
USDJPY,USDJPY_SAFE_HAVEN_BREAKOUT,D1_H4_40BAR_BREAKOUT,1,2023-05-17 12:00:00+00:00,2023-05-19 20:00:00+00:00,0.05,1.3738703417288949,0.25,USDJPY_OTHER_HOUR_MICRO,0.05,USDJPY_V12_OBSERVATION
USDJPY,USDJPY_SAFE_HAVEN_BREAKOUT,D1_H4_40BAR_BREAKOUT,1,2023-05-17 16:00:00+00:00,2023-05-19 20:00:00+00:00,0.15,1.2030722900338917,0.25,USDJPY_00_16_20UTC_FULL,0.25,USDJPY_V12_OBSERVATION
USDJPY,USDJPY_SAFE_HAVEN_BREAKOUT,D1_H4_40BAR_BREAKOUT,1,2023-05-17 20:00:00+00:00,2023-05-19 20:00:00+00:00,0.15,0.6396847565087718,0.25,USDJPY_00_16_20UTC_FULL,0.25,USDJPY_V12_OBSERVATION
USDJPY,USDJPY_SAFE_HAVEN_BREAKOUT,D1_H4_40BAR_BREAKOUT,1,2023-05-18 00:00:00+00:00,2023-05-19 20:00:00+00:00,0.15,0.2767558393467455,0.25,USDJPY_00_16_20UTC_FULL,0.25,USDJPY_V12_OBSERVATION
USDJPY,USDJPY_SAFE_HAVEN_BREAKOUT,D1_H4_40BAR_BREAKOUT,1,2023-05-18 12:00:00+00:00,2023-05-19 20:00:00+00:00,0.05,0.14887346707334004,0.25,USDJPY_OTHER_HOUR_MICRO,0.05,USDJPY_V12_OBSERVATION
USDJPY,USDJPY_SAFE_HAVEN_BREAKOUT,D1_H4_40BAR_BREAKOUT,1,2023-05-18 16:00:00+00:00,2023-05-19 20:00:00+00:00,0.15,-0.9999999999999953,0.25,USDJPY_00_16_20UTC_FULL,0.25,USDJPY_V12_OBSERVATION
USDJPY,USDJPY_SAFE_HAVEN_BREAKOUT,D1_H4_40BAR_BREAKOUT,1,2023-05-18 20:00:00+00:00,2023-05-19 20:00:00+00:00,0.15,-0.9999999999999861,0.25,USDJPY_00_16_20UTC_FULL,0.25,USDJPY_V12_OBSERVATION
USDJPY,USDJPY_SAFE_HAVEN_BREAKOUT,D1_H4_40BAR_BREAKOUT,1,2023-05-19 00:00:00+00:00,2023-05-19 12:00:00+00:00,0.15,-0.9999999999999837,0.25,USDJPY_00_16_20UTC_FULL,0.25,USDJPY_V12_OBSERVATION
AUDUSD,AUDUSD_TREND_PULLBACK,D1_H4_EMA_PULLBACK_04_08UTC,-1,2023-05-22 08:00:00+00:00,2023-05-24 08:00:00+00:00,0.55,2.0,0.25,AUDUSD_08UTC_FULL,0.35,AUDUSD_08UTC_SATELLITE
USDJPY,USDJPY_SAFE_HAVEN_BREAKOUT,D1_H4_40BAR_BREAKOUT,1,2023-05-24 20:00:00+00:00,2023-05-30 16:00:00+00:00,0.15,0.7802723786885106,0.25,USDJPY_00_16_20UTC_FULL,0.25,USDJPY_V12_OBSERVATION
USDJPY,USDJPY_SAFE_HAVEN_BREAKOUT,D1_H4_40BAR_BREAKOUT,1,2023-05-25 00:00:00+00:00,2023-05-30 16:00:00+00:00,0.15,0.5561474871601122,0.25,USDJPY_00_16_20UTC_FULL,0.25,USDJPY_V12_OBSERVATION
USDJPY,USDJPY_SAFE_HAVEN_BREAKOUT,D1_H4_40BAR_BREAKOUT,1,2023-05-25 08:00:00+00:00,2023-05-30 16:00:00+00:00,0.05,0.3910973089619916,0.25,USDJPY_OTHER_HOUR_MICRO,0.05,USDJPY_V12_OBSERVATION
USDJPY,USDJPY_SAFE_HAVEN_BREAKOUT,D1_H4_40BAR_BREAKOUT,1,2023-05-25 16:00:00+00:00,2023-05-30 16:00:00+00:00,0.15,0.17329132208876927,0.25,USDJPY_00_16_20UTC_FULL,0.25,USDJPY_V12_OBSERVATION
USDJPY,USDJPY_SAFE_HAVEN_BREAKOUT,D1_H4_40BAR_BREAKOUT,1,2023-05-25 20:00:00+00:00,2023-05-30 16:00:00+00:00,0.15,0.0,0.25,USDJPY_00_16_20UTC_FULL,0.25,USDJPY_V12_OBSERVATION
USDJPY,USDJPY_SAFE_HAVEN_BREAKOUT,D1_H4_40BAR_BREAKOUT,1,2023-05-26 00:00:00+00:00,2023-05-30 08:00:00+00:00,0.15,0.0,0.25,USDJPY_00_16_20UTC_FULL,0.25,USDJPY_V12_OBSERVATION
USDJPY,USDJPY_SAFE_HAVEN_BREAKOUT,D1_H4_40BAR_BREAKOUT,1,2023-05-26 20:00:00+00:00,2023-05-30 16:00:00+00:00,0.15,-0.9999999999999919,0.25,USDJPY_00_16_20UTC_FULL,0.25,USDJPY_V12_OBSERVATION
USDJPY,USDJPY_SAFE_HAVEN_BREAKOUT,D1_H4_40BAR_BREAKOUT,1,2023-05-29 04:00:00+00:00,2023-05-30 08:00:00+00:00,0.05,-0.9999999999999791,0.25,USDJPY_OTHER_HOUR_MICRO,0.05,USDJPY_V12_OBSERVATION
AUDUSD,AUDUSD_TREND_PULLBACK,D1_H4_EMA_PULLBACK_04_08UTC,-1,2023-05-30 08:00:00+00:00,2023-05-30 16:00:00+00:00,0.55,-1.000000000000004,0.25,AUDUSD_08UTC_FULL,0.35,AUDUSD_08UTC_SATELLITE
AUDUSD,AUDUSD_TREND_PULLBACK,D1_H4_EMA_PULLBACK_04_08UTC,-1,2023-05-31 08:00:00+00:00,2023-06-01 00:00:00+00:00,0.55,-0.0,0.25,AUDUSD_08UTC_FULL,0.35,AUDUSD_08UTC_SATELLITE
AUDUSD,AUDUSD_TREND_PULLBACK,D1_H4_EMA_PULLBACK_04_08UTC,-1,2023-06-01 04:00:00+00:00,2023-06-01 16:00:00+00:00,0.025,-0.9999999999999918,0.25,AUDUSD_04UTC_MICRO,0.05,AUDUSD_OTHER_MICRO
GBPUSD,GBPUSD_V10_PRECISION,PRIMARY_16UTC_BREAKOUT,1,2023-06-01 16:00:00+00:00,2023-06-02 20:00:00+00:00,0.5,0.0,0.5,UNCHANGED,0.5,UNCHANGED
GBPUSD,GBPUSD_V10_PRECISION,GBPUSD_SWING_V5_PULLBACK_ADDON,1,2023-06-13 12:00:00+00:00,2023-06-14 16:00:00+00:00,0.4,2.5,0.4,UNCHANGED,0.4,UNCHANGED
GBPUSD,GBPUSD_V10_PRECISION,GBPUSD_SWING_V5_PULLBACK_ADDON,1,2023-06-13 16:00:00+00:00,2023-06-15 00:00:00+00:00,0.4,0.7644036871536503,0.4,UNCHANGED,0.4,UNCHANGED
GBPJPY,GBPJPY_SWING_CORE,H4_DONCHIAN_BREAKOUT,1,2023-06-14 16:00:00+00:00,2023-06-15 12:00:00+00:00,0.15,3.0,0.15,UNCHANGED,0.15,UNCHANGED
GBPUSD,GBPUSD_V10_PRECISION,PRIMARY_16UTC_BREAKOUT,1,2023-06-14 16:00:00+00:00,2023-06-16 16:00:00+00:00,0.2,3.0,0.2,UNCHANGED,0.2,UNCHANGED
GBPJPY,GBPJPY_SWING_CORE,H4_DONCHIAN_BREAKOUT,1,2023-06-15 00:00:00+00:00,2023-06-15 20:00:00+00:00,0.15,3.0,0.15,UNCHANGED,0.15,UNCHANGED
USDJPY,USDJPY_SAFE_HAVEN_BREAKOUT,D1_H4_40BAR_BREAKOUT,1,2023-06-15 04:00:00+00:00,2023-06-15 20:00:00+00:00,0.05,0.0,0.25,USDJPY_OTHER_HOUR_MICRO,0.05,USDJPY_V12_OBSERVATION
USDJPY,USDJPY_SAFE_HAVEN_BREAKOUT,D1_H4_40BAR_BREAKOUT,1,2023-06-15 08:00:00+00:00,2023-06-15 20:00:00+00:00,0.05,-0.9999999999999871,0.25,USDJPY_OTHER_HOUR_MICRO,0.05,USDJPY_V12_OBSERVATION
GBPUSD,GBPUSD_SWING_RETEST,H4_BREAKOUT_RETEST,1,2023-06-16 16:00:00+00:00,2023-06-20 16:00:00+00:00,0.15,-0.9999999999999837,0.15,UNCHANGED,0.15,UNCHANGED
USDJPY,USDJPY_SAFE_HAVEN_BREAKOUT,D1_H4_40BAR_BREAKOUT,1,2023-06-16 20:00:00+00:00,2023-06-23 20:00:00+00:00,0.15,2.4302808061276138,0.25,USDJPY_00_16_20UTC_FULL,0.25,USDJPY_V12_OBSERVATION
USDJPY,USDJPY_SAFE_HAVEN_BREAKOUT,D1_H4_40BAR_BREAKOUT,1,2023-06-17 00:00:00+00:00,2023-06-24 00:00:00+00:00,0.15,2.5593659626869205,0.25,USDJPY_00_16_20UTC_FULL,0.25,USDJPY_V12_OBSERVATION
USDJPY,USDJPY_SAFE_HAVEN_BREAKOUT,D1_H4_40BAR_BREAKOUT,1,2023-06-19 04:00:00+00:00,2023-06-26 04:00:00+00:00,0.05,1.921853779586918,0.25,USDJPY_OTHER_HOUR_MICRO,0.05,USDJPY_V12_OBSERVATION
USDJPY,USDJPY_SAFE_HAVEN_BREAKOUT,D1_H4_40BAR_BREAKOUT,1,2023-06-20 04:00:00+00:00,2023-06-20 16:00:00+00:00,0.05,-1.000000000000016,0.25,USDJPY_OTHER_HOUR_MICRO,0.05,USDJPY_V12_OBSERVATION
USDJPY,USDJPY_SAFE_HAVEN_BREAKOUT,D1_H4_40BAR_BREAKOUT,1,2023-06-22 20:00:00+00:00,2023-06-26 12:00:00+00:00,0.15,0.0,0.25,USDJPY_00_16_20UTC_FULL,0.25,USDJPY_V12_OBSERVATION
USDJPY,USDJPY_SAFE_HAVEN_BREAKOUT,D1_H4_40BAR_BREAKOUT,1,2023-06-23 00:00:00+00:00,2023-06-26 12:00:00+00:00,0.15,0.0,0.25,USDJPY_00_16_20UTC_FULL,0.25,USDJPY_V12_OBSERVATION
GBPJPY,GBPJPY_SWING_CORE,H4_DONCHIAN_BREAKOUT,1,2023-06-23 20:00:00+00:00,2023-06-26 16:00:00+00:00,0.15,-1.000000000000007,0.15,UNCHANGED,0.15,UNCHANGED
USDJPY,USDJPY_SAFE_HAVEN_BREAKOUT,D1_H4_40BAR_BREAKOUT,1,2023-06-23 20:00:00+00:00,2023-06-26 12:00:00+00:00,0.15,-0.9999999999999934,0.25,USDJPY_00_16_20UTC_FULL,0.25,USDJPY_V12_OBSERVATION
GBPJPY,GBPJPY_SWING_CORE,H4_DONCHIAN_BREAKOUT,1,2023-06-27 12:00:00+00:00,2023-06-28 20:00:00+00:00,0.15,-0.9999999999999882,0.15,UNCHANGED,0.15,UNCHANGED
USDJPY,USDJPY_SAFE_HAVEN_BREAKOUT,D1_H4_40BAR_BREAKOUT,1,2023-06-27 20:00:00+00:00,2023-07-03 20:00:00+00:00,0.15,0.11988100899926177,0.25,USDJPY_00_16_20UTC_FULL,0.25,USDJPY_V12_OBSERVATION
GBPJPY,GBPJPY_SWING_CORE,H4_DONCHIAN_BREAKOUT,1,2023-06-27 20:00:00+00:00,2023-06-28 16:00:00+00:00,0.15,-1.0000000000000149,0.15,UNCHANGED,0.15,UNCHANGED
USDJPY,USDJPY_SAFE_HAVEN_BREAKOUT,D1_H4_40BAR_BREAKOUT,1,2023-06-28 16:00:00+00:00,2023-06-30 16:00:00+00:00,0.15,0.0,0.25,USDJPY_00_16_20UTC_FULL,0.25,USDJPY_V12_OBSERVATION
USDJPY,USDJPY_SAFE_HAVEN_BREAKOUT,D1_H4_40BAR_BREAKOUT,1,2023-06-29 16:00:00+00:00,2023-07-03 20:00:00+00:00,0.15,-1.0000000000000016,0.25,USDJPY_00_16_20UTC_FULL,0.25,USDJPY_V12_OBSERVATION
USDJPY,USDJPY_SAFE_HAVEN_BREAKOUT,D1_H4_40BAR_BREAKOUT,1,2023-06-29 20:00:00+00:00,2023-07-03 20:00:00+00:00,0.15,-1.0000000000000042,0.25,USDJPY_00_16_20UTC_FULL,0.25,USDJPY_V12_OBSERVATION
GBPUSD,GBPUSD_V10_PRECISION,GBPUSD_SWING_V5_PULLBACK_ADDON,1,2023-07-07 16:00:00+00:00,2023-07-10 16:00:00+00:00,0.4,0.0,0.4,UNCHANGED,0.4,UNCHANGED
GBPUSD,GBPUSD_SWING_RETEST,H4_BREAKOUT_RETEST,1,2023-07-10 12:00:00+00:00,2023-07-10 16:00:00+00:00,0.15,-1.0000000000000149,0.15,UNCHANGED,0.15,UNCHANGED
GBPUSD,GBPUSD_SWING_RETEST,H4_BREAKOUT_RETEST,1,2023-07-11 16:00:00+00:00,2023-07-14 00:00:00+00:00,0.15,4.0,0.15,UNCHANGED,0.15,UNCHANGED
GBPUSD,GBPUSD_V10_PRECISION,PRIMARY_16UTC_BREAKOUT,1,2023-07-13 16:00:00+00:00,2023-07-19 08:00:00+00:00,0.2,-0.9999999999999848,0.2,UNCHANGED,0.2,UNCHANGED
GBPUSD,GBPUSD_SWING_RETEST,H4_BREAKOUT_RETEST,1,2023-07-14 08:00:00+00:00,2023-07-17 12:00:00+00:00,0.15,-1.00000000000002,0.15,UNCHANGED,0.15,UNCHANGED
AUDUSD,AUDUSD_TREND_PULLBACK,D1_H4_EMA_PULLBACK_04_08UTC,1,2023-07-18 08:00:00+00:00,2023-07-18 16:00:00+00:00,0.55,-0.9999999999999954,0.25,AUDUSD_08UTC_FULL,0.35,AUDUSD_08UTC_SATELLITE
AUDUSD,AUDUSD_TREND_PULLBACK,D1_H4_EMA_PULLBACK_04_08UTC,1,2023-07-20 08:00:00+00:00,2023-07-20 20:00:00+00:00,0.55,-1.0000000000000144,0.25,AUDUSD_08UTC_FULL,0.35,AUDUSD_08UTC_SATELLITE
USDJPY,USDJPY_SAFE_HAVEN_BREAKOUT,D1_H4_40BAR_BREAKOUT,1,2023-07-31 12:00:00+00:00,2023-08-03 20:00:00+00:00,0.05,0.0,0.25,USDJPY_OTHER_HOUR_MICRO,0.05,USDJPY_V12_OBSERVATION
USDJPY,USDJPY_SAFE_HAVEN_BREAKOUT,D1_H4_40BAR_BREAKOUT,1,2023-08-01 08:00:00+00:00,2023-08-03 16:00:00+00:00,0.05,0.0,0.25,USDJPY_OTHER_HOUR_MICRO,0.05,USDJPY_V12_OBSERVATION
USDJPY,USDJPY_SAFE_HAVEN_BREAKOUT,D1_H4_40BAR_BREAKOUT,1,2023-08-01 16:00:00+00:00,2023-08-03 20:00:00+00:00,0.15,-1.0000000000000127,0.25,USDJPY_00_16_20UTC_FULL,0.25,USDJPY_V12_OBSERVATION
USDJPY,USDJPY_SAFE_HAVEN_BREAKOUT,D1_H4_40BAR_BREAKOUT,1,2023-08-01 20:00:00+00:00,2023-08-02 12:00:00+00:00,0.15,-0.9999999999999931,0.25,USDJPY_00_16_20UTC_FULL,0.25,USDJPY_V12_OBSERVATION
USDJPY,USDJPY_SAFE_HAVEN_BREAKOUT,D1_H4_40BAR_BREAKOUT,1,2023-08-03 08:00:00+00:00,2023-08-03 16:00:00+00:00,0.05,-0.9999999999999946,0.25,USDJPY_OTHER_HOUR_MICRO,0.05,USDJPY_V12_OBSERVATION
AUDUSD,AUDUSD_TREND_PULLBACK,D1_H4_EMA_PULLBACK_04_08UTC,-1,2023-08-07 08:00:00+00:00,2023-08-09 08:00:00+00:00,0.55,0.5816915010510891,0.25,AUDUSD_08UTC_FULL,0.35,AUDUSD_08UTC_SATELLITE
AUDUSD,AUDUSD_TREND_PULLBACK,D1_H4_EMA_PULLBACK_04_08UTC,-1,2023-08-08 04:00:00+00:00,2023-08-08 20:00:00+00:00,0.025,2.0,0.25,AUDUSD_04UTC_MICRO,0.05,AUDUSD_OTHER_MICRO
AUDUSD,AUDUSD_TREND_PULLBACK,D1_H4_EMA_PULLBACK_04_08UTC,-1,2023-08-08 08:00:00+00:00,2023-08-09 08:00:00+00:00,0.55,-0.0,0.25,AUDUSD_08UTC_FULL,0.35,AUDUSD_08UTC_SATELLITE
USDJPY,USDJPY_SAFE_HAVEN_BREAKOUT,D1_H4_40BAR_BREAKOUT,1,2023-08-10 08:00:00+00:00,2023-08-10 16:00:00+00:00,0.05,-0.9999999999999895,0.25,USDJPY_OTHER_HOUR_MICRO,0.05,USDJPY_V12_OBSERVATION
USDJPY,USDJPY_SAFE_HAVEN_BREAKOUT,D1_H4_40BAR_BREAKOUT,1,2023-08-10 20:00:00+00:00,2023-08-17 04:00:00+00:00,0.15,3.0,0.25,USDJPY_00_16_20UTC_FULL,0.25,USDJPY_V12_OBSERVATION
USDJPY,USDJPY_SAFE_HAVEN_BREAKOUT,D1_H4_40BAR_BREAKOUT,1,2023-08-11 00:00:00+00:00,2023-08-17 16:00:00+00:00,0.15,1.4315997634798996,0.25,USDJPY_00_16_20UTC_FULL,0.25,USDJPY_V12_OBSERVATION
USDJPY,USDJPY_SAFE_HAVEN_BREAKOUT,D1_H4_40BAR_BREAKOUT,1,2023-08-11 04:00:00+00:00,2023-08-17 16:00:00+00:00,0.05,1.3539285081853838,0.25,USDJPY_OTHER_HOUR_MICRO,0.05,USDJPY_V12_OBSERVATION
USDJPY,USDJPY_SAFE_HAVEN_BREAKOUT,D1_H4_40BAR_BREAKOUT,1,2023-08-11 20:00:00+00:00,2023-08-17 16:00:00+00:00,0.15,1.243460656340856,0.25,USDJPY_00_16_20UTC_FULL,0.25,USDJPY_V12_OBSERVATION
USDJPY,USDJPY_SAFE_HAVEN_BREAKOUT,D1_H4_40BAR_BREAKOUT,1,2023-08-14 16:00:00+00:00,2023-08-17 16:00:00+00:00,0.15,0.6166736931600109,0.25,USDJPY_00_16_20UTC_FULL,0.25,USDJPY_V12_OBSERVATION
USDJPY,USDJPY_SAFE_HAVEN_BREAKOUT,D1_H4_40BAR_BREAKOUT,1,2023-08-15 12:00:00+00:00,2023-08-17 16:00:00+00:00,0.05,0.1209291590334027,0.25,USDJPY_OTHER_HOUR_MICRO,0.05,USDJPY_V12_OBSERVATION
USDJPY,USDJPY_SAFE_HAVEN_BREAKOUT,D1_H4_40BAR_BREAKOUT,1,2023-08-16 16:00:00+00:00,2023-08-17 16:00:00+00:00,0.15,0.0,0.25,USDJPY_00_16_20UTC_FULL,0.25,USDJPY_V12_OBSERVATION
USDJPY,USDJPY_SAFE_HAVEN_BREAKOUT,D1_H4_40BAR_BREAKOUT,1,2023-08-16 20:00:00+00:00,2023-08-17 16:00:00+00:00,0.15,0.0,0.25,USDJPY_00_16_20UTC_FULL,0.25,USDJPY_V12_OBSERVATION
USDJPY,USDJPY_SAFE_HAVEN_BREAKOUT,D1_H4_40BAR_BREAKOUT,1,2023-08-17 00:00:00+00:00,2023-08-17 16:00:00+00:00,0.15,-0.9999999999999818,0.25,USDJPY_00_16_20UTC_FULL,0.25,USDJPY_V12_OBSERVATION
AUDUSD,AUDUSD_TREND_PULLBACK,D1_H4_EMA_PULLBACK_04_08UTC,-1,2023-08-18 08:00:00+00:00,2023-08-22 12:00:00+00:00,0.55,-0.9999999999999948,0.25,AUDUSD_08UTC_FULL,0.35,AUDUSD_08UTC_SATELLITE
AUDUSD,AUDUSD_TREND_PULLBACK,D1_H4_EMA_PULLBACK_04_08UTC,-1,2023-08-21 08:00:00+00:00,2023-08-22 12:00:00+00:00,0.55,-0.9999999999999973,0.25,AUDUSD_08UTC_FULL,0.35,AUDUSD_08UTC_SATELLITE
GBPJPY,GBPJPY_SWING_CORE,H4_DONCHIAN_BREAKOUT,1,2023-08-21 20:00:00+00:00,2023-08-22 20:00:00+00:00,0.15,-1.000000000000017,0.15,UNCHANGED,0.15,UNCHANGED
