entry_time,exit_time,symbol,engine,side,gross_r,cost_r,net_r,risk_percent
2025-08-29 00:00:00+00:00,2025-10-27 00:00:00+00:00,XAUUSD,GOLD_DAILY_TREND,BUY,7.207070457617568,0.005779034215512092,7.201291423402056,0.25
2025-12-12 00:00:00+00:00,2026-02-02 00:00:00+00:00,XAUUSD,GOLD_DAILY_TREND,BUY,2.2800048541778923,0.0031561343076123094,2.27684871987028,0.25
2026-03-03 00:00:00+00:00,2026-03-03 00:00:00+00:00,XAUUSD,GOLD_DAILY_TREND,BUY,-1.0000000000000016,0.0015119548231432168,-1.0015119548231448,0.25
