symbol,engine,setup,side,entry_time,exit_time,risk_percent,r_multiple,reason
USDJPY,USDJPY_SAFE_HAVEN_BREAKOUT,D1_H4_40BAR_BREAKOUT,1,2014-12-23 00:00:00+00:00,2014-12-30 12:00:00+00:00,0.25,0.0,symbol_cap
USDJPY,USDJPY_SAFE_HAVEN_BREAKOUT,D1_H4_40BAR_BREAKOUT,1,2014-12-23 04:00:00+00:00,2014-12-30 12:00:00+00:00,0.25,-1.0000000000000069,symbol_cap
USDJPY,USDJPY_SAFE_HAVEN_BREAKOUT,D1_H4_40BAR_BREAKOUT,1,2014-12-23 16:00:00+00:00,2014-12-30 12:00:00+00:00,0.25,-1.0000000000000027,symbol_cap
USDJPY,USDJPY_SAFE_HAVEN_BREAKOUT,D1_H4_40BAR_BREAKOUT,1,2014-12-23 20:00:00+00:00,2014-12-30 12:00:00+00:00,0.25,-1.000000000000001,symbol_cap
GBPUSD,GBPUSD_V10_PRECISION,GBPUSD_SWING_V5_PULLBACK_ADDON,-1,2015-01-02 16:00:00+00:00,2015-01-05 04:00:00+00:00,0.4,2.5,symbol_cap
GBPUSD,GBPUSD_V10_PRECISION,PRIMARY_16UTC_BREAKOUT,-1,2015-01-02 16:00:00+00:00,2015-01-05 04:00:00+00:00,0.5,3.0,symbol_cap
USDJPY,USDJPY_SAFE_HAVEN_BREAKOUT,D1_H4_40BAR_BREAKOUT,1,2015-02-11 12:00:00+00:00,2015-02-12 12:00:00+00:00,0.25,0.0,symbol_cap
USDJPY,USDJPY_SAFE_HAVEN_BREAKOUT,D1_H4_40BAR_BREAKOUT,1,2015-02-11 20:00:00+00:00,2015-02-12 12:00:00+00:00,0.25,-0.999999999999998,symbol_cap
USDJPY,USDJPY_SAFE_HAVEN_BREAKOUT,D1_H4_40BAR_BREAKOUT,1,2015-02-12 00:00:00+00:00,2015-02-12 12:00:00+00:00,0.25,-1.0000000000000089,symbol_cap
USDJPY,USDJPY_SAFE_HAVEN_BREAKOUT,D1_H4_40BAR_BREAKOUT,1,2015-03-06 20:00:00+00:00,2015-03-10 16:00:00+00:00,0.25,0.6098463137470279,symbol_cap
USDJPY,USDJPY_SAFE_HAVEN_BREAKOUT,D1_H4_40BAR_BREAKOUT,1,2015-03-10 04:00:00+00:00,2015-03-10 16:00:00+00:00,0.25,-1.0000000000000093,symbol_cap
USDJPY,USDJPY_SAFE_HAVEN_BREAKOUT,D1_H4_40BAR_BREAKOUT,1,2015-03-10 08:00:00+00:00,2015-03-10 16:00:00+00:00,0.25,-1.0000000000000107,symbol_cap
