symbol,engine,setup,side,entry_time,exit_time,risk_percent,r_multiple,trade_id,risk_dollars,guard_reason,guard_multiplier,is_recovery_probe,equity_at_entry,open_risk_before_entry,open_risk_after_entry
EURUSD,EURUSD_SWING_RETEST,H1_BREAKOUT_RETEST,-1,2014-12-24 04:00:00+00:00,2014-12-24 10:00:00+00:00,0.1,-0.9999999999999662,229,5.800868942904909,warmup,1.0,False,5800.868942904909,0.25,0.35
GBPUSD,GBPUSD_SWING_RETEST,H4_BREAKOUT_RETEST,-1,2014-12-24 16:00:00+00:00,2014-12-31 16:00:00+00:00,0.15,-1.0000000000000067,230,8.692602110943007,strong_or_audusd_protected,1.0,False,5795.068073962005,0.25,0.4
GBPUSD,GBPUSD_V10_PRECISION,GBPUSD_SWING_V5_PULLBACK_ADDON,-1,2015-01-02 12:00:00+00:00,2015-01-02 20:00:00+00:00,0.4,2.5,231,23.163939780836177,strong_or_audusd_protected,1.0,False,5790.984945209044,0.0,0.4
GBPUSD,GBPUSD_SWING_RETEST,H4_BREAKOUT_RETEST,-1,2015-01-07 12:00:00+00:00,2015-01-09 12:00:00+00:00,0.15,-0.0,232,8.7733421919917,strong_or_audusd_protected,1.0,False,5848.894794661134,0.0,0.15
GBPUSD,GBPUSD_SWING_RETEST,H4_BREAKOUT_RETEST,-1,2015-01-08 04:00:00+00:00,2015-01-09 16:00:00+00:00,0.15,-1.000000000000012,233,8.7733421919917,strong_or_audusd_protected,1.0,False,5848.894794661134,0.15,0.3
GBPJPY,GBPJPY_SWING_CORE,H4_DONCHIAN_BREAKOUT,-1,2015-01-16 00:00:00+00:00,2015-01-16 12:00:00+00:00,0.15,-0.999999999999999,234,8.760182178703714,strong_or_audusd_protected,1.0,False,5840.121452469142,0.0,0.15
EURUSD,EURUSD_SWING_CORE,H4_DONCHIAN_BREAKOUT,-1,2015-01-22 20:00:00+00:00,2015-01-23 16:00:00+00:00,0.25,3.0,235,14.578403175726097,strong_or_audusd_protected,1.0,False,5831.361270290438,0.0,0.25
GBPUSD,GBPUSD_V10_PRECISION,GBPUSD_SWING_V5_PULLBACK_ADDON,-1,2015-02-02 12:00:00+00:00,2015-02-02 20:00:00+00:00,0.4,-1.0000000000000204,236,23.500385919270467,strong_or_audusd_protected,1.0,False,5875.0964798176165,0.0,0.4
AUDUSD,AUDUSD_TREND_PULLBACK,D1_H4_EMA_PULLBACK_04_08UTC,-1,2015-02-03 08:00:00+00:00,2015-02-03 20:00:00+00:00,0.25,-0.9999999999999981,237,14.628990234745864,strong_or_audusd_protected,1.0,False,5851.596093898345,0.0,0.25
USDJPY,USDJPY_SAFE_HAVEN_BREAKOUT,D1_H4_40BAR_BREAKOUT,1,2015-02-10 16:00:00+00:00,2015-02-12 12:00:00+00:00,0.25,0.3460597543408945,238,14.592417759158998,full_performance,1.0,False,5836.967103663599,0.0,0.25
USDJPY,USDJPY_SAFE_HAVEN_BREAKOUT,D1_H4_40BAR_BREAKOUT,1,2015-02-24 12:00:00+00:00,2015-02-24 20:00:00+00:00,0.25,-1.0000000000000144,239,14.605042380421432,full_performance,1.0,False,5842.016952168573,0.0,0.25
USDJPY,USDJPY_SAFE_HAVEN_BREAKOUT,D1_H4_40BAR_BREAKOUT,1,2015-03-02 20:00:00+00:00,2015-03-03 08:00:00+00:00,0.25,-1.000000000000015,240,14.568529774470377,full_performance,1.0,False,5827.411909788151,0.0,0.25
EURUSD,EURUSD_SWING_RETEST,H1_BREAKOUT_RETEST,-1,2015-03-05 11:00:00+00:00,2015-03-05 16:00:00+00:00,0.1,-0.999999999999984,241,5.812843380013682,warmup,1.0,False,5812.843380013681,0.0,0.1
GBPUSD,GBPUSD_SWING_RETEST,H4_BREAKOUT_RETEST,-1,2015-03-05 16:00:00+00:00,2015-03-09 16:00:00+00:00,0.15,2.2771432390524393,242,8.7105458049505,strong_or_audusd_protected,1.0,False,5807.030536633667,0.0,0.15
EURUSD,EURUSD_SWING_RETEST,H1_BREAKOUT_RETEST,-1,2015-03-06 03:00:00+00:00,2015-03-06 14:00:00+00:00,0.1,3.0,243,5.807030536633667,warmup,1.0,False,5807.030536633667,0.15,0.25
GBPUSD,GBPUSD_V10_PRECISION,PRIMARY_16UTC_BREAKOUT,-1,2015-03-06 16:00:00+00:00,2015-03-10 00:00:00+00:00,0.5,-0.0,244,29.12225814121784,strong_or_audusd_protected,1.0,False,5824.451628243568,0.15,0.65
USDJPY,USDJPY_SAFE_HAVEN_BREAKOUT,D1_H4_40BAR_BREAKOUT,1,2015-03-06 16:00:00+00:00,2015-03-07 00:00:00+00:00,0.25,0.0,245,14.56112907060892,full_performance,1.0,False,5824.451628243568,0.65,0.9
USDJPY,USDJPY_SAFE_HAVEN_BREAKOUT,D1_H4_40BAR_BREAKOUT,1,2015-03-09 20:00:00+00:00,2015-03-10 16:00:00+00:00,0.25,0.0,246,14.61071697182942,full_performance,1.0,False,5844.286788731768,0.5,0.75
EURUSD,EURUSD_SWING_RETEST,H1_BREAKOUT_RETEST,-1,2015-03-11 05:00:00+00:00,2015-03-11 12:00:00+00:00,0.1,3.0,247,5.844286788731768,warmup,1.0,False,5844.286788731768,0.0,0.1
GBPUSD,GBPUSD_V10_PRECISION,PRIMARY_16UTC_BREAKOUT,-1,2015-03-11 16:00:00+00:00,2015-03-12 16:00:00+00:00,0.5,-0.0,248,29.309098245489817,strong_or_audusd_protected,1.0,False,5861.8196490979635,0.0,0.5
GBPUSD,GBPUSD_SWING_RETEST,H4_BREAKOUT_RETEST,-1,2015-03-12 16:00:00+00:00,2015-03-16 20:00:00+00:00,0.15,1.463155250376586,249,8.792729473646945,strong_or_audusd_protected,1.0,False,5861.8196490979635,0.0,0.15
GBPUSD,GBPUSD_SWING_RETEST,H4_BREAKOUT_RETEST,-1,2015-03-13 08:00:00+00:00,2015-03-16 20:00:00+00:00,0.15,0.4541622068905043,250,8.792729473646945,strong_or_audusd_protected,1.0,False,5861.8196490979635,0.15,0.3
GBPUSD,GBPUSD_SWING_RETEST,H4_BREAKOUT_RETEST,-1,2015-03-17 00:00:00+00:00,2015-03-19 00:00:00+00:00,0.15,0.7172586794965314,251,8.81801715422222,strong_or_audusd_protected,1.0,False,5878.678102814813,0.0,0.15
GBPUSD,GBPUSD_V10_PRECISION,GBPUSD_SWING_V5_PULLBACK_ADDON,-1,2015-03-20 12:00:00+00:00,2015-03-20 16:00:00+00:00,0.4,-0.9999999999999986,252,23.540011608618514,strong_or_audusd_protected,1.0,False,5885.002902154629,0.0,0.4
EURUSD,EURUSD_SWING_CORE,H4_DONCHIAN_BREAKOUT,-1,2015-04-09 20:00:00+00:00,2015-04-14 20:00:00+00:00,0.25,0.09446195872949648,253,14.653657226365025,strong_or_audusd_protected,1.0,False,5861.46289054601,0.0,0.25
USDJPY,USDJPY_SAFE_HAVEN_BREAKOUT,D1_H4_40BAR_BREAKOUT,1,2015-04-10 00:00:00+00:00,2015-04-10 20:00:00+00:00,0.25,-0.9999999999999988,254,14.653657226365025,full_performance,1.0,False,5861.46289054601,0.25,0.5
EURUSD,EURUSD_SWING_CORE,H4_DONCHIAN_BREAKOUT,-1,2015-04-10 12:00:00+00:00,2015-04-13 20:00:00+00:00,0.25,-0.0,255,14.653657226365025,strong_or_audusd_protected,1.0,False,5861.46289054601,0.5,0.75
EURUSD,EURUSD_SWING_CORE,H4_DONCHIAN_BREAKOUT,-1,2015-04-10 16:00:00+00:00,2015-04-13 20:00:00+00:00,0.25,-0.0,256,14.653657226365025,strong_or_audusd_protected,1.0,False,5861.46289054601,0.75,1.0
AUDUSD,AUDUSD_TREND_PULLBACK,D1_H4_EMA_PULLBACK_04_08UTC,-1,2015-04-13 08:00:00+00:00,2015-04-14 20:00:00+00:00,0.25,-1.0000000000000049,257,14.617023083299113,strong_or_audusd_protected,1.0,False,5846.8092333196455,0.75,1.0
GBPUSD,GBPUSD_SWING_RETEST,H4_BREAKOUT_RETEST,-1,2015-04-13 08:00:00+00:00,2015-04-13 20:00:00+00:00,0.15,-0.9999999999999858,258,8.770213849979468,strong_or_audusd_protected,1.0,False,5846.8092333196455,1.0,1.15
AUDUSD,AUDUSD_TREND_PULLBACK,D1_H4_EMA_PULLBACK_04_08UTC,-1,2015-04-15 04:00:00+00:00,2015-04-16 00:00:00+00:00,0.25,-0.9999999999999871,259,14.562015523876301,strong_or_audusd_protected,1.0,False,5824.80620955052,0.0,0.25
GBPUSD,GBPUSD_SWING_RETEST,H4_BREAKOUT_RETEST,1,2015-05-12 20:00:00+00:00,2015-05-15 16:00:00+00:00,0.15,0.0,260,8.715366291039967,strong_or_audusd_protected,1.0,False,5810.244194026644,0.0,0.15
GBPUSD,GBPUSD_SWING_RETEST,H4_BREAKOUT_RETEST,1,2015-05-13 20:00:00+00:00,2015-05-19 00:00:00+00:00,0.15,-0.9999999999999938,261,8.715366291039967,strong_or_audusd_protected,1.0,False,5810.244194026644,0.15,0.3
EURUSD,EURUSD_SWING_CORE,H4_DONCHIAN_BREAKOUT,1,2015-05-14 12:00:00+00:00,2015-05-15 16:00:00+00:00,0.25,-1.000000000000009,262,14.525610485066611,strong_or_audusd_protected,1.0,False,5810.244194026644,0.3,0.55
USDJPY,USDJPY_SAFE_HAVEN_BREAKOUT,D1_H4_40BAR_BREAKOUT,1,2015-05-19 16:00:00+00:00,2015-05-22 08:00:00+00:00,0.25,0.7076764341986116,263,14.467508043126346,full_performance,1.0,False,5787.003217250538,0.0,0.25
GBPJPY,GBPJPY_SWING_CORE,H4_DONCHIAN_BREAKOUT,1,2015-05-21 12:00:00+00:00,2015-05-22 20:00:00+00:00,0.15,-1.0000000000000022,264,8.680504825875806,strong_or_audusd_protected,1.0,False,5787.003217250538,0.25,0.4
GBPUSD,GBPUSD_V10_PRECISION,GBPUSD_SWING_V5_PULLBACK_ADDON,1,2015-05-21 12:00:00+00:00,2015-05-22 16:00:00+00:00,0.4,-0.9999999999999984,265,23.148012869002155,strong_or_audusd_protected,1.0,False,5787.003217250538,0.4,0.8
GBPJPY,GBPJPY_SWING_CORE,H4_DONCHIAN_BREAKOUT,1,2015-05-21 16:00:00+00:00,2015-05-22 12:00:00+00:00,0.15,-1.0000000000000182,266,8.680504825875806,strong_or_audusd_protected,1.0,False,5787.003217250538,0.8,0.9500000000000001
USDJPY,USDJPY_SAFE_HAVEN_BREAKOUT,D1_H4_40BAR_BREAKOUT,1,2015-05-22 16:00:00+00:00,2015-05-26 16:00:00+00:00,0.25,3.0,267,14.413532535148398,full_performance,1.0,False,5765.41301405936,0.15,0.4
USDJPY,USDJPY_SAFE_HAVEN_BREAKOUT,D1_H4_40BAR_BREAKOUT,1,2015-05-26 16:00:00+00:00,2015-06-01 20:00:00+00:00,0.25,3.0,268,14.499932767097324,full_performance,1.0,False,5799.973106838929,0.0,0.25
USDJPY,USDJPY_SAFE_HAVEN_BREAKOUT,D1_H4_40BAR_BREAKOUT,1,2015-06-01 20:00:00+00:00,2015-06-02 20:00:00+00:00,0.25,-0.9999999999999958,269,14.608682262850552,full_performance,1.0,False,5843.472905140221,0.0,0.25
EURUSD,EURUSD_SWING_CORE,H4_DONCHIAN_BREAKOUT,1,2015-06-03 20:00:00+00:00,2015-06-04 20:00:00+00:00,0.25,0.0,270,14.572160557193426,strong_or_audusd_protected,1.0,False,5828.864222877371,0.0,0.25
EURUSD,EURUSD_SWING_CORE,H4_DONCHIAN_BREAKOUT,1,2015-06-04 12:00:00+00:00,2015-06-04 20:00:00+00:00,0.25,-0.999999999999992,271,14.572160557193426,strong_or_audusd_protected,1.0,False,5828.864222877371,0.25,0.5
USDJPY,USDJPY_SAFE_HAVEN_BREAKOUT,D1_H4_40BAR_BREAKOUT,1,2015-06-05 16:00:00+00:00,2015-06-08 12:00:00+00:00,0.25,-1.0000000000000044,272,14.535730155800444,full_performance,1.0,False,5814.292062320177,0.0,0.25
GBPUSD,GBPUSD_V10_PRECISION,PRIMARY_16UTC_BREAKOUT,1,2015-06-10 16:00:00+00:00,2015-06-15 16:00:00+00:00,0.2,0.0,273,11.599512664328754,strong_or_audusd_protected,1.0,False,5799.7563321643765,0.0,0.2
GBPUSD,GBPUSD_SWING_RETEST,H4_BREAKOUT_RETEST,1,2015-06-16 08:00:00+00:00,2015-06-16 16:00:00+00:00,0.15,-1.000000000000013,274,8.699634498246564,strong_or_audusd_protected,1.0,False,5799.7563321643765,0.0,0.15
GBPUSD,GBPUSD_V10_PRECISION,SECONDARY_12UTC_BREAKOUT,1,2015-06-18 12:00:00+00:00,2015-06-22 16:00:00+00:00,0.4,-0.9999999999999879,275,23.16422679066452,strong_or_audusd_protected,1.0,False,5791.05669766613,0.0,0.4
GBPUSD,GBPUSD_SWING_RETEST,H4_BREAKOUT_RETEST,1,2015-06-19 16:00:00+00:00,2015-06-23 08:00:00+00:00,0.15,-1.0000000000000109,276,8.686585046499196,strong_or_audusd_protected,1.0,False,5791.05669766613,0.4,0.55
AUDUSD,AUDUSD_TREND_PULLBACK,D1_H4_EMA_PULLBACK_04_08UTC,-1,2015-06-30 04:00:00+00:00,2015-06-30 20:00:00+00:00,0.25,-1.000000000000014,277,14.398014714572417,strong_or_audusd_protected,1.0,False,5759.2058858289665,0.0,0.25
AUDUSD,AUDUSD_TREND_PULLBACK,D1_H4_EMA_PULLBACK_04_08UTC,-1,2015-07-03 08:00:00+00:00,2015-07-06 04:00:00+00:00,0.25,2.0,278,14.362019677785984,strong_or_audusd_protected,1.0,False,5744.8078711143935,0.0,0.25
USDJPY,USDJPY_SAFE_HAVEN_BREAKOUT,D1_H4_40BAR_BREAKOUT,1,2015-07-13 12:00:00+00:00,2015-07-20 12:00:00+00:00,0.25,1.2269297585452934,279,14.433829776174914,full_performance,1.0,False,5773.531910469966,0.0,0.25
GBPJPY,GBPJPY_SWING_CORE,H4_DONCHIAN_BREAKOUT,1,2015-07-15 04:00:00+00:00,2015-07-17 20:00:00+00:00,0.15,0.0,280,8.660297865704948,strong_or_audusd_protected,1.0,False,5773.531910469966,0.25,0.4
GBPJPY,GBPJPY_SWING_CORE,H4_DONCHIAN_BREAKOUT,1,2015-07-15 08:00:00+00:00,2015-07-17 20:00:00+00:00,0.15,0.0,281,8.660297865704948,strong_or_audusd_protected,1.0,False,5773.531910469966,0.4,0.55
GBPJPY,GBPJPY_SWING_CORE,H4_DONCHIAN_BREAKOUT,1,2015-07-15 12:00:00+00:00,2015-07-17 16:00:00+00:00,0.15,0.0,282,8.660297865704948,strong_or_audusd_protected,1.0,False,5773.531910469966,0.55,0.7000000000000001
USDJPY,USDJPY_SAFE_HAVEN_BREAKOUT,D1_H4_40BAR_BREAKOUT,1,2015-07-20 12:00:00+00:00,2015-07-21 20:00:00+00:00,0.25,-0.9999999999999877,283,14.478103014380329,full_performance,1.0,False,5791.2412057521315,0.0,0.25
AUDUSD,AUDUSD_TREND_PULLBACK,D1_H4_EMA_PULLBACK_04_08UTC,-1,2015-07-21 08:00:00+00:00,2015-07-21 20:00:00+00:00,0.25,-1.0000000000000135,284,14.478103014380329,strong_or_audusd_protected,1.0,False,5791.2412057521315,0.25,0.5
AUDUSD,AUDUSD_TREND_PULLBACK,D1_H4_EMA_PULLBACK_04_08UTC,-1,2015-07-23 04:00:00+00:00,2015-07-23 12:00:00+00:00,0.25,-1.0000000000000144,285,14.405712499308427,strong_or_audusd_protected,1.0,False,5762.284999723371,0.0,0.25
USDJPY,USDJPY_SAFE_HAVEN_BREAKOUT,D1_H4_40BAR_BREAKOUT,1,2015-07-30 16:00:00+00:00,2015-07-31 04:00:00+00:00,0.25,-0.9999999999999941,286,14.369698218060154,full_performance,1.0,False,5747.879287224062,0.0,0.25
AUDUSD,AUDUSD_TREND_PULLBACK,D1_H4_EMA_PULLBACK_04_08UTC,-1,2015-08-04 04:00:00+00:00,2015-08-04 08:00:00+00:00,0.25,-0.9999999999999988,287,14.333773972515004,strong_or_audusd_protected,1.0,False,5733.509589006002,0.0,0.25
USDJPY,USDJPY_SAFE_HAVEN_BREAKOUT,D1_H4_40BAR_BREAKOUT,1,2015-08-05 20:00:00+00:00,2015-08-07 16:00:00+00:00,0.25,-1.0000000000000115,288,14.297939537583717,full_performance,1.0,False,5719.175815033487,0.0,0.25
USDJPY,USDJPY_SAFE_HAVEN_BREAKOUT,D1_H4_40BAR_BREAKOUT,1,2015-08-07 16:00:00+00:00,2015-08-07 20:00:00+00:00,0.15,-1.0000000000000018,289,8.557316813243855,reduced_performance,0.6,False,5704.877875495903,0.0,0.15
AUDUSD,AUDUSD_TREND_PULLBACK,D1_H4_EMA_PULLBACK_04_08UTC,-1,2015-08-19 08:00:00+00:00,2015-08-19 12:00:00+00:00,0.25,-1.00000000000001,290,14.240801396706647,strong_or_audusd_protected,1.0,False,5696.320558682659,0.0,0.25
GBPUSD,GBPUSD_V10_PRECISION,GBPUSD_SWING_V5_PULLBACK_ADDON,1,2015-08-20 16:00:00+00:00,2015-08-21 16:00:00+00:00,0.4,0.0,291,22.728319029143808,strong_or_audusd_protected,1.0,False,5682.079757285952,0.0,0.4
AUDUSD,AUDUSD_TREND_PULLBACK,D1_H4_EMA_PULLBACK_04_08UTC,-1,2015-08-31 04:00:00+00:00,2015-09-01 08:00:00+00:00,0.25,-0.0,292,14.20519939321488,strong_or_audusd_protected,1.0,False,5682.079757285952,0.0,0.25
GBPUSD,GBPUSD_SWING_RETEST,H4_BREAKOUT_RETEST,-1,2015-09-03 20:00:00+00:00,2015-09-07 12:00:00+00:00,0.15,0.09709361364860827,293,8.523119635928929,strong_or_audusd_protected,1.0,False,5682.079757285952,0.0,0.15
GBPUSD,GBPUSD_SWING_RETEST,H4_BREAKOUT_RETEST,-1,2015-09-05 00:00:00+00:00,2015-09-07 12:00:00+00:00,0.15,-1.0000000000000056,294,8.523119635928929,strong_or_audusd_protected,1.0,False,5682.079757285952,0.15,0.3
AUDUSD,AUDUSD_TREND_PULLBACK,D1_H4_EMA_PULLBACK_04_08UTC,-1,2015-09-10 04:00:00+00:00,2015-09-10 08:00:00+00:00,0.25,-1.0000000000000013,295,14.185960445337587,strong_or_audusd_protected,1.0,False,5674.384178135035,0.0,0.25
EURUSD,EURUSD_SWING_CORE,H4_DONCHIAN_BREAKOUT,1,2015-09-18 12:00:00+00:00,2015-09-18 20:00:00+00:00,0.25,-1.000000000000006,296,14.150495544224244,strong_or_audusd_protected,1.0,False,5660.198217689697,0.0,0.25
GBPJPY,GBPJPY_SWING_CORE,H4_DONCHIAN_BREAKOUT,-1,2015-09-23 08:00:00+00:00,2015-09-25 12:00:00+00:00,0.15,-0.0,297,8.46907158321821,strong_or_audusd_protected,1.0,False,5646.047722145473,0.0,0.15
GBPJPY,GBPJPY_SWING_CORE,H4_DONCHIAN_BREAKOUT,-1,2015-09-23 16:00:00+00:00,2015-09-25 12:00:00+00:00,0.15,-0.0,298,8.46907158321821,strong_or_audusd_protected,1.0,False,5646.047722145473,0.15,0.3
GBPUSD,GBPUSD_V10_PRECISION,PRIMARY_16UTC_BREAKOUT,-1,2015-09-23 16:00:00+00:00,2015-10-02 16:00:00+00:00,0.5,0.47361485906109047,299,28.230238610727366,strong_or_audusd_protected,1.0,False,5646.047722145473,0.3,0.8
AUDUSD,AUDUSD_TREND_PULLBACK,D1_H4_EMA_PULLBACK_04_08UTC,-1,2015-09-28 08:00:00+00:00,2015-09-29 12:00:00+00:00,0.25,2.0,300,14.115119305363683,strong_or_audusd_protected,1.0,False,5646.047722145473,0.5,0.75
GBPUSD,GBPUSD_SWING_RETEST,H4_BREAKOUT_RETEST,-1,2015-09-29 00:00:00+00:00,2015-10-05 12:00:00+00:00,0.15,-0.9999999999999838,301,8.46907158321821,strong_or_audusd_protected,1.0,False,5646.047722145473,0.75,0.9
USDJPY,USDJPY_SAFE_HAVEN_BREAKOUT,D1_H4_40BAR_BREAKOUT,-1,2015-10-02 16:00:00+00:00,2015-10-02 20:00:00+00:00,0.0875,-1.0000000000000098,302,4.976692193582446,recovery_probe,0.35,True,5687.648221237081,0.15,0.2375
EURUSD,EURUSD_SWING_CORE,H4_DONCHIAN_BREAKOUT,1,2015-10-09 16:00:00+00:00,2015-10-15 16:00:00+00:00,0.25,0.4986215524280225,303,14.1855061436507,strong_or_audusd_protected,1.0,False,5674.20245746028,0.0,0.25
EURUSD,EURUSD_SWING_CORE,H4_DONCHIAN_BREAKOUT,1,2015-10-09 20:00:00+00:00,2015-10-15 16:00:00+00:00,0.25,0.2877052391030375,304,14.1855061436507,strong_or_audusd_protected,1.0,False,5674.20245746028,0.25,0.5
GBPUSD,GBPUSD_SWING_RETEST,H4_BREAKOUT_RETEST,-1,2015-10-28 08:00:00+00:00,2015-10-28 20:00:00+00:00,0.15,-0.9999999999999925,305,8.528035351488692,strong_or_audusd_protected,1.0,False,5685.356900992461,0.0,0.15
GBPUSD,GBPUSD_SWING_RETEST,H4_BREAKOUT_RETEST,-1,2015-10-29 08:00:00+00:00,2015-10-29 20:00:00+00:00,0.15,-0.9999999999999979,306,8.515243298461458,strong_or_audusd_protected,1.0,False,5676.828865640972,0.0,0.15
GBPUSD,GBPUSD_V10_PRECISION,PRIMARY_16UTC_BREAKOUT,-1,2015-11-06 16:00:00+00:00,2015-11-09 16:00:00+00:00,0.5,-1.0000000000000178,307,28.341568111712554,strong_or_audusd_protected,1.0,False,5668.313622342511,0.0,0.5
GBPUSD,GBPUSD_V10_PRECISION,PRIMARY_16UTC_BREAKOUT,-1,2015-11-24 16:00:00+00:00,2015-11-26 00:00:00+00:00,0.5,-1.0000000000000098,308,28.199860271153987,strong_or_audusd_protected,1.0,False,5639.972054230798,0.0,0.5
GBPUSD,GBPUSD_SWING_RETEST,H4_BREAKOUT_RETEST,-1,2015-11-25 12:00:00+00:00,2015-11-25 20:00:00+00:00,0.15,-0.9999999999999913,309,8.459958081346196,strong_or_audusd_protected,1.0,False,5639.972054230798,0.5,0.65
GBPUSD,GBPUSD_SWING_RETEST,H4_BREAKOUT_RETEST,-1,2015-11-28 00:00:00+00:00,2015-12-01 04:00:00+00:00,0.15,-0.9999999999999982,310,8.404968353817445,strong_or_audusd_protected,1.0,False,5603.312235878297,0.0,0.15
AUDUSD,AUDUSD_TREND_PULLBACK,D1_H4_EMA_PULLBACK_04_08UTC,1,2015-12-01 04:00:00+00:00,2015-12-01 20:00:00+00:00,0.25,2.0,311,13.987268168811196,strong_or_audusd_protected,1.0,False,5594.907267524479,0.0,0.25
GBPUSD,GBPUSD_V10_PRECISION,GBPUSD_SWING_V5_PULLBACK_ADDON,-1,2015-12-02 16:00:00+00:00,2015-12-03 16:00:00+00:00,0.4,-0.0,312,22.491527215448404,strong_or_audusd_protected,1.0,False,5622.881803862101,0.0,0.4
USDJPY,USDJPY_SAFE_HAVEN_BREAKOUT,D1_H4_40BAR_BREAKOUT,1,2015-12-02 16:00:00+00:00,2015-12-03 16:00:00+00:00,0.0875,-1.000000000000021,313,4.9200215783793375,recovery_probe,0.35,True,5622.881803862101,0.4,0.48750000000000004
GBPUSD,GBPUSD_SWING_RETEST,H4_BREAKOUT_RETEST,-1,2015-12-17 16:00:00+00:00,2015-12-23 16:00:00+00:00,0.15,0.3075580332431652,314,8.426942673425582,strong_or_audusd_protected,1.0,False,5617.961782283722,0.0,0.15
GBPUSD,GBPUSD_SWING_RETEST,H4_BREAKOUT_RETEST,-1,2015-12-18 16:00:00+00:00,2015-12-23 16:00:00+00:00,0.15,-0.0,315,8.426942673425582,strong_or_audusd_protected,1.0,False,5617.961782283722,0.15,0.3
GBPJPY,GBPJPY_SWING_CORE,H4_DONCHIAN_BREAKOUT,-1,2015-12-21 20:00:00+00:00,2015-12-29 00:00:00+00:00,0.15,1.2392957982746011,316,8.426942673425582,strong_or_audusd_protected,1.0,False,5617.961782283722,0.3,0.44999999999999996
GBPJPY,GBPJPY_SWING_CORE,H4_DONCHIAN_BREAKOUT,-1,2015-12-22 16:00:00+00:00,2015-12-24 16:00:00+00:00,0.15,-0.0,317,8.426942673425582,strong_or_audusd_protected,1.0,False,5617.961782283722,0.44999999999999996,0.6
GBPJPY,GBPJPY_SWING_CORE,H4_DONCHIAN_BREAKOUT,-1,2015-12-22 20:00:00+00:00,2015-12-23 16:00:00+00:00,0.15,-0.9999999999999979,318,8.426942673425582,strong_or_audusd_protected,1.0,False,5617.961782283722,0.6,0.75
AUDUSD,AUDUSD_TREND_PULLBACK,D1_H4_EMA_PULLBACK_04_08UTC,1,2015-12-29 04:00:00+00:00,2015-12-31 08:00:00+00:00,0.25,2.0,319,14.056425220431663,strong_or_audusd_protected,1.0,False,5622.570088172665,0.0,0.25
GBPJPY,GBPJPY_SWING_CORE,H4_DONCHIAN_BREAKOUT,-1,2015-12-29 16:00:00+00:00,2015-12-30 20:00:00+00:00,0.15,-1.0000000000000107,320,8.433855132258998,strong_or_audusd_protected,1.0,False,5622.570088172665,0.25,0.4
GBPJPY,GBPJPY_SWING_CORE,H4_DONCHIAN_BREAKOUT,-1,2015-12-31 20:00:00+00:00,2016-01-04 12:00:00+00:00,0.15,3.0,321,8.463373625221905,strong_or_audusd_protected,1.0,False,5642.24908348127,0.0,0.15
GBPUSD,GBPUSD_SWING_RETEST,H4_BREAKOUT_RETEST,-1,2016-01-04 20:00:00+00:00,2016-01-08 08:00:00+00:00,0.15,0.8524174494941099,322,8.501458806535403,strong_or_audusd_protected,1.0,False,5667.639204356936,0.0,0.15
EURUSD,EURUSD_SWING_CORE,H4_DONCHIAN_BREAKOUT,-1,2016-01-05 12:00:00+00:00,2016-01-07 00:00:00+00:00,0.25,-0.0,323,14.16909801089234,strong_or_audusd_protected,1.0,False,5667.639204356936,0.15,0.4
EURUSD,EURUSD_SWING_CORE,H4_DONCHIAN_BREAKOUT,-1,2016-01-05 16:00:00+00:00,2016-01-07 00:00:00+00:00,0.25,-0.9999999999999888,324,14.16909801089234,strong_or_audusd_protected,1.0,False,5667.639204356936,0.4,0.65
GBPUSD,GBPUSD_SWING_RETEST,H4_BREAKOUT_RETEST,-1,2016-01-08 16:00:00+00:00,2016-01-11 12:00:00+00:00,0.15,-0.0,325,8.491075347268334,strong_or_audusd_protected,1.0,False,5660.716898178889,0.0,0.15
GBPUSD,GBPUSD_SWING_RETEST,H4_BREAKOUT_RETEST,-1,2016-01-12 08:00:00+00:00,2016-01-15 20:00:00+00:00,0.15,4.0,326,8.491075347268334,strong_or_audusd_protected,1.0,False,5660.716898178889,0.0,0.15
GBPUSD,GBPUSD_V10_PRECISION,SECONDARY_12UTC_BREAKOUT,-1,2016-01-12 12:00:00+00:00,2016-01-15 20:00:00+00:00,0.4,3.0,327,22.642867592715557,strong_or_audusd_protected,1.0,False,5660.716898178889,0.15,0.55
AUDUSD,AUDUSD_TREND_PULLBACK,D1_H4_EMA_PULLBACK_04_08UTC,-1,2016-01-15 08:00:00+00:00,2016-01-15 20:00:00+00:00,0.25,2.0,328,14.151792245447222,strong_or_audusd_protected,1.0,False,5660.716898178889,0.55,0.8
GBPJPY,GBPJPY_SWING_CORE,H4_DONCHIAN_BREAKOUT,-1,2016-01-15 12:00:00+00:00,2016-01-19 12:00:00+00:00,0.15,-0.0,329,8.491075347268334,strong_or_audusd_protected,1.0,False,5660.716898178889,0.8,0.9500000000000001
GBPJPY,GBPJPY_SWING_CORE,H4_DONCHIAN_BREAKOUT,-1,2016-01-15 16:00:00+00:00,2016-01-18 12:00:00+00:00,0.15,-0.0,330,8.491075347268334,strong_or_audusd_protected,1.0,False,5660.716898178889,0.9500000000000001,1.1
GBPUSD,GBPUSD_SWING_RETEST,H4_BREAKOUT_RETEST,-1,2016-01-18 20:00:00+00:00,2016-01-19 12:00:00+00:00,0.15,-0.9999999999999868,331,8.686370080255505,strong_or_audusd_protected,1.0,False,5790.913386837004,0.15,0.3
