symbol,engine,setup,side,entry_time,exit_time,risk_percent,r_multiple
GBPUSD,GBPUSD_SWING_RETEST,H4_BREAKOUT_RETEST,-1,2015-03-12 16:00:00+00:00,2015-03-16 20:00:00+00:00,0.15,1.463155250376586
GBPUSD,GBPUSD_SWING_RETEST,H4_BREAKOUT_RETEST,-1,2015-03-13 08:00:00+00:00,2015-03-16 20:00:00+00:00,0.15,0.4541622068905043
GBPUSD,GBPUSD_V10_PRECISION,PRIMARY_16UTC_BREAKOUT,-1,2015-03-13 16:00:00+00:00,2015-03-16 16:00:00+00:00,0.5,-1.0000000000000142
GBPUSD,GBPUSD_SWING_RETEST,H4_BREAKOUT_RETEST,-1,2015-03-17 00:00:00+00:00,2015-03-19 00:00:00+00:00,0.15,0.7172586794965314
GBPUSD,GBPUSD_V10_PRECISION,GBPUSD_SWING_V5_PULLBACK_ADDON,-1,2015-03-20 12:00:00+00:00,2015-03-20 16:00:00+00:00,0.4,-0.9999999999999986
EURUSD,EURUSD_SWING_CORE,H4_DONCHIAN_BREAKOUT,-1,2015-04-09 20:00:00+00:00,2015-04-14 20:00:00+00:00,0.25,0.09446195872949648
USDJPY,USDJPY_SAFE_HAVEN_BREAKOUT,D1_H4_40BAR_BREAKOUT,1,2015-04-10 00:00:00+00:00,2015-04-10 20:00:00+00:00,0.25,-0.9999999999999988
EURUSD,EURUSD_SWING_CORE,H4_DONCHIAN_BREAKOUT,-1,2015-04-10 12:00:00+00:00,2015-04-13 20:00:00+00:00,0.25,-0.0
EURUSD,EURUSD_SWING_CORE,H4_DONCHIAN_BREAKOUT,-1,2015-04-10 16:00:00+00:00,2015-04-13 20:00:00+00:00,0.25,-0.0
EURUSD,EURUSD_SWING_RETEST,H1_BREAKOUT_RETEST,-1,2015-04-11 00:00:00+00:00,2015-04-13 16:00:00+00:00,0.1,1.4579175674036422
AUDUSD,AUDUSD_TREND_PULLBACK,D1_H4_EMA_PULLBACK_04_08UTC,-1,2015-04-13 08:00:00+00:00,2015-04-14 20:00:00+00:00,0.25,-1.0000000000000049
GBPUSD,GBPUSD_SWING_RETEST,H4_BREAKOUT_RETEST,-1,2015-04-13 08:00:00+00:00,2015-04-13 20:00:00+00:00,0.15,-0.9999999999999858
USDJPY,USDJPY_SAFE_HAVEN_BREAKOUT,D1_H4_40BAR_BREAKOUT,1,2015-04-13 12:00:00+00:00,2015-04-13 16:00:00+00:00,0.25,-0.9999999999999966
AUDUSD,AUDUSD_TREND_PULLBACK,D1_H4_EMA_PULLBACK_04_08UTC,-1,2015-04-14 08:00:00+00:00,2015-04-14 20:00:00+00:00,0.25,-0.9999999999999907
AUDUSD,AUDUSD_TREND_PULLBACK,D1_H4_EMA_PULLBACK_04_08UTC,-1,2015-04-15 04:00:00+00:00,2015-04-16 00:00:00+00:00,0.25,-0.9999999999999871
GBPUSD,GBPUSD_SWING_RETEST,H4_BREAKOUT_RETEST,1,2015-05-12 20:00:00+00:00,2015-05-15 16:00:00+00:00,0.15,0.0
GBPUSD,GBPUSD_SWING_RETEST,H4_BREAKOUT_RETEST,1,2015-05-13 20:00:00+00:00,2015-05-19 00:00:00+00:00,0.15,-0.9999999999999938
EURUSD,EURUSD_SWING_CORE,H4_DONCHIAN_BREAKOUT,1,2015-05-14 12:00:00+00:00,2015-05-15 16:00:00+00:00,0.25,-1.000000000000009
USDJPY,USDJPY_SAFE_HAVEN_BREAKOUT,D1_H4_40BAR_BREAKOUT,1,2015-05-19 16:00:00+00:00,2015-05-22 08:00:00+00:00,0.25,0.7076764341986116
USDJPY,USDJPY_SAFE_HAVEN_BREAKOUT,D1_H4_40BAR_BREAKOUT,1,2015-05-19 20:00:00+00:00,2015-05-22 08:00:00+00:00,0.25,0.31697559075982695
USDJPY,USDJPY_SAFE_HAVEN_BREAKOUT,D1_H4_40BAR_BREAKOUT,1,2015-05-20 04:00:00+00:00,2015-05-21 12:00:00+00:00,0.25,0.0
USDJPY,USDJPY_SAFE_HAVEN_BREAKOUT,D1_H4_40BAR_BREAKOUT,1,2015-05-20 08:00:00+00:00,2015-05-21 00:00:00+00:00,0.25,0.0
USDJPY,USDJPY_SAFE_HAVEN_BREAKOUT,D1_H4_40BAR_BREAKOUT,1,2015-05-20 20:00:00+00:00,2015-05-22 08:00:00+00:00,0.25,-0.999999999999996
GBPJPY,GBPJPY_SWING_CORE,H4_DONCHIAN_BREAKOUT,1,2015-05-21 12:00:00+00:00,2015-05-22 20:00:00+00:00,0.15,-1.0000000000000022
GBPUSD,GBPUSD_V10_PRECISION,GBPUSD_SWING_V5_PULLBACK_ADDON,1,2015-05-21 12:00:00+00:00,2015-05-22 16:00:00+00:00,0.4,-0.9999999999999984
GBPJPY,GBPJPY_SWING_CORE,H4_DONCHIAN_BREAKOUT,1,2015-05-21 16:00:00+00:00,2015-05-22 12:00:00+00:00,0.15,-1.0000000000000182
USDJPY,USDJPY_SAFE_HAVEN_BREAKOUT,D1_H4_40BAR_BREAKOUT,1,2015-05-22 16:00:00+00:00,2015-05-26 16:00:00+00:00,0.25,3.0
USDJPY,USDJPY_SAFE_HAVEN_BREAKOUT,D1_H4_40BAR_BREAKOUT,1,2015-05-25 04:00:00+00:00,2015-05-26 16:00:00+00:00,0.25,3.0
USDJPY,USDJPY_SAFE_HAVEN_BREAKOUT,D1_H4_40BAR_BREAKOUT,1,2015-05-26 08:00:00+00:00,2015-05-26 16:00:00+00:00,0.25,3.0
USDJPY,USDJPY_SAFE_HAVEN_BREAKOUT,D1_H4_40BAR_BREAKOUT,1,2015-05-26 12:00:00+00:00,2015-05-27 12:00:00+00:00,0.25,0.0
USDJPY,USDJPY_SAFE_HAVEN_BREAKOUT,D1_H4_40BAR_BREAKOUT,1,2015-05-26 16:00:00+00:00,2015-06-01 20:00:00+00:00,0.25,3.0
USDJPY,USDJPY_SAFE_HAVEN_BREAKOUT,D1_H4_40BAR_BREAKOUT,1,2015-05-27 16:00:00+00:00,2015-05-28 12:00:00+00:00,0.25,0.0
USDJPY,USDJPY_SAFE_HAVEN_BREAKOUT,D1_H4_40BAR_BREAKOUT,1,2015-05-27 20:00:00+00:00,2015-05-29 00:00:00+00:00,0.25,0.0
USDJPY,USDJPY_SAFE_HAVEN_BREAKOUT,D1_H4_40BAR_BREAKOUT,1,2015-06-01 20:00:00+00:00,2015-06-02 20:00:00+00:00,0.25,-0.9999999999999958
EURUSD,EURUSD_SWING_CORE,H4_DONCHIAN_BREAKOUT,1,2015-06-03 20:00:00+00:00,2015-06-04 20:00:00+00:00,0.25,0.0
EURUSD,EURUSD_SWING_CORE,H4_DONCHIAN_BREAKOUT,1,2015-06-04 12:00:00+00:00,2015-06-04 20:00:00+00:00,0.25,-0.999999999999992
USDJPY,USDJPY_SAFE_HAVEN_BREAKOUT,D1_H4_40BAR_BREAKOUT,1,2015-06-05 16:00:00+00:00,2015-06-08 12:00:00+00:00,0.25,-1.0000000000000044
GBPUSD,GBPUSD_V10_PRECISION,PRIMARY_16UTC_BREAKOUT,1,2015-06-10 16:00:00+00:00,2015-06-15 16:00:00+00:00,0.2,0.0
GBPUSD,GBPUSD_SWING_RETEST,H4_BREAKOUT_RETEST,1,2015-06-16 08:00:00+00:00,2015-06-16 16:00:00+00:00,0.15,-1.000000000000013
GBPUSD,GBPUSD_V10_PRECISION,SECONDARY_12UTC_BREAKOUT,1,2015-06-18 12:00:00+00:00,2015-06-22 16:00:00+00:00,0.4,-0.9999999999999879
GBPUSD,GBPUSD_SWING_RETEST,H4_BREAKOUT_RETEST,1,2015-06-19 16:00:00+00:00,2015-06-23 08:00:00+00:00,0.15,-1.0000000000000109
AUDUSD,AUDUSD_TREND_PULLBACK,D1_H4_EMA_PULLBACK_04_08UTC,-1,2015-06-30 04:00:00+00:00,2015-06-30 20:00:00+00:00,0.25,-1.000000000000014
AUDUSD,AUDUSD_TREND_PULLBACK,D1_H4_EMA_PULLBACK_04_08UTC,-1,2015-07-03 08:00:00+00:00,2015-07-06 04:00:00+00:00,0.25,2.0
USDJPY,USDJPY_SAFE_HAVEN_BREAKOUT,D1_H4_40BAR_BREAKOUT,1,2015-07-13 12:00:00+00:00,2015-07-20 12:00:00+00:00,0.25,1.2269297585452934
USDJPY,USDJPY_SAFE_HAVEN_BREAKOUT,D1_H4_40BAR_BREAKOUT,1,2015-07-14 04:00:00+00:00,2015-07-14 16:00:00+00:00,0.25,-1.0000000000000062
GBPJPY,GBPJPY_SWING_CORE,H4_DONCHIAN_BREAKOUT,1,2015-07-15 04:00:00+00:00,2015-07-17 20:00:00+00:00,0.15,0.0
GBPJPY,GBPJPY_SWING_CORE,H4_DONCHIAN_BREAKOUT,1,2015-07-15 08:00:00+00:00,2015-07-17 20:00:00+00:00,0.15,0.0
GBPJPY,GBPJPY_SWING_CORE,H4_DONCHIAN_BREAKOUT,1,2015-07-15 12:00:00+00:00,2015-07-17 16:00:00+00:00,0.15,0.0
USDJPY,USDJPY_SAFE_HAVEN_BREAKOUT,D1_H4_40BAR_BREAKOUT,1,2015-07-15 16:00:00+00:00,2015-07-21 20:00:00+00:00,0.25,0.5557764447358695
USDJPY,USDJPY_SAFE_HAVEN_BREAKOUT,D1_H4_40BAR_BREAKOUT,1,2015-07-15 20:00:00+00:00,2015-07-21 20:00:00+00:00,0.25,0.30233546458424837
USDJPY,USDJPY_SAFE_HAVEN_BREAKOUT,D1_H4_40BAR_BREAKOUT,1,2015-07-16 16:00:00+00:00,2015-07-22 08:00:00+00:00,0.25,-1.000000000000015
USDJPY,USDJPY_SAFE_HAVEN_BREAKOUT,D1_H4_40BAR_BREAKOUT,1,2015-07-17 04:00:00+00:00,2015-07-21 20:00:00+00:00,0.25,-0.9999999999999948
USDJPY,USDJPY_SAFE_HAVEN_BREAKOUT,D1_H4_40BAR_BREAKOUT,1,2015-07-20 12:00:00+00:00,2015-07-21 20:00:00+00:00,0.25,-0.9999999999999877
AUDUSD,AUDUSD_TREND_PULLBACK,D1_H4_EMA_PULLBACK_04_08UTC,-1,2015-07-21 08:00:00+00:00,2015-07-21 20:00:00+00:00,0.25,-1.0000000000000135
USDJPY,USDJPY_SAFE_HAVEN_BREAKOUT,D1_H4_40BAR_BREAKOUT,1,2015-07-21 08:00:00+00:00,2015-07-21 20:00:00+00:00,0.25,-0.9999999999999934
AUDUSD,AUDUSD_TREND_PULLBACK,D1_H4_EMA_PULLBACK_04_08UTC,-1,2015-07-23 04:00:00+00:00,2015-07-23 12:00:00+00:00,0.25,-1.0000000000000144
USDJPY,USDJPY_SAFE_HAVEN_BREAKOUT,D1_H4_40BAR_BREAKOUT,1,2015-07-30 16:00:00+00:00,2015-07-31 04:00:00+00:00,0.25,-0.9999999999999941
AUDUSD,AUDUSD_TREND_PULLBACK,D1_H4_EMA_PULLBACK_04_08UTC,-1,2015-08-04 04:00:00+00:00,2015-08-04 08:00:00+00:00,0.25,-0.9999999999999988
USDJPY,USDJPY_SAFE_HAVEN_BREAKOUT,D1_H4_40BAR_BREAKOUT,1,2015-08-05 20:00:00+00:00,2015-08-07 16:00:00+00:00,0.25,-1.0000000000000115
USDJPY,USDJPY_SAFE_HAVEN_BREAKOUT,D1_H4_40BAR_BREAKOUT,1,2015-08-07 16:00:00+00:00,2015-08-07 20:00:00+00:00,0.25,-1.0000000000000018
USDJPY,USDJPY_SAFE_HAVEN_BREAKOUT,D1_H4_40BAR_BREAKOUT,1,2015-08-11 20:00:00+00:00,2015-08-12 12:00:00+00:00,0.25,-0.9999999999999829
AUDUSD,AUDUSD_TREND_PULLBACK,D1_H4_EMA_PULLBACK_04_08UTC,-1,2015-08-19 08:00:00+00:00,2015-08-19 12:00:00+00:00,0.25,-1.00000000000001
GBPUSD,GBPUSD_V10_PRECISION,GBPUSD_SWING_V5_PULLBACK_ADDON,1,2015-08-20 16:00:00+00:00,2015-08-21 16:00:00+00:00,0.4,0.0
AUDUSD,AUDUSD_TREND_PULLBACK,D1_H4_EMA_PULLBACK_04_08UTC,-1,2015-08-31 04:00:00+00:00,2015-09-01 08:00:00+00:00,0.25,-0.0
GBPUSD,GBPUSD_SWING_RETEST,H4_BREAKOUT_RETEST,-1,2015-09-03 20:00:00+00:00,2015-09-07 12:00:00+00:00,0.15,0.09709361364860827
GBPUSD,GBPUSD_SWING_RETEST,H4_BREAKOUT_RETEST,-1,2015-09-05 00:00:00+00:00,2015-09-07 12:00:00+00:00,0.15,-1.0000000000000056
AUDUSD,AUDUSD_TREND_PULLBACK,D1_H4_EMA_PULLBACK_04_08UTC,-1,2015-09-10 04:00:00+00:00,2015-09-10 08:00:00+00:00,0.25,-1.0000000000000013
EURUSD,EURUSD_SWING_CORE,H4_DONCHIAN_BREAKOUT,1,2015-09-18 12:00:00+00:00,2015-09-18 20:00:00+00:00,0.25,-1.000000000000006
USDJPY,USDJPY_SAFE_HAVEN_BREAKOUT,D1_H4_40BAR_BREAKOUT,-1,2015-09-18 12:00:00+00:00,2015-09-18 20:00:00+00:00,0.25,-1.0000000000000098
GBPJPY,GBPJPY_SWING_CORE,H4_DONCHIAN_BREAKOUT,-1,2015-09-23 08:00:00+00:00,2015-09-25 12:00:00+00:00,0.15,-0.0
GBPJPY,GBPJPY_SWING_CORE,H4_DONCHIAN_BREAKOUT,-1,2015-09-23 16:00:00+00:00,2015-09-25 12:00:00+00:00,0.15,-0.0
GBPUSD,GBPUSD_V10_PRECISION,PRIMARY_16UTC_BREAKOUT,-1,2015-09-23 16:00:00+00:00,2015-10-02 16:00:00+00:00,0.5,0.47361485906109047
GBPUSD,GBPUSD_SWING_RETEST,H4_BREAKOUT_RETEST,-1,2015-09-25 04:00:00+00:00,2015-09-28 12:00:00+00:00,0.15,-0.0
AUDUSD,AUDUSD_TREND_PULLBACK,D1_H4_EMA_PULLBACK_04_08UTC,-1,2015-09-28 08:00:00+00:00,2015-09-29 12:00:00+00:00,0.25,2.0
GBPUSD,GBPUSD_SWING_RETEST,H4_BREAKOUT_RETEST,-1,2015-09-29 00:00:00+00:00,2015-10-05 12:00:00+00:00,0.15,-0.9999999999999838
USDJPY,USDJPY_SAFE_HAVEN_BREAKOUT,D1_H4_40BAR_BREAKOUT,-1,2015-10-02 16:00:00+00:00,2015-10-02 20:00:00+00:00,0.25,-1.0000000000000098
EURUSD,EURUSD_SWING_CORE,H4_DONCHIAN_BREAKOUT,1,2015-10-09 16:00:00+00:00,2015-10-15 16:00:00+00:00,0.25,0.4986215524280225
EURUSD,EURUSD_SWING_CORE,H4_DONCHIAN_BREAKOUT,1,2015-10-09 20:00:00+00:00,2015-10-15 16:00:00+00:00,0.25,0.2877052391030375
USDJPY,USDJPY_SAFE_HAVEN_BREAKOUT,D1_H4_40BAR_BREAKOUT,-1,2015-10-13 16:00:00+00:00,2015-10-15 12:00:00+00:00,0.25,3.0
USDJPY,USDJPY_SAFE_HAVEN_BREAKOUT,D1_H4_40BAR_BREAKOUT,-1,2015-10-14 04:00:00+00:00,2015-10-15 12:00:00+00:00,0.25,3.0
USDJPY,USDJPY_SAFE_HAVEN_BREAKOUT,D1_H4_40BAR_BREAKOUT,-1,2015-10-14 12:00:00+00:00,2015-10-15 12:00:00+00:00,0.25,3.0
USDJPY,USDJPY_SAFE_HAVEN_BREAKOUT,D1_H4_40BAR_BREAKOUT,-1,2015-10-14 16:00:00+00:00,2015-10-15 12:00:00+00:00,0.25,3.0
USDJPY,USDJPY_SAFE_HAVEN_BREAKOUT,D1_H4_40BAR_BREAKOUT,-1,2015-10-14 20:00:00+00:00,2015-10-16 04:00:00+00:00,0.25,0.3121161460118131
USDJPY,USDJPY_SAFE_HAVEN_BREAKOUT,D1_H4_40BAR_BREAKOUT,-1,2015-10-15 00:00:00+00:00,2015-10-16 00:00:00+00:00,0.25,-0.0
USDJPY,USDJPY_SAFE_HAVEN_BREAKOUT,D1_H4_40BAR_BREAKOUT,-1,2015-10-15 12:00:00+00:00,2015-10-16 00:00:00+00:00,0.25,-1.0000000000000124
GBPUSD,GBPUSD_SWING_RETEST,H4_BREAKOUT_RETEST,-1,2015-10-28 08:00:00+00:00,2015-10-28 20:00:00+00:00,0.15,-0.9999999999999925
GBPUSD,GBPUSD_SWING_RETEST,H4_BREAKOUT_RETEST,-1,2015-10-29 08:00:00+00:00,2015-10-29 20:00:00+00:00,0.15,-0.9999999999999979
GBPUSD,GBPUSD_V10_PRECISION,PRIMARY_16UTC_BREAKOUT,-1,2015-11-06 16:00:00+00:00,2015-11-09 16:00:00+00:00,0.5,-1.0000000000000178
USDJPY,USDJPY_SAFE_HAVEN_BREAKOUT,D1_H4_40BAR_BREAKOUT,1,2015-11-09 04:00:00+00:00,2015-11-11 04:00:00+00:00,0.25,-0.9999999999999887
USDJPY,USDJPY_SAFE_HAVEN_BREAKOUT,D1_H4_40BAR_BREAKOUT,1,2015-11-09 12:00:00+00:00,2015-11-09 20:00:00+00:00,0.25,-1.0000000000000093
USDJPY,USDJPY_SAFE_HAVEN_BREAKOUT,D1_H4_40BAR_BREAKOUT,1,2015-11-19 00:00:00+00:00,2015-11-19 08:00:00+00:00,0.25,-1.0000000000000189
GBPUSD,GBPUSD_V10_PRECISION,PRIMARY_16UTC_BREAKOUT,-1,2015-11-24 16:00:00+00:00,2015-11-26 00:00:00+00:00,0.5,-1.0000000000000098
GBPUSD,GBPUSD_SWING_RETEST,H4_BREAKOUT_RETEST,-1,2015-11-25 12:00:00+00:00,2015-11-25 20:00:00+00:00,0.15,-0.9999999999999913
GBPUSD,GBPUSD_SWING_RETEST,H4_BREAKOUT_RETEST,-1,2015-11-28 00:00:00+00:00,2015-12-01 04:00:00+00:00,0.15,-0.9999999999999982
AUDUSD,AUDUSD_TREND_PULLBACK,D1_H4_EMA_PULLBACK_04_08UTC,1,2015-12-01 04:00:00+00:00,2015-12-01 20:00:00+00:00,0.25,2.0
GBPUSD,GBPUSD_V10_PRECISION,GBPUSD_SWING_V5_PULLBACK_ADDON,-1,2015-12-02 16:00:00+00:00,2015-12-03 16:00:00+00:00,0.4,-0.0
USDJPY,USDJPY_SAFE_HAVEN_BREAKOUT,D1_H4_40BAR_BREAKOUT,1,2015-12-02 16:00:00+00:00,2015-12-03 16:00:00+00:00,0.25,-1.000000000000021
USDJPY,USDJPY_SAFE_HAVEN_BREAKOUT,D1_H4_40BAR_BREAKOUT,1,2015-12-02 20:00:00+00:00,2015-12-03 00:00:00+00:00,0.25,-0.9999999999999889
GBPUSD,GBPUSD_SWING_RETEST,H4_BREAKOUT_RETEST,-1,2015-12-17 16:00:00+00:00,2015-12-23 16:00:00+00:00,0.15,0.3075580332431652
GBPUSD,GBPUSD_SWING_RETEST,H4_BREAKOUT_RETEST,-1,2015-12-18 16:00:00+00:00,2015-12-23 16:00:00+00:00,0.15,-0.0
GBPJPY,GBPJPY_SWING_CORE,H4_DONCHIAN_BREAKOUT,-1,2015-12-21 20:00:00+00:00,2015-12-29 00:00:00+00:00,0.15,1.2392957982746011
GBPJPY,GBPJPY_SWING_CORE,H4_DONCHIAN_BREAKOUT,-1,2015-12-22 16:00:00+00:00,2015-12-24 16:00:00+00:00,0.15,-0.0
GBPJPY,GBPJPY_SWING_CORE,H4_DONCHIAN_BREAKOUT,-1,2015-12-22 20:00:00+00:00,2015-12-23 16:00:00+00:00,0.15,-0.9999999999999979
USDJPY,USDJPY_SAFE_HAVEN_BREAKOUT,D1_H4_40BAR_BREAKOUT,-1,2015-12-24 08:00:00+00:00,2016-01-04 08:00:00+00:00,0.25,3.0
USDJPY,USDJPY_SAFE_HAVEN_BREAKOUT,D1_H4_40BAR_BREAKOUT,-1,2015-12-24 12:00:00+00:00,2016-01-04 12:00:00+00:00,0.25,3.0
AUDUSD,AUDUSD_TREND_PULLBACK,D1_H4_EMA_PULLBACK_04_08UTC,1,2015-12-29 04:00:00+00:00,2015-12-31 08:00:00+00:00,0.25,2.0
GBPJPY,GBPJPY_SWING_CORE,H4_DONCHIAN_BREAKOUT,-1,2015-12-29 16:00:00+00:00,2015-12-30 20:00:00+00:00,0.15,-1.0000000000000107
AUDUSD,AUDUSD_TREND_PULLBACK,D1_H4_EMA_PULLBACK_04_08UTC,1,2015-12-31 04:00:00+00:00,2015-12-31 20:00:00+00:00,0.25,0.0
GBPJPY,GBPJPY_SWING_CORE,H4_DONCHIAN_BREAKOUT,-1,2015-12-31 20:00:00+00:00,2016-01-04 12:00:00+00:00,0.15,3.0
USDJPY,USDJPY_SAFE_HAVEN_BREAKOUT,D1_H4_40BAR_BREAKOUT,-1,2016-01-04 08:00:00+00:00,2016-01-04 20:00:00+00:00,0.25,-0.0
USDJPY,USDJPY_SAFE_HAVEN_BREAKOUT,D1_H4_40BAR_BREAKOUT,-1,2016-01-04 12:00:00+00:00,2016-01-04 16:00:00+00:00,0.25,-1.0000000000000036
GBPUSD,GBPUSD_SWING_RETEST,H4_BREAKOUT_RETEST,-1,2016-01-04 20:00:00+00:00,2016-01-08 08:00:00+00:00,0.15,0.8524174494941099
EURUSD,EURUSD_SWING_CORE,H4_DONCHIAN_BREAKOUT,-1,2016-01-05 12:00:00+00:00,2016-01-07 00:00:00+00:00,0.25,-0.0
EURUSD,EURUSD_SWING_CORE,H4_DONCHIAN_BREAKOUT,-1,2016-01-05 16:00:00+00:00,2016-01-07 00:00:00+00:00,0.25,-0.9999999999999888
USDJPY,USDJPY_SAFE_HAVEN_BREAKOUT,D1_H4_40BAR_BREAKOUT,-1,2016-01-06 04:00:00+00:00,2016-01-08 04:00:00+00:00,0.25,0.18252270732857562
USDJPY,USDJPY_SAFE_HAVEN_BREAKOUT,D1_H4_40BAR_BREAKOUT,-1,2016-01-07 04:00:00+00:00,2016-01-08 04:00:00+00:00,0.25,-0.9999999999999929
USDJPY,USDJPY_SAFE_HAVEN_BREAKOUT,D1_H4_40BAR_BREAKOUT,-1,2016-01-07 12:00:00+00:00,2016-01-07 20:00:00+00:00,0.25,-1.0000000000000009
GBPUSD,GBPUSD_SWING_RETEST,H4_BREAKOUT_RETEST,-1,2016-01-08 16:00:00+00:00,2016-01-11 12:00:00+00:00,0.15,-0.0
USDJPY,USDJPY_SAFE_HAVEN_BREAKOUT,D1_H4_40BAR_BREAKOUT,-1,2016-01-09 00:00:00+00:00,2016-01-11 12:00:00+00:00,0.25,-1.0000000000000053
USDJPY,USDJPY_SAFE_HAVEN_BREAKOUT,D1_H4_40BAR_BREAKOUT,-1,2016-01-11 04:00:00+00:00,2016-01-12 04:00:00+00:00,0.25,-1.000000000000001
GBPUSD,GBPUSD_SWING_RETEST,H4_BREAKOUT_RETEST,-1,2016-01-12 08:00:00+00:00,2016-01-15 20:00:00+00:00,0.15,4.0
GBPUSD,GBPUSD_V10_PRECISION,SECONDARY_12UTC_BREAKOUT,-1,2016-01-12 12:00:00+00:00,2016-01-15 20:00:00+00:00,0.4,3.0
GBPUSD,GBPUSD_V10_PRECISION,PRIMARY_16UTC_BREAKOUT,-1,2016-01-12 16:00:00+00:00,2016-01-13 00:00:00+00:00,0.5,-0.0
AUDUSD,AUDUSD_TREND_PULLBACK,D1_H4_EMA_PULLBACK_04_08UTC,-1,2016-01-15 08:00:00+00:00,2016-01-15 20:00:00+00:00,0.25,2.0
GBPJPY,GBPJPY_SWING_CORE,H4_DONCHIAN_BREAKOUT,-1,2016-01-15 12:00:00+00:00,2016-01-19 12:00:00+00:00,0.15,-0.0
GBPJPY,GBPJPY_SWING_CORE,H4_DONCHIAN_BREAKOUT,-1,2016-01-15 16:00:00+00:00,2016-01-18 12:00:00+00:00,0.15,-0.0
GBPUSD,GBPUSD_SWING_RETEST,H4_BREAKOUT_RETEST,-1,2016-01-18 20:00:00+00:00,2016-01-19 12:00:00+00:00,0.15,-0.9999999999999868
GBPUSD,GBPUSD_V10_PRECISION,PRIMARY_16UTC_BREAKOUT,-1,2016-01-19 16:00:00+00:00,2016-01-20 20:00:00+00:00,0.5,-0.0
GBPUSD,GBPUSD_SWING_RETEST,H4_BREAKOUT_RETEST,-1,2016-01-20 00:00:00+00:00,2016-01-22 00:00:00+00:00,0.15,-0.9999999999999813
AUDUSD,AUDUSD_TREND_PULLBACK,D1_H4_EMA_PULLBACK_04_08UTC,-1,2016-01-20 04:00:00+00:00,2016-01-21 00:00:00+00:00,0.25,-0.0
GBPJPY,GBPJPY_SWING_CORE,H4_DONCHIAN_BREAKOUT,-1,2016-01-20 04:00:00+00:00,2016-01-21 00:00:00+00:00,0.15,-0.0
AUDUSD,AUDUSD_TREND_PULLBACK,D1_H4_EMA_PULLBACK_04_08UTC,-1,2016-01-20 08:00:00+00:00,2016-01-21 00:00:00+00:00,0.25,-1.000000000000006
GBPJPY,GBPJPY_SWING_CORE,H4_DONCHIAN_BREAKOUT,-1,2016-01-20 08:00:00+00:00,2016-01-20 16:00:00+00:00,0.15,-0.0
AUDUSD,AUDUSD_TREND_PULLBACK,D1_H4_EMA_PULLBACK_04_08UTC,-1,2016-01-21 08:00:00+00:00,2016-01-21 20:00:00+00:00,0.25,-0.9999999999999998
GBPUSD,GBPUSD_V10_PRECISION,PRIMARY_16UTC_BREAKOUT,-1,2016-01-21 16:00:00+00:00,2016-01-21 20:00:00+00:00,0.5,-0.9999999999999948
EURUSD,EURUSD_SWING_CORE,H4_DONCHIAN_BREAKOUT,1,2016-02-04 12:00:00+00:00,2016-02-04 20:00:00+00:00,0.25,0.0
USDJPY,USDJPY_SAFE_HAVEN_BREAKOUT,D1_H4_40BAR_BREAKOUT,-1,2016-02-04 20:00:00+00:00,2016-02-10 20:00:00+00:00,0.25,3.0
GBPJPY,GBPJPY_SWING_CORE,H4_DONCHIAN_BREAKOUT,-1,2016-02-08 20:00:00+00:00,2016-02-09 12:00:00+00:00,0.15,-0.0
USDJPY,USDJPY_SAFE_HAVEN_BREAKOUT,D1_H4_40BAR_BREAKOUT,-1,2016-02-08 20:00:00+00:00,2016-02-11 04:00:00+00:00,0.25,3.0
USDJPY,USDJPY_SAFE_HAVEN_BREAKOUT,D1_H4_40BAR_BREAKOUT,-1,2016-02-09 08:00:00+00:00,2016-02-11 12:00:00+00:00,0.25,3.0
USDJPY,USDJPY_SAFE_HAVEN_BREAKOUT,D1_H4_40BAR_BREAKOUT,-1,2016-02-10 20:00:00+00:00,2016-02-11 16:00:00+00:00,0.25,0.9226997577777032
USDJPY,USDJPY_SAFE_HAVEN_BREAKOUT,D1_H4_40BAR_BREAKOUT,-1,2016-02-11 00:00:00+00:00,2016-02-11 16:00:00+00:00,0.25,0.2124421288284648
GBPJPY,GBPJPY_SWING_CORE,H4_DONCHIAN_BREAKOUT,-1,2016-02-11 04:00:00+00:00,2016-02-13 00:00:00+00:00,0.15,-0.0
USDJPY,USDJPY_SAFE_HAVEN_BREAKOUT,D1_H4_40BAR_BREAKOUT,-1,2016-02-11 04:00:00+00:00,2016-02-11 16:00:00+00:00,0.25,-0.0
GBPJPY,GBPJPY_SWING_CORE,H4_DONCHIAN_BREAKOUT,-1,2016-02-11 08:00:00+00:00,2016-02-12 12:00:00+00:00,0.15,-0.0
USDJPY,USDJPY_SAFE_HAVEN_BREAKOUT,D1_H4_40BAR_BREAKOUT,-1,2016-02-11 12:00:00+00:00,2016-02-11 16:00:00+00:00,0.25,-1.0000000000000027
GBPJPY,GBPJPY_SWING_CORE,H4_DONCHIAN_BREAKOUT,-1,2016-02-22 16:00:00+00:00,2016-02-24 16:00:00+00:00,0.15,3.0
GBPUSD,GBPUSD_V10_PRECISION,GBPUSD_SWING_V5_PULLBACK_ADDON,-1,2016-02-22 16:00:00+00:00,2016-02-22 20:00:00+00:00,0.4,-1.0000000000000115
GBPUSD,GBPUSD_V10_PRECISION,PRIMARY_16UTC_BREAKOUT,-1,2016-02-22 16:00:00+00:00,2016-03-01 16:00:00+00:00,0.5,0.6140949104073414
