symbol,engine,setup,side,entry_time,exit_time,risk_percent,r_multiple
USDJPY,USDJPY_SAFE_HAVEN_BREAKOUT,D1_H4_40BAR_BREAKOUT,-1,2017-08-09 12:00:00+00:00,2017-08-10 04:00:00+00:00,0.25,-0.9999999999999968
USDJPY,USDJPY_SAFE_HAVEN_BREAKOUT,D1_H4_40BAR_BREAKOUT,-1,2017-08-10 20:00:00+00:00,2017-08-11 20:00:00+00:00,0.25,-0.0
USDJPY,USDJPY_SAFE_HAVEN_BREAKOUT,D1_H4_40BAR_BREAKOUT,-1,2017-08-11 04:00:00+00:00,2017-08-14 08:00:00+00:00,0.25,-0.9999999999999946
USDJPY,USDJPY_SAFE_HAVEN_BREAKOUT,D1_H4_40BAR_BREAKOUT,-1,2017-08-11 08:00:00+00:00,2017-08-14 08:00:00+00:00,0.25,-1.000000000000011
GBPJPY,GBPJPY_SWING_CORE,H4_DONCHIAN_BREAKOUT,-1,2017-08-18 00:00:00+00:00,2017-08-22 08:00:00+00:00,0.15,-0.0
GBPJPY,GBPJPY_SWING_CORE,H4_DONCHIAN_BREAKOUT,-1,2017-08-18 04:00:00+00:00,2017-08-19 00:00:00+00:00,0.15,-0.0
GBPJPY,GBPJPY_SWING_CORE,H4_DONCHIAN_BREAKOUT,-1,2017-08-18 16:00:00+00:00,2017-08-18 20:00:00+00:00,0.15,-0.9999999999999832
GBPJPY,GBPJPY_SWING_CORE,H4_DONCHIAN_BREAKOUT,-1,2017-08-23 16:00:00+00:00,2017-08-24 16:00:00+00:00,0.15,-1.000000000000013
AUDUSD,AUDUSD_TREND_PULLBACK,D1_H4_EMA_PULLBACK_04_08UTC,1,2017-08-30 04:00:00+00:00,2017-08-30 12:00:00+00:00,0.25,0.0
AUDUSD,AUDUSD_TREND_PULLBACK,D1_H4_EMA_PULLBACK_04_08UTC,1,2017-09-04 04:00:00+00:00,2017-09-06 16:00:00+00:00,0.25,0.23813345690517615
GBPUSD,GBPUSD_SWING_RETEST,H4_BREAKOUT_RETEST,1,2017-09-07 12:00:00+00:00,2017-09-08 00:00:00+00:00,0.15,0.0
GBPUSD,GBPUSD_SWING_RETEST,H4_BREAKOUT_RETEST,1,2017-09-08 00:00:00+00:00,2017-09-13 00:00:00+00:00,0.15,4.0
USDJPY,USDJPY_SAFE_HAVEN_BREAKOUT,D1_H4_40BAR_BREAKOUT,-1,2017-09-08 12:00:00+00:00,2017-09-11 04:00:00+00:00,0.25,-0.9999999999999946
GBPUSD,GBPUSD_V10_PRECISION,PRIMARY_16UTC_BREAKOUT,1,2017-09-08 16:00:00+00:00,2017-09-13 20:00:00+00:00,0.2,0.34738438146234435
GBPUSD,GBPUSD_SWING_RETEST,H4_BREAKOUT_RETEST,1,2017-09-12 20:00:00+00:00,2017-09-13 20:00:00+00:00,0.15,-1.0000000000000178
GBPUSD,GBPUSD_V10_PRECISION,PRIMARY_16UTC_BREAKOUT,1,2017-09-14 16:00:00+00:00,2017-09-15 16:00:00+00:00,0.5,3.0
GBPUSD,GBPUSD_SWING_RETEST,H4_BREAKOUT_RETEST,1,2017-09-15 08:00:00+00:00,2017-09-18 20:00:00+00:00,0.15,1.3579992939719916
USDJPY,USDJPY_SAFE_HAVEN_BREAKOUT,D1_H4_40BAR_BREAKOUT,1,2017-09-27 12:00:00+00:00,2017-09-29 00:00:00+00:00,0.25,-0.999999999999991
USDJPY,USDJPY_SAFE_HAVEN_BREAKOUT,D1_H4_40BAR_BREAKOUT,1,2017-09-27 16:00:00+00:00,2017-09-27 20:00:00+00:00,0.25,-0.9999999999999954
USDJPY,USDJPY_SAFE_HAVEN_BREAKOUT,D1_H4_40BAR_BREAKOUT,1,2017-10-06 16:00:00+00:00,2017-10-06 20:00:00+00:00,0.25,-1.000000000000002
AUDUSD,AUDUSD_TREND_PULLBACK,D1_H4_EMA_PULLBACK_04_08UTC,-1,2017-10-11 08:00:00+00:00,2017-10-12 08:00:00+00:00,0.25,-1.000000000000002
USDJPY,USDJPY_SAFE_HAVEN_BREAKOUT,D1_H4_40BAR_BREAKOUT,1,2017-10-18 16:00:00+00:00,2017-10-19 16:00:00+00:00,0.25,-1.0000000000000147
USDJPY,USDJPY_SAFE_HAVEN_BREAKOUT,D1_H4_40BAR_BREAKOUT,1,2017-10-20 08:00:00+00:00,2017-10-25 20:00:00+00:00,0.25,0.6905214500674838
USDJPY,USDJPY_SAFE_HAVEN_BREAKOUT,D1_H4_40BAR_BREAKOUT,1,2017-10-20 12:00:00+00:00,2017-10-24 00:00:00+00:00,0.25,0.0
GBPJPY,GBPJPY_SWING_CORE,H4_DONCHIAN_BREAKOUT,1,2017-10-23 04:00:00+00:00,2017-10-25 00:00:00+00:00,0.15,-1.000000000000009
USDJPY,USDJPY_SAFE_HAVEN_BREAKOUT,D1_H4_40BAR_BREAKOUT,1,2017-10-23 04:00:00+00:00,2017-10-24 00:00:00+00:00,0.25,-1.0000000000000115
USDJPY,USDJPY_SAFE_HAVEN_BREAKOUT,D1_H4_40BAR_BREAKOUT,1,2017-10-25 12:00:00+00:00,2017-10-25 20:00:00+00:00,0.25,-0.9999999999999886
AUDUSD,AUDUSD_TREND_PULLBACK,D1_H4_EMA_PULLBACK_04_08UTC,-1,2017-10-31 04:00:00+00:00,2017-11-01 12:00:00+00:00,0.25,-0.0
AUDUSD,AUDUSD_TREND_PULLBACK,D1_H4_EMA_PULLBACK_04_08UTC,-1,2017-10-31 08:00:00+00:00,2017-11-01 12:00:00+00:00,0.25,-0.0
AUDUSD,AUDUSD_TREND_PULLBACK,D1_H4_EMA_PULLBACK_04_08UTC,-1,2017-11-03 04:00:00+00:00,2017-11-06 20:00:00+00:00,0.25,0.33492243075541556
USDJPY,USDJPY_SAFE_HAVEN_BREAKOUT,D1_H4_40BAR_BREAKOUT,1,2017-11-06 04:00:00+00:00,2017-11-06 12:00:00+00:00,0.25,-0.9999999999999859
EURUSD,EURUSD_SWING_CORE,H4_DONCHIAN_BREAKOUT,-1,2017-11-07 16:00:00+00:00,2017-11-08 04:00:00+00:00,0.25,-1.0000000000000193
AUDUSD,AUDUSD_TREND_PULLBACK,D1_H4_EMA_PULLBACK_04_08UTC,-1,2017-11-15 04:00:00+00:00,2017-11-15 16:00:00+00:00,0.25,-0.9999999999999949
AUDUSD,AUDUSD_TREND_PULLBACK,D1_H4_EMA_PULLBACK_04_08UTC,-1,2017-11-17 08:00:00+00:00,2017-11-18 00:00:00+00:00,0.25,-0.0
AUDUSD,AUDUSD_TREND_PULLBACK,D1_H4_EMA_PULLBACK_04_08UTC,-1,2017-11-22 08:00:00+00:00,2017-11-22 20:00:00+00:00,0.25,-1.0000000000000107
GBPUSD,GBPUSD_SWING_RETEST,H4_BREAKOUT_RETEST,1,2017-11-29 20:00:00+00:00,2017-12-04 04:00:00+00:00,0.15,0.1807557410004715
GBPJPY,GBPJPY_SWING_CORE,H4_DONCHIAN_BREAKOUT,1,2017-11-30 08:00:00+00:00,2017-12-01 20:00:00+00:00,0.15,0.0
GBPJPY,GBPJPY_SWING_CORE,H4_DONCHIAN_BREAKOUT,1,2017-11-30 12:00:00+00:00,2017-12-01 20:00:00+00:00,0.15,0.0
GBPJPY,GBPJPY_SWING_CORE,H4_DONCHIAN_BREAKOUT,1,2017-11-30 20:00:00+00:00,2017-12-01 20:00:00+00:00,0.15,-1.0000000000000153
GBPJPY,GBPJPY_SWING_CORE,H4_DONCHIAN_BREAKOUT,1,2017-12-01 00:00:00+00:00,2017-12-01 20:00:00+00:00,0.15,-1.0000000000000173
GBPUSD,GBPUSD_SWING_RETEST,H4_BREAKOUT_RETEST,1,2017-12-01 20:00:00+00:00,2017-12-04 04:00:00+00:00,0.15,-1.0000000000000004
USDJPY,USDJPY_SAFE_HAVEN_BREAKOUT,D1_H4_40BAR_BREAKOUT,1,2017-12-08 04:00:00+00:00,2017-12-14 00:00:00+00:00,0.25,-1.0000000000000113
USDJPY,USDJPY_SAFE_HAVEN_BREAKOUT,D1_H4_40BAR_BREAKOUT,1,2017-12-08 08:00:00+00:00,2017-12-13 16:00:00+00:00,0.25,-0.9999999999999912
USDJPY,USDJPY_SAFE_HAVEN_BREAKOUT,D1_H4_40BAR_BREAKOUT,1,2017-12-08 12:00:00+00:00,2017-12-08 20:00:00+00:00,0.25,-0.999999999999984
USDJPY,USDJPY_SAFE_HAVEN_BREAKOUT,D1_H4_40BAR_BREAKOUT,1,2017-12-11 04:00:00+00:00,2017-12-13 08:00:00+00:00,0.25,-0.9999999999999851
EURUSD,EURUSD_SWING_CORE,H4_DONCHIAN_BREAKOUT,1,2017-12-20 20:00:00+00:00,2017-12-22 04:00:00+00:00,0.25,-0.9999999999999857
EURUSD,EURUSD_SWING_CORE,H4_DONCHIAN_BREAKOUT,1,2017-12-28 08:00:00+00:00,2017-12-29 20:00:00+00:00,0.25,3.0
EURUSD,EURUSD_SWING_RETEST,H1_BREAKOUT_RETEST,1,2017-12-29 08:00:00+00:00,2017-12-29 12:00:00+00:00,0.1,3.0
GBPUSD,GBPUSD_V10_PRECISION,GBPUSD_SWING_V5_PULLBACK_ADDON,1,2017-12-29 12:00:00+00:00,2017-12-30 00:00:00+00:00,0.4,0.0
GBPUSD,GBPUSD_V10_PRECISION,GBPUSD_SWING_V5_PULLBACK_ADDON,1,2017-12-29 16:00:00+00:00,2017-12-30 00:00:00+00:00,0.4,-1.0000000000000389
GBPUSD,GBPUSD_V10_PRECISION,PRIMARY_16UTC_BREAKOUT,1,2017-12-29 16:00:00+00:00,2017-12-30 00:00:00+00:00,0.2,-0.9999999999999971
GBPUSD,GBPUSD_SWING_RETEST,H4_BREAKOUT_RETEST,1,2018-01-02 04:00:00+00:00,2018-01-03 20:00:00+00:00,0.15,0.6560918627900807
GBPUSD,GBPUSD_V10_PRECISION,SECONDARY_12UTC_BREAKOUT,1,2018-01-02 12:00:00+00:00,2018-01-03 20:00:00+00:00,0.4,0.0
GBPUSD,GBPUSD_SWING_RETEST,H4_BREAKOUT_RETEST,1,2018-01-02 16:00:00+00:00,2018-01-03 16:00:00+00:00,0.15,0.0
AUDUSD,AUDUSD_TREND_PULLBACK,D1_H4_EMA_PULLBACK_04_08UTC,1,2018-01-04 08:00:00+00:00,2018-01-05 12:00:00+00:00,0.25,0.0
AUDUSD,AUDUSD_TREND_PULLBACK,D1_H4_EMA_PULLBACK_04_08UTC,1,2018-01-09 04:00:00+00:00,2018-01-09 12:00:00+00:00,0.25,-1.0000000000000293
AUDUSD,AUDUSD_TREND_PULLBACK,D1_H4_EMA_PULLBACK_04_08UTC,1,2018-01-11 04:00:00+00:00,2018-01-15 04:00:00+00:00,0.25,2.0
EURUSD,EURUSD_SWING_CORE,H4_DONCHIAN_BREAKOUT,1,2018-01-12 12:00:00+00:00,2018-01-15 12:00:00+00:00,0.25,3.0
EURUSD,EURUSD_SWING_CORE,H4_DONCHIAN_BREAKOUT,1,2018-01-13 00:00:00+00:00,2018-01-18 00:00:00+00:00,0.25,0.0
USDJPY,USDJPY_SAFE_HAVEN_BREAKOUT,D1_H4_40BAR_BREAKOUT,-1,2018-01-15 04:00:00+00:00,2018-01-18 00:00:00+00:00,0.25,-1.0000000000000009
GBPUSD,GBPUSD_V10_PRECISION,SECONDARY_12UTC_BREAKOUT,1,2018-01-15 12:00:00+00:00,2018-01-23 00:00:00+00:00,0.4,3.0
USDJPY,USDJPY_SAFE_HAVEN_BREAKOUT,D1_H4_40BAR_BREAKOUT,-1,2018-01-15 12:00:00+00:00,2018-01-18 00:00:00+00:00,0.25,-1.0000000000000047
USDJPY,USDJPY_SAFE_HAVEN_BREAKOUT,D1_H4_40BAR_BREAKOUT,-1,2018-01-15 20:00:00+00:00,2018-01-16 08:00:00+00:00,0.25,-1.000000000000011
GBPUSD,GBPUSD_SWING_RETEST,H4_BREAKOUT_RETEST,1,2018-01-16 20:00:00+00:00,2018-01-17 08:00:00+00:00,0.15,0.0
GBPJPY,GBPJPY_SWING_CORE,H4_DONCHIAN_BREAKOUT,1,2018-01-18 00:00:00+00:00,2018-01-18 20:00:00+00:00,0.15,0.0
AUDUSD,AUDUSD_TREND_PULLBACK,D1_H4_EMA_PULLBACK_04_08UTC,1,2018-01-18 08:00:00+00:00,2018-01-20 00:00:00+00:00,0.25,0.2885204296051021
GBPUSD,GBPUSD_SWING_RETEST,H4_BREAKOUT_RETEST,1,2018-01-18 12:00:00+00:00,2018-01-19 20:00:00+00:00,0.15,0.0
AUDUSD,AUDUSD_TREND_PULLBACK,D1_H4_EMA_PULLBACK_04_08UTC,1,2018-01-22 08:00:00+00:00,2018-01-23 08:00:00+00:00,0.25,0.0
GBPJPY,GBPJPY_SWING_CORE,H4_DONCHIAN_BREAKOUT,1,2018-01-23 04:00:00+00:00,2018-01-23 08:00:00+00:00,0.15,-1.000000000000005
GBPUSD,GBPUSD_SWING_RETEST,H4_BREAKOUT_RETEST,1,2018-01-24 00:00:00+00:00,2018-01-25 00:00:00+00:00,0.15,4.0
AUDUSD,AUDUSD_TREND_PULLBACK,D1_H4_EMA_PULLBACK_04_08UTC,1,2018-01-24 04:00:00+00:00,2018-01-24 16:00:00+00:00,0.25,2.0
USDJPY,USDJPY_SAFE_HAVEN_BREAKOUT,D1_H4_40BAR_BREAKOUT,-1,2018-01-24 04:00:00+00:00,2018-01-25 20:00:00+00:00,0.25,3.0
AUDUSD,AUDUSD_TREND_PULLBACK,D1_H4_EMA_PULLBACK_04_08UTC,1,2018-01-24 08:00:00+00:00,2018-01-24 20:00:00+00:00,0.25,2.0
USDJPY,USDJPY_SAFE_HAVEN_BREAKOUT,D1_H4_40BAR_BREAKOUT,-1,2018-01-24 08:00:00+00:00,2018-01-26 00:00:00+00:00,0.25,1.1613961753503699
GBPUSD,GBPUSD_V10_PRECISION,SECONDARY_12UTC_BREAKOUT,1,2018-01-24 12:00:00+00:00,2018-01-25 08:00:00+00:00,0.4,3.0
USDJPY,USDJPY_SAFE_HAVEN_BREAKOUT,D1_H4_40BAR_BREAKOUT,-1,2018-01-24 12:00:00+00:00,2018-01-26 00:00:00+00:00,0.25,0.5382637238860027
GBPUSD,GBPUSD_V10_PRECISION,PRIMARY_16UTC_BREAKOUT,1,2018-01-24 16:00:00+00:00,2018-01-26 00:00:00+00:00,0.5,0.0
USDJPY,USDJPY_SAFE_HAVEN_BREAKOUT,D1_H4_40BAR_BREAKOUT,-1,2018-01-24 16:00:00+00:00,2018-01-26 00:00:00+00:00,0.25,0.2341897083835404
USDJPY,USDJPY_SAFE_HAVEN_BREAKOUT,D1_H4_40BAR_BREAKOUT,-1,2018-01-24 20:00:00+00:00,2018-01-26 00:00:00+00:00,0.25,-0.0
EURUSD,EURUSD_SWING_RETEST,H1_BREAKOUT_RETEST,1,2018-01-25 05:00:00+00:00,2018-01-25 09:00:00+00:00,0.1,0.0
GBPJPY,GBPJPY_SWING_CORE,H4_DONCHIAN_BREAKOUT,1,2018-01-25 08:00:00+00:00,2018-01-25 20:00:00+00:00,0.15,-1.0000000000000007
USDJPY,USDJPY_SAFE_HAVEN_BREAKOUT,D1_H4_40BAR_BREAKOUT,-1,2018-01-25 08:00:00+00:00,2018-01-26 00:00:00+00:00,0.25,-0.9999999999999869
GBPUSD,GBPUSD_SWING_RETEST,H4_BREAKOUT_RETEST,1,2018-01-25 16:00:00+00:00,2018-01-26 00:00:00+00:00,0.15,-1.0000000000000169
USDJPY,USDJPY_SAFE_HAVEN_BREAKOUT,D1_H4_40BAR_BREAKOUT,-1,2018-01-25 20:00:00+00:00,2018-01-26 00:00:00+00:00,0.25,-0.9999999999999996
AUDUSD,AUDUSD_TREND_PULLBACK,D1_H4_EMA_PULLBACK_04_08UTC,1,2018-01-26 04:00:00+00:00,2018-01-30 12:00:00+00:00,0.25,0.14471582392446708
USDJPY,USDJPY_SAFE_HAVEN_BREAKOUT,D1_H4_40BAR_BREAKOUT,-1,2018-01-26 20:00:00+00:00,2018-01-29 20:00:00+00:00,0.25,-1.0000000000000013
AUDUSD,AUDUSD_TREND_PULLBACK,D1_H4_EMA_PULLBACK_04_08UTC,1,2018-01-31 08:00:00+00:00,2018-02-01 00:00:00+00:00,0.25,-0.9999999999999822
USDJPY,USDJPY_SAFE_HAVEN_BREAKOUT,D1_H4_40BAR_BREAKOUT,-1,2018-02-09 20:00:00+00:00,2018-02-15 12:00:00+00:00,0.25,3.0
USDJPY,USDJPY_SAFE_HAVEN_BREAKOUT,D1_H4_40BAR_BREAKOUT,-1,2018-02-13 12:00:00+00:00,2018-02-16 08:00:00+00:00,0.25,3.0
USDJPY,USDJPY_SAFE_HAVEN_BREAKOUT,D1_H4_40BAR_BREAKOUT,-1,2018-02-14 08:00:00+00:00,2018-02-20 04:00:00+00:00,0.25,0.6272689427283037
USDJPY,USDJPY_SAFE_HAVEN_BREAKOUT,D1_H4_40BAR_BREAKOUT,-1,2018-02-15 04:00:00+00:00,2018-02-19 16:00:00+00:00,0.25,-0.0
USDJPY,USDJPY_SAFE_HAVEN_BREAKOUT,D1_H4_40BAR_BREAKOUT,-1,2018-02-16 00:00:00+00:00,2018-02-20 08:00:00+00:00,0.25,-0.9999999999999949
EURUSD,EURUSD_SWING_CORE,H4_DONCHIAN_BREAKOUT,1,2018-02-16 04:00:00+00:00,2018-02-16 16:00:00+00:00,0.25,-1.0000000000000129
EURUSD,EURUSD_SWING_RETEST,H1_BREAKOUT_RETEST,1,2018-02-16 05:00:00+00:00,2018-02-16 13:00:00+00:00,0.1,-1.000000000000026
EURUSD,EURUSD_SWING_CORE,H4_DONCHIAN_BREAKOUT,1,2018-02-16 08:00:00+00:00,2018-02-16 16:00:00+00:00,0.25,-1.0000000000000016
USDJPY,USDJPY_SAFE_HAVEN_BREAKOUT,D1_H4_40BAR_BREAKOUT,-1,2018-02-16 08:00:00+00:00,2018-02-19 12:00:00+00:00,0.25,-1.0000000000000013
USDJPY,USDJPY_SAFE_HAVEN_BREAKOUT,D1_H4_40BAR_BREAKOUT,-1,2018-03-02 00:00:00+00:00,2018-03-05 20:00:00+00:00,0.25,0.16633896517370333
USDJPY,USDJPY_SAFE_HAVEN_BREAKOUT,D1_H4_40BAR_BREAKOUT,-1,2018-03-02 04:00:00+00:00,2018-03-05 20:00:00+00:00,0.25,-0.0
GBPJPY,GBPJPY_SWING_CORE,H4_DONCHIAN_BREAKOUT,-1,2018-03-02 08:00:00+00:00,2018-03-03 00:00:00+00:00,0.15,-0.0
USDJPY,USDJPY_SAFE_HAVEN_BREAKOUT,D1_H4_40BAR_BREAKOUT,-1,2018-03-02 08:00:00+00:00,2018-03-05 20:00:00+00:00,0.25,-0.0
GBPJPY,GBPJPY_SWING_CORE,H4_DONCHIAN_BREAKOUT,-1,2018-03-02 12:00:00+00:00,2018-03-05 20:00:00+00:00,0.15,-1.0000000000000195
USDJPY,USDJPY_SAFE_HAVEN_BREAKOUT,D1_H4_40BAR_BREAKOUT,-1,2018-03-02 16:00:00+00:00,2018-03-05 20:00:00+00:00,0.25,-1.0
AUDUSD,AUDUSD_TREND_PULLBACK,D1_H4_EMA_PULLBACK_04_08UTC,-1,2018-03-05 04:00:00+00:00,2018-03-06 04:00:00+00:00,0.25,-1.0000000000000098
GBPUSD,GBPUSD_SWING_RETEST,H4_BREAKOUT_RETEST,1,2018-03-14 04:00:00+00:00,2018-03-14 20:00:00+00:00,0.15,-1.0000000000000269
USDJPY,USDJPY_SAFE_HAVEN_BREAKOUT,D1_H4_40BAR_BREAKOUT,-1,2018-03-16 12:00:00+00:00,2018-03-16 20:00:00+00:00,0.25,-1.0000000000000082
USDJPY,USDJPY_SAFE_HAVEN_BREAKOUT,D1_H4_40BAR_BREAKOUT,-1,2018-03-22 16:00:00+00:00,2018-03-27 00:00:00+00:00,0.25,-0.0
USDJPY,USDJPY_SAFE_HAVEN_BREAKOUT,D1_H4_40BAR_BREAKOUT,-1,2018-03-23 04:00:00+00:00,2018-03-27 04:00:00+00:00,0.25,-0.9999999999999889
AUDUSD,AUDUSD_TREND_PULLBACK,D1_H4_EMA_PULLBACK_04_08UTC,-1,2018-03-23 08:00:00+00:00,2018-03-23 20:00:00+00:00,0.25,-0.9999999999999951
EURUSD,EURUSD_SWING_CORE,H4_DONCHIAN_BREAKOUT,1,2018-03-26 20:00:00+00:00,2018-03-27 16:00:00+00:00,0.25,-1.0000000000000073
AUDUSD,AUDUSD_TREND_PULLBACK,D1_H4_EMA_PULLBACK_04_08UTC,-1,2018-04-02 08:00:00+00:00,2018-04-03 08:00:00+00:00,0.25,-0.0
GBPUSD,GBPUSD_V10_PRECISION,PRIMARY_16UTC_BREAKOUT,1,2018-04-09 16:00:00+00:00,2018-04-16 16:00:00+00:00,0.5,3.0
GBPUSD,GBPUSD_SWING_RETEST,H4_BREAKOUT_RETEST,1,2018-04-12 04:00:00+00:00,2018-04-12 16:00:00+00:00,0.15,-0.9999999999999932
GBPUSD,GBPUSD_SWING_RETEST,H4_BREAKOUT_RETEST,1,2018-04-13 04:00:00+00:00,2018-04-13 20:00:00+00:00,0.15,0.0
GBPUSD,GBPUSD_SWING_RETEST,H4_BREAKOUT_RETEST,1,2018-04-16 04:00:00+00:00,2018-04-18 12:00:00+00:00,0.15,0.2821784148461514
GBPUSD,GBPUSD_V10_PRECISION,PRIMARY_16UTC_BREAKOUT,1,2018-04-16 16:00:00+00:00,2018-04-17 16:00:00+00:00,0.2,0.0
GBPUSD,GBPUSD_SWING_RETEST,H4_BREAKOUT_RETEST,1,2018-04-17 00:00:00+00:00,2018-04-18 12:00:00+00:00,0.15,-1.0000000000000064
AUDUSD,AUDUSD_TREND_PULLBACK,D1_H4_EMA_PULLBACK_04_08UTC,-1,2018-04-30 08:00:00+00:00,2018-05-01 12:00:00+00:00,0.25,2.0
USDJPY,USDJPY_SAFE_HAVEN_BREAKOUT,D1_H4_40BAR_BREAKOUT,1,2018-05-01 12:00:00+00:00,2018-05-03 08:00:00+00:00,0.25,0.0
USDJPY,USDJPY_SAFE_HAVEN_BREAKOUT,D1_H4_40BAR_BREAKOUT,1,2018-05-01 16:00:00+00:00,2018-05-03 00:00:00+00:00,0.25,0.0
USDJPY,USDJPY_SAFE_HAVEN_BREAKOUT,D1_H4_40BAR_BREAKOUT,1,2018-05-02 00:00:00+00:00,2018-05-03 16:00:00+00:00,0.25,-1.000000000000007
EURUSD,EURUSD_SWING_RETEST,H1_BREAKOUT_RETEST,-1,2018-05-02 12:00:00+00:00,2018-05-02 22:00:00+00:00,0.1,0.8420404913128181
GBPUSD,GBPUSD_SWING_RETEST,H4_BREAKOUT_RETEST,-1,2018-05-04 00:00:00+00:00,2018-05-07 20:00:00+00:00,0.15,-0.0
AUDUSD,AUDUSD_TREND_PULLBACK,D1_H4_EMA_PULLBACK_04_08UTC,-1,2018-05-07 08:00:00+00:00,2018-05-08 16:00:00+00:00,0.25,2.0
AUDUSD,AUDUSD_TREND_PULLBACK,D1_H4_EMA_PULLBACK_04_08UTC,-1,2018-05-08 08:00:00+00:00,2018-05-08 20:00:00+00:00,0.25,2.0
USDJPY,USDJPY_SAFE_HAVEN_BREAKOUT,D1_H4_40BAR_BREAKOUT,1,2018-05-15 16:00:00+00:00,2018-05-21 12:00:00+00:00,0.25,3.0
EURUSD,EURUSD_SWING_CORE,H4_DONCHIAN_BREAKOUT,-1,2018-05-16 16:00:00+00:00,2018-05-16 20:00:00+00:00,0.25,-1.0000000000000053
USDJPY,USDJPY_SAFE_HAVEN_BREAKOUT,D1_H4_40BAR_BREAKOUT,1,2018-05-17 12:00:00+00:00,2018-05-18 20:00:00+00:00,0.25,0.0
USDJPY,USDJPY_SAFE_HAVEN_BREAKOUT,D1_H4_40BAR_BREAKOUT,1,2018-05-17 16:00:00+00:00,2018-05-22 16:00:00+00:00,0.25,0.1763331350498646
USDJPY,USDJPY_SAFE_HAVEN_BREAKOUT,D1_H4_40BAR_BREAKOUT,1,2018-05-18 04:00:00+00:00,2018-05-22 04:00:00+00:00,0.25,0.0
USDJPY,USDJPY_SAFE_HAVEN_BREAKOUT,D1_H4_40BAR_BREAKOUT,1,2018-05-18 08:00:00+00:00,2018-05-22 04:00:00+00:00,0.25,0.0
USDJPY,USDJPY_SAFE_HAVEN_BREAKOUT,D1_H4_40BAR_BREAKOUT,1,2018-05-21 08:00:00+00:00,2018-05-22 08:00:00+00:00,0.25,-1.000000000000005
USDJPY,USDJPY_SAFE_HAVEN_BREAKOUT,D1_H4_40BAR_BREAKOUT,1,2018-05-21 12:00:00+00:00,2018-05-22 04:00:00+00:00,0.25,-0.9999999999999847
GBPUSD,GBPUSD_SWING_RETEST,H4_BREAKOUT_RETEST,-1,2018-05-21 20:00:00+00:00,2018-05-22 12:00:00+00:00,0.15,-1.0000000000000129
GBPUSD,GBPUSD_V10_PRECISION,GBPUSD_SWING_V5_PULLBACK_ADDON,-1,2018-05-23 12:00:00+00:00,2018-05-23 20:00:00+00:00,0.4,-0.0
GBPUSD,GBPUSD_V10_PRECISION,SECONDARY_12UTC_BREAKOUT,-1,2018-05-23 12:00:00+00:00,2018-05-23 20:00:00+00:00,0.4,-0.0
GBPUSD,GBPUSD_V10_PRECISION,PRIMARY_16UTC_BREAKOUT,-1,2018-05-23 16:00:00+00:00,2018-05-24 12:00:00+00:00,0.5,-0.9999999999999792
GBPUSD,GBPUSD_SWING_RETEST,H4_BREAKOUT_RETEST,-1,2018-05-29 20:00:00+00:00,2018-05-30 16:00:00+00:00,0.15,-0.9999999999999997
USDJPY,USDJPY_SAFE_HAVEN_BREAKOUT,D1_H4_40BAR_BREAKOUT,1,2018-06-05 04:00:00+00:00,2018-06-08 12:00:00+00:00,0.25,-1.0000000000000082
USDJPY,USDJPY_SAFE_HAVEN_BREAKOUT,D1_H4_40BAR_BREAKOUT,1,2018-06-06 12:00:00+00:00,2018-06-08 00:00:00+00:00,0.25,-1.000000000000002
USDJPY,USDJPY_SAFE_HAVEN_BREAKOUT,D1_H4_40BAR_BREAKOUT,1,2018-06-12 04:00:00+00:00,2018-06-14 04:00:00+00:00,0.25,0.0
USDJPY,USDJPY_SAFE_HAVEN_BREAKOUT,D1_H4_40BAR_BREAKOUT,1,2018-06-13 08:00:00+00:00,2018-06-14 04:00:00+00:00,0.25,-0.9999999999999939
EURUSD,EURUSD_SWING_CORE,H4_DONCHIAN_BREAKOUT,-1,2018-06-15 04:00:00+00:00,2018-06-15 16:00:00+00:00,0.25,-1.000000000000003
GBPJPY,GBPJPY_SWING_CORE,H4_DONCHIAN_BREAKOUT,-1,2018-06-19 04:00:00+00:00,2018-06-21 16:00:00+00:00,0.15,0.12477054616885758
GBPJPY,GBPJPY_SWING_CORE,H4_DONCHIAN_BREAKOUT,-1,2018-06-19 08:00:00+00:00,2018-06-20 20:00:00+00:00,0.15,-0.0
GBPJPY,GBPJPY_SWING_CORE,H4_DONCHIAN_BREAKOUT,-1,2018-06-19 12:00:00+00:00,2018-06-20 20:00:00+00:00,0.15,-1.0000000000000229
GBPUSD,GBPUSD_SWING_RETEST,H4_BREAKOUT_RETEST,-1,2018-06-20 04:00:00+00:00,2018-06-20 20:00:00+00:00,0.15,-1.0000000000000047
AUDUSD,AUDUSD_TREND_PULLBACK,D1_H4_EMA_PULLBACK_04_08UTC,-1,2018-06-27 08:00:00+00:00,2018-06-28 00:00:00+00:00,0.25,2.0
GBPUSD,GBPUSD_V10_PRECISION,GBPUSD_SWING_V5_PULLBACK_ADDON,-1,2018-06-27 16:00:00+00:00,2018-06-29 08:00:00+00:00,0.4,0.5397503144055402
GBPUSD,GBPUSD_V10_PRECISION,PRIMARY_16UTC_BREAKOUT,-1,2018-06-27 16:00:00+00:00,2018-06-29 12:00:00+00:00,0.5,0.12169680360963776
