time,event,equity,balance,peak,drawdown_percent,open_risk_percent,trade_id,engine_group,engine,symbol,risk_percent,admission_reason,pnl
2013-03-08T04:00:00+00:00,ENTRY,5084.99754525,5084.99754525,5084.99754525,0.0,0.4,7.0,V12,GBPJPY_SWING_CORE,GBPJPY,0.15,v12_master_admitted,
2013-03-08T08:00:00+00:00,EXIT,5123.135026839375,5123.135026839375,5123.135026839375,0.0,0.15,6.0,V12,USDJPY_SAFE_HAVEN_BREAKOUT,USDJPY,,,38.137481589375
2013-03-08T08:00:00+00:00,ENTRY,5123.135026839375,5123.135026839375,5123.135026839375,0.0,0.3,8.0,V12,GBPUSD_SWING_RETEST,GBPUSD,0.15,v12_master_admitted,
2013-03-08T12:00:00+00:00,ENTRY,5123.135026839375,5123.135026839375,5123.135026839375,0.0,0.44999999999999996,9.0,V12,GBPJPY_SWING_CORE,GBPJPY,0.15,v12_master_admitted,
2013-03-08T12:00:00+00:00,ENTRY,5123.135026839375,5123.135026839375,5123.135026839375,0.0,0.7,10.0,V12,USDJPY_SAFE_HAVEN_BREAKOUT,USDJPY,0.25,v12_master_admitted,
2013-03-08T20:00:00+00:00,EXIT,5123.135026839375,5123.135026839375,5123.135026839375,0.0,0.55,7.0,V12,GBPJPY_SWING_CORE,GBPJPY,,,0.0
2013-03-08T20:00:00+00:00,EXIT,5115.450324299117,5115.450324299117,5123.135026839375,0.14999999999998928,0.4,9.0,V12,GBPJPY_SWING_CORE,GBPJPY,,,-7.684702540258947
2013-03-08T20:00:00+00:00,EXIT,5115.450324299117,5115.450324299117,5123.135026839375,0.14999999999998928,0.15,10.0,V12,USDJPY_SAFE_HAVEN_BREAKOUT,USDJPY,,,0.0
2013-03-11T12:00:00+00:00,ENTRY,5115.450324299117,5115.450324299117,5123.135026839375,0.14999999999998928,0.55,11.0,V12,GBPUSD_V10_PRECISION,GBPUSD,0.4,v12_master_admitted,
2013-03-12T00:00:00+00:00,ENTRY,5115.450324299117,5115.450324299117,5123.135026839375,0.14999999999998928,0.8,12.0,V12,USDJPY_SAFE_HAVEN_BREAKOUT,USDJPY,0.25,v12_master_admitted,
2013-03-12T12:00:00+00:00,EXIT,5102.661698488369,5102.661698488369,5123.135026839375,0.3996249999999809,0.55,12.0,V12,USDJPY_SAFE_HAVEN_BREAKOUT,USDJPY,,,-12.7886258107477
2013-03-13T08:00:00+00:00,EXIT,5106.968199945577,5106.968199945577,5123.135026839375,0.31556511411670024,0.4,8.0,V12,GBPUSD_SWING_RETEST,GBPUSD,,,4.3065014572079
2013-03-13T12:00:00+00:00,EXIT,5086.50639864838,5086.50639864838,5123.135026839375,0.7149651141167082,0.0,11.0,V12,GBPUSD_V10_PRECISION,GBPUSD,,,-20.461801297196732
2013-03-27T08:00:00+00:00,ENTRY,5086.50639864838,5086.50639864838,5123.135026839375,0.7149651141167082,0.25,13.0,V12,AUDUSD_TREND_PULLBACK,AUDUSD,0.25,v12_master_admitted,
2013-03-27T12:00:00+00:00,EXIT,5073.7901326517585,5073.7901326517585,5123.135026839375,0.9631777013314289,0.0,13.0,V12,AUDUSD_TREND_PULLBACK,AUDUSD,,,-12.716265996621253
