trade_id,engine_group,engine,symbol,setup,side,entry_time,exit_time,risk_percent,risk_dollars,r_multiple,pre_equity,pre_drawdown_percent,pre_open_risk_total,pre_ict_open_risk,admission_reason,pnl,equity_before_exit,equity_after_exit,drawdown_after_exit
266,V12,GBPJPY_SWING_CORE,GBPJPY,H4_DONCHIAN_BREAKOUT,BUY,2015-05-21 16:00:00+00:00,2015-05-22 12:00:00+00:00,0.15,8.680504825875806,-1.0000000000000182,5787.003217250538,1.6652444617862634,0.8,0.0,v12_master_admitted,-8.680504825875964,5797.241531754237,5788.561026928362,1.638773622200896
265,V12,GBPUSD_V10_PRECISION,GBPUSD,GBPUSD_SWING_V5_PULLBACK_ADDON,BUY,2015-05-21 12:00:00+00:00,2015-05-22 16:00:00+00:00,0.4,23.148012869002155,-0.9999999999999984,5787.003217250538,1.6652444617862634,0.4,0.0,v12_master_admitted,-23.14801286900212,5788.561026928362,5765.41301405936,2.0321126443537456
264,V12,GBPJPY_SWING_CORE,GBPJPY,H4_DONCHIAN_BREAKOUT,BUY,2015-05-21 12:00:00+00:00,2015-05-22 20:00:00+00:00,0.15,8.680504825875806,-1.0000000000000022,5787.003217250538,1.6652444617862634,0.25,0.0,v12_master_admitted,-8.680504825875826,5765.41301405936,5756.732509233484,2.179614777661064
267,V12,USDJPY_SAFE_HAVEN_BREAKOUT,USDJPY,D1_H4_40BAR_BREAKOUT,BUY,2015-05-22 16:00:00+00:00,2015-05-26 16:00:00+00:00,0.25,14.413532535148398,3.0,5765.41301405936,2.0321126443537456,0.15,0.0,v12_master_admitted,43.240597605445195,5756.732509233484,5799.973106838929,1.444855622493718
268,V12,USDJPY_SAFE_HAVEN_BREAKOUT,USDJPY,D1_H4_40BAR_BREAKOUT,BUY,2015-05-26 16:00:00+00:00,2015-06-01 20:00:00+00:00,0.25,14.499932767097324,3.0,5799.973106838929,1.444855622493718,0.0,0.0,v12_master_admitted,43.499798301291975,5799.973106838929,5843.472905140221,0.7056920396624242
269,V12,USDJPY_SAFE_HAVEN_BREAKOUT,USDJPY,D1_H4_40BAR_BREAKOUT,BUY,2015-06-01 20:00:00+00:00,2015-06-02 20:00:00+00:00,0.25,14.608682262850552,-0.9999999999999958,5843.472905140221,0.7056920396624242,0.0,0.0,v12_master_admitted,-14.60868226285049,5843.472905140221,5828.864222877371,0.9539278095632651
270,V12,EURUSD_SWING_CORE,EURUSD,H4_DONCHIAN_BREAKOUT,BUY,2015-06-03 20:00:00+00:00,2015-06-04 20:00:00+00:00,0.25,14.572160557193426,0.0,5828.864222877371,0.9539278095632651,0.0,0.0,v12_master_admitted,0.0,5828.864222877371,5828.864222877371,0.9539278095632651
271,V12,EURUSD_SWING_CORE,EURUSD,H4_DONCHIAN_BREAKOUT,BUY,2015-06-04 12:00:00+00:00,2015-06-04 20:00:00+00:00,0.25,14.572160557193426,-0.999999999999992,5828.864222877371,0.9539278095632651,0.25,0.0,v12_master_admitted,-14.572160557193309,5828.864222877371,5814.292062320177,1.2015429900393575
272,V12,USDJPY_SAFE_HAVEN_BREAKOUT,USDJPY,D1_H4_40BAR_BREAKOUT,BUY,2015-06-05 16:00:00+00:00,2015-06-08 12:00:00+00:00,0.25,14.535730155800444,-1.0000000000000044,5814.292062320177,1.2015429900393575,0.0,0.0,v12_master_admitted,-14.535730155800508,5814.292062320177,5799.7563321643765,1.4485391325642616
273,V12,GBPUSD_V10_PRECISION,GBPUSD,PRIMARY_16UTC_BREAKOUT,BUY,2015-06-10 16:00:00+00:00,2015-06-15 16:00:00+00:00,0.2,11.599512664328754,0.0,5799.7563321643765,1.4485391325642616,0.0,0.0,v12_master_admitted,0.0,5799.7563321643765,5799.7563321643765,1.4485391325642616
274,V12,GBPUSD_SWING_RETEST,GBPUSD,H4_BREAKOUT_RETEST,BUY,2015-06-16 08:00:00+00:00,2015-06-16 16:00:00+00:00,0.15,8.699634498246564,-1.000000000000013,5799.7563321643765,1.4485391325642616,0.0,0.0,v12_master_admitted,-8.699634498246677,5799.7563321643765,5791.05669766613,1.5963663238654102
275,V12,GBPUSD_V10_PRECISION,GBPUSD,SECONDARY_12UTC_BREAKOUT,BUY,2015-06-18 12:00:00+00:00,2015-06-22 16:00:00+00:00,0.4,23.16422679066452,-0.999999999999988,5791.05669766613,1.5963663238654102,0.0,0.0,v12_master_admitted,-23.164226790664245,5791.05669766613,5767.892470875466,1.989980858569949
276,V12,GBPUSD_SWING_RETEST,GBPUSD,H4_BREAKOUT_RETEST,BUY,2015-06-19 16:00:00+00:00,2015-06-23 08:00:00+00:00,0.15,8.686585046499196,-1.0000000000000109,5791.05669766613,1.5963663238654102,0.4,0.0,v12_master_admitted,-8.68658504649929,5767.892470875466,5759.2058858289665,2.137586309084151
277,V12,AUDUSD_TREND_PULLBACK,AUDUSD,D1_H4_EMA_PULLBACK_04_08UTC,SELL,2015-06-30 04:00:00+00:00,2015-06-30 20:00:00+00:00,0.25,14.398014714572417,-1.000000000000014,5759.2058858289665,2.137586309084151,0.0,0.0,v12_master_admitted,-14.398014714572618,5759.2058858289665,5744.8078711143935,2.382242343311451
278,V12,AUDUSD_TREND_PULLBACK,AUDUSD,D1_H4_EMA_PULLBACK_04_08UTC,SELL,2015-07-03 08:00:00+00:00,2015-07-06 04:00:00+00:00,0.25,14.362019677785984,2.0,5744.8078711143935,2.382242343311451,0.0,0.0,v12_master_admitted,28.724039355571968,5744.8078711143935,5773.531910469966,1.8941535550280058
282,V12,GBPJPY_SWING_CORE,GBPJPY,H4_DONCHIAN_BREAKOUT,BUY,2015-07-15 12:00:00+00:00,2015-07-17 16:00:00+00:00,0.15,8.660297865704948,0.0,5773.531910469966,1.8941535550280058,0.55,0.0,v12_master_admitted,0.0,5773.531910469966,5773.531910469966,1.8941535550280058
280,V12,GBPJPY_SWING_CORE,GBPJPY,H4_DONCHIAN_BREAKOUT,BUY,2015-07-15 04:00:00+00:00,2015-07-17 20:00:00+00:00,0.15,8.660297865704948,0.0,5773.531910469966,1.8941535550280058,0.25,0.0,v12_master_admitted,0.0,5773.531910469966,5773.531910469966,1.8941535550280058
281,V12,GBPJPY_SWING_CORE,GBPJPY,H4_DONCHIAN_BREAKOUT,BUY,2015-07-15 08:00:00+00:00,2015-07-17 20:00:00+00:00,0.15,8.660297865704948,0.0,5773.531910469966,1.8941535550280058,0.4,0.0,v12_master_admitted,0.0,5773.531910469966,5773.531910469966,1.8941535550280058
279,V12,USDJPY_SAFE_HAVEN_BREAKOUT,USDJPY,D1_H4_40BAR_BREAKOUT,BUY,2015-07-13 12:00:00+00:00,2015-07-20 12:00:00+00:00,0.25,14.433829776174914,1.2269297585452934,5773.531910469966,1.8941535550280058,0.0,0.0,v12_master_admitted,17.709295282166153,5773.531910469966,5791.2412057521315,1.593231098801483
283,V12,USDJPY_SAFE_HAVEN_BREAKOUT,USDJPY,D1_H4_40BAR_BREAKOUT,BUY,2015-07-20 12:00:00+00:00,2015-07-21 20:00:00+00:00,0.25,14.478103014380329,-0.9999999999999876,5791.2412057521315,1.593231098801483,0.0,0.0,v12_master_admitted,-14.47810301438015,5791.2412057521315,5776.763102737751,1.8392480210544806
284,V12,AUDUSD_TREND_PULLBACK,AUDUSD,D1_H4_EMA_PULLBACK_04_08UTC,SELL,2015-07-21 08:00:00+00:00,2015-07-21 20:00:00+00:00,0.25,14.478103014380329,-1.0000000000000135,5791.2412057521315,1.593231098801483,0.25,0.0,v12_master_admitted,-14.478103014380524,5776.763102737751,5762.284999723371,2.085264943307478
285,V12,AUDUSD_TREND_PULLBACK,AUDUSD,D1_H4_EMA_PULLBACK_04_08UTC,SELL,2015-07-23 04:00:00+00:00,2015-07-23 12:00:00+00:00,0.25,14.405712499308427,-1.0000000000000144,5762.284999723371,2.085264943307478,0.0,0.0,v12_master_admitted,-14.405712499308635,5762.284999723371,5747.879287224062,2.3300517809492143
286,V12,USDJPY_SAFE_HAVEN_BREAKOUT,USDJPY,D1_H4_40BAR_BREAKOUT,BUY,2015-07-30 16:00:00+00:00,2015-07-31 04:00:00+00:00,0.25,14.369698218060154,-0.999999999999994,5747.879287224062,2.3300517809492143,0.0,0.0,v12_master_admitted,-14.36969821806007,5747.879287224062,5733.509589006002,2.574226651496838
287,V12,AUDUSD_TREND_PULLBACK,AUDUSD,D1_H4_EMA_PULLBACK_04_08UTC,SELL,2015-08-04 04:00:00+00:00,2015-08-04 08:00:00+00:00,0.25,14.333773972515004,-0.9999999999999988,5733.509589006002,2.574226651496838,0.0,0.0,v12_master_admitted,-14.333773972514987,5733.509589006002,5719.175815033487,2.8177910848680923
288,V12,USDJPY_SAFE_HAVEN_BREAKOUT,USDJPY,D1_H4_40BAR_BREAKOUT,BUY,2015-08-05 20:00:00+00:00,2015-08-07 16:00:00+00:00,0.25,14.297939537583717,-1.0000000000000115,5719.175815033487,2.8177910848680923,0.0,0.0,v12_master_admitted,-14.297939537583883,5719.175815033487,5704.877875495903,3.0607466071559295
289,V12,USDJPY_SAFE_HAVEN_BREAKOUT,USDJPY,D1_H4_40BAR_BREAKOUT,BUY,2015-08-07 16:00:00+00:00,2015-08-07 20:00:00+00:00,0.15,8.557316813243855,-1.0000000000000018,5704.877875495903,3.0607466071559295,0.0,0.0,v12_master_admitted,-8.55731681324387,5704.877875495903,5696.320558682659,3.2061554872452005
290,V12,AUDUSD_TREND_PULLBACK,AUDUSD,D1_H4_EMA_PULLBACK_04_08UTC,SELL,2015-08-19 08:00:00+00:00,2015-08-19 12:00:00+00:00,0.25,14.240801396706647,-1.00000000000001,5696.320558682659,3.2061554872452005,0.0,0.0,v12_master_admitted,-14.24080139670679,5696.320558682659,5682.079757285952,3.448140098527093
291,V12,GBPUSD_V10_PRECISION,GBPUSD,GBPUSD_SWING_V5_PULLBACK_ADDON,BUY,2015-08-20 16:00:00+00:00,2015-08-21 16:00:00+00:00,0.4,22.728319029143808,0.0,5682.079757285952,3.448140098527093,0.0,0.0,v12_master_admitted,0.0,5682.079757285952,5682.079757285952,3.448140098527093
292,V12,AUDUSD_TREND_PULLBACK,AUDUSD,D1_H4_EMA_PULLBACK_04_08UTC,SELL,2015-08-31 04:00:00+00:00,2015-09-01 08:00:00+00:00,0.25,14.20519939321488,-0.0,5682.079757285952,3.448140098527093,0.0,0.0,v12_master_admitted,-0.0,5682.079757285952,5682.079757285952,3.448140098527093
293,V12,GBPUSD_SWING_RETEST,GBPUSD,H4_BREAKOUT_RETEST,SELL,2015-09-03 20:00:00+00:00,2015-09-07 12:00:00+00:00,0.15,8.523119635928929,0.0970936136486082,5682.079757285952,3.448140098527093,0.0,0.0,v12_master_admitted,0.8275404850117496,5682.079757285952,5682.907297770964,3.434078245053598
294,V12,GBPUSD_SWING_RETEST,GBPUSD,H4_BREAKOUT_RETEST,SELL,2015-09-05 00:00:00+00:00,2015-09-07 12:00:00+00:00,0.15,8.523119635928929,-1.0000000000000056,5682.079757285952,3.448140098527093,0.15,0.0,v12_master_admitted,-8.523119635928976,5682.907297770964,5674.384178135035,3.5789060349058097
295,V12,AUDUSD_TREND_PULLBACK,AUDUSD,D1_H4_EMA_PULLBACK_04_08UTC,SELL,2015-09-10 04:00:00+00:00,2015-09-10 08:00:00+00:00,0.25,14.185960445337587,-1.000000000000001,5674.384178135035,3.5789060349058097,0.0,0.0,v12_master_admitted,-14.185960445337603,5674.384178135035,5660.198217689697,3.8199587698185447
296,V12,EURUSD_SWING_CORE,EURUSD,H4_DONCHIAN_BREAKOUT,BUY,2015-09-18 12:00:00+00:00,2015-09-18 20:00:00+00:00,0.25,14.150495544224244,-1.000000000000006,5660.198217689697,3.8199587698185447,0.0,0.0,v12_master_admitted,-14.150495544224329,5660.198217689697,5646.047722145473,4.060408872893998
297,V12,GBPJPY_SWING_CORE,GBPJPY,H4_DONCHIAN_BREAKOUT,SELL,2015-09-23 08:00:00+00:00,2015-09-25 12:00:00+00:00,0.15,8.46907158321821,-0.0,5646.047722145473,4.060408872893998,0.0,0.0,v12_master_admitted,-0.0,5646.047722145473,5646.047722145473,4.060408872893998
298,V12,GBPJPY_SWING_CORE,GBPJPY,H4_DONCHIAN_BREAKOUT,SELL,2015-09-23 16:00:00+00:00,2015-09-25 12:00:00+00:00,0.15,8.46907158321821,-0.0,5646.047722145473,4.060408872893998,0.15,0.0,v12_master_admitted,-0.0,5646.047722145473,5646.047722145473,4.060408872893998
300,V12,AUDUSD_TREND_PULLBACK,AUDUSD,D1_H4_EMA_PULLBACK_04_08UTC,SELL,2015-09-28 08:00:00+00:00,2015-09-29 12:00:00+00:00,0.25,14.115119305363683,2.0,5646.047722145473,4.060408872893998,0.5,0.0,v12_master_admitted,28.230238610727366,5646.047722145473,5674.277960756201,3.5807109172584632
299,V12,GBPUSD_V10_PRECISION,GBPUSD,PRIMARY_16UTC_BREAKOUT,SELL,2015-09-23 16:00:00+00:00,2015-10-02 16:00:00+00:00,0.5,28.230238610727366,0.4736148590610904,5646.047722145473,4.060408872893998,0.3,0.0,v12_master_admitted,13.370260480880594,5674.277960756201,5687.648221237081,3.3535188376082505
302,V12,USDJPY_SAFE_HAVEN_BREAKOUT,USDJPY,D1_H4_40BAR_BREAKOUT,SELL,2015-10-02 16:00:00+00:00,2015-10-02 20:00:00+00:00,0.0875,4.976692193582446,-1.0000000000000098,5687.648221237081,3.3535188376082505,0.15,0.0,v12_master_admitted,-4.976692193582495,5687.648221237081,5682.671529043499,3.4380845086253444
301,V12,GBPUSD_SWING_RETEST,GBPUSD,H4_BREAKOUT_RETEST,SELL,2015-09-29 00:00:00+00:00,2015-10-05 12:00:00+00:00,0.15,8.46907158321821,-0.9999999999999838,5646.047722145473,4.060408872893998,0.75,0.0,v12_master_admitted,-8.469071583218073,5682.671529043499,5674.20245746028,3.581993895316008
303,V12,EURUSD_SWING_CORE,EURUSD,H4_DONCHIAN_BREAKOUT,BUY,2015-10-09 16:00:00+00:00,2015-10-15 16:00:00+00:00,0.25,14.1855061436507,0.4986215524280225,5674.20245746028,3.581993895316008,0.0,0.0,v12_master_admitted,7.073199095324362,5674.20245746028,5681.275656555605,3.461803655601175
304,V12,EURUSD_SWING_CORE,EURUSD,H4_DONCHIAN_BREAKOUT,BUY,2015-10-09 20:00:00+00:00,2015-10-15 16:00:00+00:00,0.25,14.1855061436507,0.2877052391030375,5674.20245746028,3.581993895316008,0.25,0.0,v12_master_admitted,4.0812444368566325,5681.275656555605,5685.356900992461,3.3924537418507086
305,V12,GBPUSD_SWING_RETEST,GBPUSD,H4_BREAKOUT_RETEST,SELL,2015-10-28 08:00:00+00:00,2015-10-28 20:00:00+00:00,0.15,8.528035351488692,-0.9999999999999925,5685.356900992461,3.3924537418507086,0.0,0.0,v12_master_admitted,-8.528035351488628,5685.356900992461,5676.828865640972,3.537365061237939
306,V12,GBPUSD_SWING_RETEST,GBPUSD,H4_BREAKOUT_RETEST,SELL,2015-10-29 08:00:00+00:00,2015-10-29 20:00:00+00:00,0.15,8.515243298461458,-0.999999999999998,5676.828865640972,3.537365061237939,0.0,0.0,v12_master_admitted,-8.51524329846144,5676.828865640972,5668.313622342511,3.6820590136460813
307,V12,GBPUSD_V10_PRECISION,GBPUSD,PRIMARY_16UTC_BREAKOUT,SELL,2015-11-06 16:00:00+00:00,2015-11-09 16:00:00+00:00,0.5,28.341568111712554,-1.0000000000000178,5668.313622342511,3.6820590136460813,0.0,0.0,v12_master_admitted,-28.34156811171306,5668.313622342511,5639.972054230798,4.16364871857786
309,V12,GBPUSD_SWING_RETEST,GBPUSD,H4_BREAKOUT_RETEST,SELL,2015-11-25 12:00:00+00:00,2015-11-25 20:00:00+00:00,0.15,8.459958081346196,-0.9999999999999912,5639.972054230798,4.16364871857786,0.5,0.0,v12_master_admitted,-8.459958081346121,5639.972054230798,5631.512096149451,4.307403245499998
308,V12,GBPUSD_V10_PRECISION,GBPUSD,PRIMARY_16UTC_BREAKOUT,SELL,2015-11-24 16:00:00+00:00,2015-11-26 00:00:00+00:00,0.5,28.199860271153987,-1.0000000000000098,5639.972054230798,4.16364871857786,0.0,0.0,v12_master_admitted,-28.199860271154265,5631.512096149451,5603.312235878297,4.786585001907119
310,V12,GBPUSD_SWING_RETEST,GBPUSD,H4_BREAKOUT_RETEST,SELL,2015-11-28 00:00:00+00:00,2015-12-01 04:00:00+00:00,0.15,8.404968353817445,-0.9999999999999982,5603.312235878297,4.786585001907119,0.0,0.0,v12_master_admitted,-8.40496835381743,5603.312235878297,5594.907267524479,4.929405124404266
311,V12,AUDUSD_TREND_PULLBACK,AUDUSD,D1_H4_EMA_PULLBACK_04_08UTC,BUY,2015-12-01 04:00:00+00:00,2015-12-01 20:00:00+00:00,0.25,13.987268168811196,2.0,5594.907267524479,4.929405124404266,0.0,0.0,v12_master_admitted,27.974536337622393,5594.907267524479,5622.881803862101,4.454052150026288
312,V12,GBPUSD_V10_PRECISION,GBPUSD,GBPUSD_SWING_V5_PULLBACK_ADDON,SELL,2015-12-02 16:00:00+00:00,2015-12-03 16:00:00+00:00,0.4,22.491527215448404,-0.0,5622.881803862101,4.454052150026288,0.0,0.0,v12_master_admitted,-0.0,5622.881803862101,5622.881803862101,4.454052150026288
313,V12,USDJPY_SAFE_HAVEN_BREAKOUT,USDJPY,D1_H4_40BAR_BREAKOUT,BUY,2015-12-02 16:00:00+00:00,2015-12-03 16:00:00+00:00,0.0875,4.9200215783793375,-1.000000000000021,5622.881803862101,4.454052150026288,0.4,0.0,v12_master_admitted,-4.920021578379441,5622.881803862101,5617.961782283722,4.537654854395016
314,V12,GBPUSD_SWING_RETEST,GBPUSD,H4_BREAKOUT_RETEST,SELL,2015-12-17 16:00:00+00:00,2015-12-23 16:00:00+00:00,0.15,8.426942673425582,0.3075580332431652,5617.961782283722,4.537654854395016,0.0,0.0,v12_master_admitted,2.591773914891673,5617.961782283722,5620.5535561986135,4.4936145377123715
315,V12,GBPUSD_SWING_RETEST,GBPUSD,H4_BREAKOUT_RETEST,SELL,2015-12-18 16:00:00+00:00,2015-12-23 16:00:00+00:00,0.15,8.426942673425582,-0.0,5617.961782283722,4.537654854395016,0.15,0.0,v12_master_admitted,-0.0,5620.5535561986135,5620.5535561986135,4.4936145377123715
318,V12,GBPJPY_SWING_CORE,GBPJPY,H4_DONCHIAN_BREAKOUT,SELL,2015-12-22 20:00:00+00:00,2015-12-23 16:00:00+00:00,0.15,8.426942673425582,-0.999999999999998,5617.961782283722,4.537654854395016,0.6,0.0,v12_master_admitted,-8.426942673425566,5620.5535561986135,5612.126613525188,4.636808055430776
317,V12,GBPJPY_SWING_CORE,GBPJPY,H4_DONCHIAN_BREAKOUT,SELL,2015-12-22 16:00:00+00:00,2015-12-24 16:00:00+00:00,0.15,8.426942673425582,-0.0,5617.961782283722,4.537654854395016,0.44999999999999996,0.0,v12_master_admitted,-0.0,5612.126613525188,5612.126613525188,4.636808055430776
316,V12,GBPJPY_SWING_CORE,GBPJPY,H4_DONCHIAN_BREAKOUT,SELL,2015-12-21 20:00:00+00:00,2015-12-29 00:00:00+00:00,0.15,8.426942673425582,1.2392957982746011,5617.961782283722,4.537654854395016,0.3,0.0,v12_master_admitted,10.443474647477258,5612.126613525188,5622.570088172665,4.459348930582195
320,V12,GBPJPY_SWING_CORE,GBPJPY,H4_DONCHIAN_BREAKOUT,SELL,2015-12-29 16:00:00+00:00,2015-12-30 20:00:00+00:00,0.15,8.433855132258998,-1.0000000000000109,5622.570088172665,4.459348930582195,0.25,0.0,v12_master_admitted,-8.43385513225909,5622.570088172665,5614.136233040406,4.602659907186321
319,V12,AUDUSD_TREND_PULLBACK,AUDUSD,D1_H4_EMA_PULLBACK_04_08UTC,BUY,2015-12-29 04:00:00+00:00,2015-12-31 08:00:00+00:00,0.25,14.056425220431663,2.0,5622.570088172665,4.459348930582195,0.0,0.0,v12_master_admitted,28.112850440863326,5614.136233040406,5642.24908348127,4.124956651839231
321,V12,GBPJPY_SWING_CORE,GBPJPY,H4_DONCHIAN_BREAKOUT,SELL,2015-12-31 20:00:00+00:00,2016-01-04 12:00:00+00:00,0.15,8.463373625221905,3.0,5642.24908348127,4.124956651839231,0.0,0.0,v12_master_admitted,25.390120875665716,5642.24908348127,5667.639204356936,3.6935189567725004
323,V12,EURUSD_SWING_CORE,EURUSD,H4_DONCHIAN_BREAKOUT,SELL,2016-01-05 12:00:00+00:00,2016-01-07 00:00:00+00:00,0.25,14.16909801089234,-0.0,5667.639204356936,3.6935189567725004,0.15,0.0,v12_master_admitted,-0.0,5667.639204356936,5667.639204356936,3.6935189567725004
324,V12,EURUSD_SWING_CORE,EURUSD,H4_DONCHIAN_BREAKOUT,SELL,2016-01-05 16:00:00+00:00,2016-01-07 00:00:00+00:00,0.25,14.16909801089234,-0.9999999999999888,5667.639204356936,3.6935189567725004,0.4,0.0,v12_master_admitted,-14.169098010892181,5667.639204356936,5653.470106346043,3.9342851593805706
322,V12,GBPUSD_SWING_RETEST,GBPUSD,H4_BREAKOUT_RETEST,SELL,2016-01-04 20:00:00+00:00,2016-01-08 08:00:00+00:00,0.15,8.501458806535403,0.8524174494941099,5667.639204356936,3.6935189567725004,0.0,0.0,v12_master_admitted,7.2467918328461485,5653.470106346043,5660.716898178889,3.8111451719696467
325,V12,GBPUSD_SWING_RETEST,GBPUSD,H4_BREAKOUT_RETEST,SELL,2016-01-08 16:00:00+00:00,2016-01-11 12:00:00+00:00,0.15,8.491075347268334,-0.0,5660.716898178889,3.8111451719696467,0.0,0.0,v12_master_admitted,-0.0,5660.716898178889,5660.716898178889,3.8111451719696467
326,V12,GBPUSD_SWING_RETEST,GBPUSD,H4_BREAKOUT_RETEST,SELL,2016-01-12 08:00:00+00:00,2016-01-15 20:00:00+00:00,0.15,8.491075347268334,4.0,5660.716898178889,3.8111451719696467,0.0,0.0,v12_master_admitted,33.964301389073334,5660.716898178889,5694.681199567963,3.23401204300146
327,V12,GBPUSD_V10_PRECISION,GBPUSD,SECONDARY_12UTC_BREAKOUT,SELL,2016-01-12 12:00:00+00:00,2016-01-15 20:00:00+00:00,0.4,22.642867592715557,3.0,5660.716898178889,3.8111451719696467,0.15,0.0,v12_master_admitted,67.92860277814667,5694.681199567963,5762.609802346109,2.079745785065101
328,V12,AUDUSD_TREND_PULLBACK,AUDUSD,D1_H4_EMA_PULLBACK_04_08UTC,SELL,2016-01-15 08:00:00+00:00,2016-01-15 20:00:00+00:00,0.25,14.151792245447222,2.0,5660.716898178889,3.8111451719696467,0.55,0.0,v12_master_admitted,28.303584490894444,5762.609802346109,5790.913386837004,1.5988015109249478
330,V12,GBPJPY_SWING_CORE,GBPJPY,H4_DONCHIAN_BREAKOUT,SELL,2016-01-15 16:00:00+00:00,2016-01-18 12:00:00+00:00,0.15,8.491075347268334,-0.0,5660.716898178889,3.8111451719696467,0.9500000000000001,0.0,v12_master_admitted,-0.0,5790.913386837004,5790.913386837004,1.5988015109249478
329,V12,GBPJPY_SWING_CORE,GBPJPY,H4_DONCHIAN_BREAKOUT,SELL,2016-01-15 12:00:00+00:00,2016-01-19 12:00:00+00:00,0.15,8.491075347268334,-0.0,5660.716898178889,3.8111451719696467,0.8,0.0,v12_master_admitted,-0.0,5790.913386837004,5790.913386837004,1.5988015109249478
331,V12,GBPUSD_SWING_RETEST,GBPUSD,H4_BREAKOUT_RETEST,SELL,2016-01-18 20:00:00+00:00,2016-01-19 12:00:00+00:00,0.15,8.686370080255505,-0.9999999999999868,5790.913386837004,1.5988015109249478,0.15,0.0,v12_master_admitted,-8.68637008025539,5790.913386837004,5782.2270167567485,1.746403308658553
332,V12,GBPUSD_V10_PRECISION,GBPUSD,PRIMARY_16UTC_BREAKOUT,SELL,2016-01-19 16:00:00+00:00,2016-01-20 20:00:00+00:00,0.5,28.911135083783744,-0.0,5782.2270167567485,1.746403308658553,0.0,0.0,v12_master_admitted,-0.0,5782.2270167567485,5782.2270167567485,1.746403308658553
334,V12,AUDUSD_TREND_PULLBACK,AUDUSD,D1_H4_EMA_PULLBACK_04_08UTC,SELL,2016-01-20 04:00:00+00:00,2016-01-21 00:00:00+00:00,0.25,14.455567541891872,-0.0,5782.2270167567485,1.746403308658553,0.65,0.0,v12_master_admitted,-0.0,5782.2270167567485,5782.2270167567485,1.746403308658553
335,V12,GBPJPY_SWING_CORE,GBPJPY,H4_DONCHIAN_BREAKOUT,SELL,2016-01-20 04:00:00+00:00,2016-01-21 00:00:00+00:00,0.15,8.673340525135123,-0.0,5782.2270167567485,1.746403308658553,0.9,0.0,v12_master_admitted,-0.0,5782.2270167567485,5782.2270167567485,1.746403308658553
336,V12,AUDUSD_TREND_PULLBACK,AUDUSD,D1_H4_EMA_PULLBACK_04_08UTC,SELL,2016-01-21 08:00:00+00:00,2016-01-21 20:00:00+00:00,0.25,14.455567541891872,-0.9999999999999998,5782.2270167567485,1.746403308658553,0.15,0.0,v12_master_admitted,-14.455567541891869,5782.2270167567485,5767.771449214857,1.9920373003868996
337,V12,GBPUSD_V10_PRECISION,GBPUSD,PRIMARY_16UTC_BREAKOUT,SELL,2016-01-21 16:00:00+00:00,2016-01-21 20:00:00+00:00,0.5,28.911135083783744,-0.9999999999999948,5782.2270167567485,1.746403308658553,0.4,0.0,v12_master_admitted,-28.911135083783595,5767.771449214857,5738.860314131073,2.4833052838436087
333,V12,GBPUSD_SWING_RETEST,GBPUSD,H4_BREAKOUT_RETEST,SELL,2016-01-20 00:00:00+00:00,2016-01-22 00:00:00+00:00,0.15,8.673340525135123,-0.9999999999999812,5782.2270167567485,1.746403308658553,0.5,0.0,v12_master_admitted,-8.67334052513496,5738.860314131073,5730.186973605938,2.630685678880623
338,V12,EURUSD_SWING_CORE,EURUSD,H4_DONCHIAN_BREAKOUT,BUY,2016-02-04 12:00:00+00:00,2016-02-04 20:00:00+00:00,0.25,14.325467434014845,0.0,5730.186973605938,2.630685678880623,0.0,0.0,v12_master_admitted,0.0,5730.186973605938,5730.186973605938,2.630685678880623
339,V12,GBPJPY_SWING_CORE,GBPJPY,H4_DONCHIAN_BREAKOUT,SELL,2016-02-08 20:00:00+00:00,2016-02-09 12:00:00+00:00,0.15,8.595280460408906,-0.0,5730.186973605938,2.630685678880623,0.0,0.0,v12_master_admitted,-0.0,5730.186973605938,5730.186973605938,2.630685678880623
340,V12,USDJPY_SAFE_HAVEN_BREAKOUT,USDJPY,D1_H4_40BAR_BREAKOUT,SELL,2016-02-08 20:00:00+00:00,2016-02-11 04:00:00+00:00,0.0875,5.0139136019051955,3.0,5730.186973605938,2.630685678880623,0.15,0.0,v12_master_admitted,15.041740805715587,5730.186973605938,5745.2287144116535,2.375091228787685
342,V12,USDJPY_SAFE_HAVEN_BREAKOUT,USDJPY,D1_H4_40BAR_BREAKOUT,SELL,2016-02-11 04:00:00+00:00,2016-02-11 16:00:00+00:00,0.25,14.363071786029133,-0.0,5745.2287144116535,2.375091228787685,0.15,0.0,v12_master_admitted,-0.0,5745.2287144116535,5745.2287144116535,2.375091228787685
343,V12,GBPJPY_SWING_CORE,GBPJPY,H4_DONCHIAN_BREAKOUT,SELL,2016-02-11 08:00:00+00:00,2016-02-12 12:00:00+00:00,0.15,8.617843071617479,-0.0,5745.2287144116535,2.375091228787685,0.4,0.0,v12_master_admitted,-0.0,5745.2287144116535,5745.2287144116535,2.375091228787685
341,V12,GBPJPY_SWING_CORE,GBPJPY,H4_DONCHIAN_BREAKOUT,SELL,2016-02-11 04:00:00+00:00,2016-02-13 00:00:00+00:00,0.15,8.617843071617479,-0.0,5745.2287144116535,2.375091228787685,0.0,0.0,v12_master_admitted,-0.0,5745.2287144116535,5745.2287144116535,2.375091228787685
