symbol,engine,setup,side,entry_time,exit_time,risk_percent,risk_dollars,r_multiple,pnl,entry_balance,exit_balance
GBPUSD,GBPUSD_SWING_V6,GBPUSD_V4_PRIMARY_16UTC_BREAKOUT,1,2025-09-15 20:00:00+00:00,2025-09-18 04:00:00+00:00,0.5,26.022876355844893,0.306488056086528,7.975700788082974,5204.575271168978,5199.2075217200245
GBPUSD,GBPUSD_SWING_V6,GBPUSD_V4_SECONDARY_12UTC_BREAKOUT,-1,2025-10-09 16:00:00+00:00,2025-10-10 20:00:00+00:00,0.5,26.69408466021306,0.3117141843760024,8.320924827522271,5338.816932042612,5346.582761053227
GBPUSD,GBPUSD_SWING_V6,GBPUSD_SWING_V5_PULLBACK_ADDON,-1,2025-10-13 16:00:00+00:00,2025-10-14 20:00:00+00:00,0.5,26.732913805266136,0.44559225062249247,11.911979228185636,5346.582761053227,5358.494740281412
GBPUSD,GBPUSD_SWING_V6,GBPUSD_V4_PRIMARY_16UTC_BREAKOUT,-1,2025-10-28 20:00:00+00:00,2025-11-05 00:00:00+00:00,0.5,26.615311305903443,3.316208831485377,88.2619304053696,5323.062261180688,5557.552977611157
GBPUSD,GBPUSD_SWING_V6,GBPUSD_V4_PRIMARY_16UTC_BREAKOUT,1,2026-01-27 20:00:00+00:00,2026-01-30 08:00:00+00:00,0.5,28.056525857574634,0.3107321334582186,8.718064137149842,5611.305171514927,5619.415387337189
GBPUSD,GBPUSD_SWING_V6,GBPUSD_V4_PRIMARY_16UTC_BREAKOUT,1,2026-05-01 20:00:00+00:00,2026-05-02 00:00:00+00:00,0.5,29.213223576066184,-1.0179866203764072,-29.738670738499994,5842.644715213237,5812.9060444747365
GBPUSD,GBPUSD_SWING_V6,GBPUSD_V4_SECONDARY_12UTC_BREAKOUT,-1,2026-06-18 16:00:00+00:00,2026-06-22 16:00:00+00:00,0.5,28.606471765437387,0.3129098341335619,8.951246335269435,5721.294353087477,5729.734769569793
