symbol,engine,setup,profile,side,entry_time,exit_time,r_multiple,session_high,session_low,signal_atr
USDJPY,USDJPY_ICT_SESSION_SWEEP,usdjpy_ict_session_sweep,uj_ny_relaxed,BUY,2012-12-07 15:00:00+00:00,2012-12-07 18:00:00+00:00,-1.0,82556.0,82380.0,113.98084725388728
USDJPY,USDJPY_ICT_SESSION_SWEEP,usdjpy_ict_session_sweep,uj_ny_relaxed,BUY,2013-01-11 14:00:00+00:00,2013-01-11 16:00:00+00:00,1.5,89339.0,88767.0,194.02597981758043
USDJPY,USDJPY_ICT_SESSION_SWEEP,usdjpy_ict_session_sweep,uj_ny_relaxed,BUY,2013-01-28 14:00:00+00:00,2013-01-28 16:00:00+00:00,-1.0,91248.0,90831.0,189.28316869864878
GBPUSD,GBPUSD_ICT_WIDE_SWEEP,gbpusd_ict_wide_sweep,gu_london_15,SELL,2013-02-15 11:00:00+00:00,2013-02-18 12:00:00+00:00,0.14624117996616465,155213.0,154843.0,222.87864761763396
GBPUSD,GBPUSD_ICT_WIDE_SWEEP,gbpusd_ict_wide_sweep,gu_london_20,SELL,2013-02-15 11:00:00+00:00,2013-02-18 18:00:00+00:00,0.2021728526699362,155213.0,154843.0,222.87864761763396
GBPUSD,GBPUSD_ICT_WIDE_SWEEP,gbpusd_ict_wide_sweep,gu_london_25,SELL,2013-02-15 11:00:00+00:00,2013-02-19 00:00:00+00:00,0.174962094758774,155213.0,154843.0,222.87864761763396
AUDUSD,AUDUSD_ICT_ASIA_LONDON,audusd_ict_asia_london,au_london_15,SELL,2013-02-18 09:00:00+00:00,2013-02-18 13:00:00+00:00,-1.0,103002.0,102742.0,132.9004603540638
AUDUSD,AUDUSD_ICT_ASIA_LONDON,audusd_ict_asia_london,au_london_20,SELL,2013-02-18 09:00:00+00:00,2013-02-18 13:00:00+00:00,-1.0,103002.0,102742.0,132.9004603540638
AUDUSD,AUDUSD_ICT_ASIA_LONDON,audusd_ict_asia_london,au_london_relaxed,SELL,2013-02-18 09:00:00+00:00,2013-02-18 13:00:00+00:00,-1.0,103002.0,102742.0,132.9004603540638
GBPUSD,GBPUSD_ICT_WIDE_SWEEP,gbpusd_ict_wide_sweep,gu_london_15,SELL,2013-02-19 09:00:00+00:00,2013-02-19 10:00:00+00:00,-1.0,154803.0,154599.0,135.37725831813236
GBPUSD,GBPUSD_ICT_WIDE_SWEEP,gbpusd_ict_wide_sweep,gu_london_20,SELL,2013-02-19 09:00:00+00:00,2013-02-19 10:00:00+00:00,-1.0,154803.0,154599.0,135.37725831813236
GBPUSD,GBPUSD_ICT_WIDE_SWEEP,gbpusd_ict_wide_sweep,gu_london_25,SELL,2013-02-19 09:00:00+00:00,2013-02-19 10:00:00+00:00,-1.0,154803.0,154599.0,135.37725831813236
USDJPY,USDJPY_ICT_SESSION_SWEEP,usdjpy_ict_session_sweep,uj_ny_20,BUY,2013-02-19 16:00:00+00:00,2013-02-19 20:00:00+00:00,-1.0,93943.0,93562.0,152.1040881069711
USDJPY,USDJPY_ICT_SESSION_SWEEP,usdjpy_ict_session_sweep,uj_ny_relaxed,BUY,2013-02-19 16:00:00+00:00,2013-02-19 20:00:00+00:00,-1.0,93943.0,93562.0,152.1040881069711
AUDUSD,AUDUSD_ICT_ASIA_LONDON,audusd_ict_asia_london,au_london_relaxed,SELL,2013-02-20 08:00:00+00:00,2013-02-20 12:00:00+00:00,1.5,103613.0,103364.0,122.35436797489598
AUDUSD,AUDUSD_ICT_ASIA_LONDON,audusd_ict_asia_london,au_ny_20,SELL,2013-02-21 15:00:00+00:00,2013-02-22 00:00:00+00:00,-1.0,102615.0,102326.0,159.65085700707937
GBPUSD,GBPUSD_ICT_WIDE_SWEEP,gbpusd_ict_wide_sweep,gu_ny_15,SELL,2013-02-21 16:00:00+00:00,2013-02-21 17:00:00+00:00,-1.0,152360.0,151478.0,274.76465922773184
GBPUSD,GBPUSD_ICT_WIDE_SWEEP,gbpusd_ict_wide_sweep,gu_ny_20,SELL,2013-02-21 16:00:00+00:00,2013-02-21 17:00:00+00:00,-1.0,152360.0,151478.0,274.76465922773184
GBPUSD,GBPUSD_ICT_WIDE_SWEEP,gbpusd_ict_wide_sweep,gu_ny_15,SELL,2013-02-22 15:00:00+00:00,2013-02-22 19:00:00+00:00,1.5,152989.0,152496.0,259.7687991882546
GBPUSD,GBPUSD_ICT_WIDE_SWEEP,gbpusd_ict_wide_sweep,gu_ny_20,SELL,2013-02-22 15:00:00+00:00,2013-02-22 23:00:00+00:00,2.0,152989.0,152496.0,259.7687991882546
GBPUSD,GBPUSD_ICT_WIDE_SWEEP,gbpusd_ict_wide_sweep,gu_london_25,SELL,2013-02-25 13:00:00+00:00,2013-02-25 21:00:00+00:00,-1.0,151368.0,150941.0,245.75578403697116
USDJPY,USDJPY_ICT_SESSION_SWEEP,usdjpy_ict_session_sweep,uj_ny_20,BUY,2013-02-25 14:00:00+00:00,2013-02-25 18:00:00+00:00,-1.0,94292.0,93963.0,198.53662225980605
USDJPY,USDJPY_ICT_SESSION_SWEEP,usdjpy_ict_session_sweep,uj_ny_relaxed,BUY,2013-02-25 14:00:00+00:00,2013-02-25 18:00:00+00:00,-1.0,94292.0,93963.0,198.53662225980605
AUDUSD,AUDUSD_ICT_ASIA_LONDON,audusd_ict_asia_london,au_ny_20,SELL,2013-02-25 16:00:00+00:00,2013-02-26 00:00:00+00:00,2.0,103011.0,102609.0,147.16168351666292
GBPUSD,GBPUSD_ICT_WIDE_SWEEP,gbpusd_ict_wide_sweep,gu_ny_15,SELL,2013-02-26 13:00:00+00:00,2013-02-27 13:00:00+00:00,0.19439921809429664,152055.0,151404.0,328.96149017809097
GBPUSD,GBPUSD_ICT_WIDE_SWEEP,gbpusd_ict_wide_sweep,gu_ny_20,SELL,2013-02-26 13:00:00+00:00,2013-02-27 19:00:00+00:00,0.07609622521085113,152055.0,151404.0,328.96149017809097
GBPUSD,GBPUSD_ICT_WIDE_SWEEP,gbpusd_ict_wide_sweep,gu_london_15,SELL,2013-02-27 11:00:00+00:00,2013-02-27 12:00:00+00:00,-1.0,151354.0,151004.0,250.96279958233904
GBPUSD,GBPUSD_ICT_WIDE_SWEEP,gbpusd_ict_wide_sweep,gu_london_20,SELL,2013-02-27 11:00:00+00:00,2013-02-27 12:00:00+00:00,-1.0,151354.0,151004.0,250.96279958233904
GBPUSD,GBPUSD_ICT_WIDE_SWEEP,gbpusd_ict_wide_sweep,gu_london_25,SELL,2013-02-27 13:00:00+00:00,2013-02-27 15:00:00+00:00,-1.0,151354.0,151004.0,269.8199649459983
GBPUSD,GBPUSD_ICT_WIDE_SWEEP,gbpusd_ict_wide_sweep,gu_ny_15,SELL,2013-02-27 13:00:00+00:00,2013-02-27 15:00:00+00:00,-1.0,151431.0,150803.0,269.8199649459983
GBPUSD,GBPUSD_ICT_WIDE_SWEEP,gbpusd_ict_wide_sweep,gu_ny_20,SELL,2013-02-27 13:00:00+00:00,2013-02-27 15:00:00+00:00,-1.0,151431.0,150803.0,269.8199649459983
GBPUSD,GBPUSD_ICT_WIDE_SWEEP,gbpusd_ict_wide_sweep,gu_london_15,SELL,2013-02-28 11:00:00+00:00,2013-02-28 13:00:00+00:00,-1.0,151768.0,151593.0,206.20953716448602
GBPUSD,GBPUSD_ICT_WIDE_SWEEP,gbpusd_ict_wide_sweep,gu_london_20,SELL,2013-02-28 11:00:00+00:00,2013-02-28 13:00:00+00:00,-1.0,151768.0,151593.0,206.20953716448602
GBPUSD,GBPUSD_ICT_WIDE_SWEEP,gbpusd_ict_wide_sweep,gu_london_25,SELL,2013-02-28 11:00:00+00:00,2013-02-28 13:00:00+00:00,-1.0,151768.0,151593.0,206.20953716448602
AUDUSD,AUDUSD_ICT_ASIA_LONDON,audusd_ict_asia_london,au_london_15,SELL,2013-03-01 08:00:00+00:00,2013-03-01 10:00:00+00:00,-1.0,102324.0,102052.0,128.52562847616738
AUDUSD,AUDUSD_ICT_ASIA_LONDON,audusd_ict_asia_london,au_london_20,SELL,2013-03-01 08:00:00+00:00,2013-03-01 10:00:00+00:00,-1.0,102324.0,102052.0,128.52562847616738
AUDUSD,AUDUSD_ICT_ASIA_LONDON,audusd_ict_asia_london,au_london_relaxed,SELL,2013-03-01 08:00:00+00:00,2013-03-01 10:00:00+00:00,-1.0,102324.0,102052.0,128.52562847616738
EURUSD,EURUSD_ICT_LIQUIDITY,eurusd_ict_liquidity,eu_london_15,SELL,2013-03-01 08:00:00+00:00,2013-03-01 10:00:00+00:00,-1.0,130774.0,130566.0,158.98109923391036
EURUSD,EURUSD_ICT_LIQUIDITY,eurusd_ict_liquidity,eu_london_20,SELL,2013-03-01 08:00:00+00:00,2013-03-01 10:00:00+00:00,-1.0,130774.0,130566.0,158.98109923391036
EURUSD,EURUSD_ICT_LIQUIDITY,eurusd_ict_liquidity,eu_london_25,SELL,2013-03-01 08:00:00+00:00,2013-03-01 10:00:00+00:00,-1.0,130774.0,130566.0,158.98109923391036
GBPUSD,GBPUSD_ICT_WIDE_SWEEP,gbpusd_ict_wide_sweep,gu_london_15,SELL,2013-03-04 11:00:00+00:00,2013-03-04 15:00:00+00:00,-1.0,150432.0,150226.00000000003,222.4373027771893
GBPUSD,GBPUSD_ICT_WIDE_SWEEP,gbpusd_ict_wide_sweep,gu_london_20,SELL,2013-03-04 11:00:00+00:00,2013-03-04 15:00:00+00:00,-1.0,150432.0,150226.00000000003,222.4373027771893
GBPUSD,GBPUSD_ICT_WIDE_SWEEP,gbpusd_ict_wide_sweep,gu_london_25,SELL,2013-03-04 11:00:00+00:00,2013-03-04 15:00:00+00:00,-1.0,150432.0,150226.00000000003,222.4373027771893
USDJPY,USDJPY_ICT_SESSION_SWEEP,usdjpy_ict_session_sweep,uj_ny_relaxed,BUY,2013-03-04 18:00:00+00:00,2013-03-05 05:00:00+00:00,-1.0,93721.0,93283.0,156.31538060400217
AUDUSD,AUDUSD_ICT_ASIA_LONDON,audusd_ict_asia_london,au_london_relaxed,SELL,2013-03-05 08:00:00+00:00,2013-03-05 14:00:00+00:00,1.5,102417.0,101905.0,164.74705776263005
USDJPY,USDJPY_ICT_SESSION_SWEEP,usdjpy_ict_session_sweep,uj_london_15,BUY,2013-03-05 09:00:00+00:00,2013-03-05 10:00:00+00:00,-1.0,93507.0,93063.0,148.62095024136698
USDJPY,USDJPY_ICT_SESSION_SWEEP,usdjpy_ict_session_sweep,uj_london_20,BUY,2013-03-05 09:00:00+00:00,2013-03-05 10:00:00+00:00,-1.0,93507.0,93063.0,148.62095024136698
USDJPY,USDJPY_ICT_SESSION_SWEEP,usdjpy_ict_session_sweep,uj_london_25,BUY,2013-03-05 09:00:00+00:00,2013-03-05 10:00:00+00:00,-1.0,93507.0,93063.0,148.62095024136698
EURUSD,EURUSD_ICT_LIQUIDITY,eurusd_ict_liquidity,eu_london_15,SELL,2013-03-05 12:00:00+00:00,2013-03-06 03:00:00+00:00,-1.0,130398.0,130210.0,185.45162183907587
EURUSD,EURUSD_ICT_LIQUIDITY,eurusd_ict_liquidity,eu_london_20,SELL,2013-03-05 12:00:00+00:00,2013-03-06 03:00:00+00:00,-1.0,130398.0,130210.0,185.45162183907587
EURUSD,EURUSD_ICT_LIQUIDITY,eurusd_ict_liquidity,eu_london_25,SELL,2013-03-05 12:00:00+00:00,2013-03-06 03:00:00+00:00,-1.0,130398.0,130210.0,185.45162183907587
GBPUSD,GBPUSD_ICT_WIDE_SWEEP,gbpusd_ict_wide_sweep,gu_london_15,SELL,2013-03-07 08:00:00+00:00,2013-03-07 09:00:00+00:00,1.5,150116.0,149787.0,180.81947074117397
EURUSD,EURUSD_ICT_LIQUIDITY,eurusd_ict_liquidity,eu_ny_relaxed,SELL,2013-03-08 14:00:00+00:00,2013-03-08 15:00:00+00:00,1.5,131011.0,130794.0,182.18869794939906
GBPUSD,GBPUSD_ICT_WIDE_SWEEP,gbpusd_ict_wide_sweep,gu_ny_15,SELL,2013-03-08 14:00:00+00:00,2013-03-08 15:00:00+00:00,1.5,150334.0,149816.0,191.26433716374265
GBPUSD,GBPUSD_ICT_WIDE_SWEEP,gbpusd_ict_wide_sweep,gu_ny_20,SELL,2013-03-08 14:00:00+00:00,2013-03-08 15:00:00+00:00,2.0,150334.0,149816.0,191.26433716374265
EURUSD,EURUSD_ICT_LIQUIDITY,eurusd_ict_liquidity,eu_london_15,SELL,2013-03-11 10:00:00+00:00,2013-03-11 19:00:00+00:00,-1.0,130089.0,129793.0,189.33309616830854
EURUSD,EURUSD_ICT_LIQUIDITY,eurusd_ict_liquidity,eu_london_20,SELL,2013-03-11 10:00:00+00:00,2013-03-11 19:00:00+00:00,-1.0,130089.0,129793.0,189.33309616830854
EURUSD,EURUSD_ICT_LIQUIDITY,eurusd_ict_liquidity,eu_london_25,SELL,2013-03-11 10:00:00+00:00,2013-03-11 19:00:00+00:00,-1.0,130089.0,129793.0,189.33309616830854
GBPUSD,GBPUSD_ICT_WIDE_SWEEP,gbpusd_ict_wide_sweep,gu_london_15,SELL,2013-03-11 10:00:00+00:00,2013-03-11 12:00:00+00:00,1.5,149260.0,149008.0,184.25820229678027
GBPUSD,GBPUSD_ICT_WIDE_SWEEP,gbpusd_ict_wide_sweep,gu_london_20,SELL,2013-03-11 10:00:00+00:00,2013-03-11 12:00:00+00:00,2.0,149260.0,149008.0,184.25820229678027
GBPUSD,GBPUSD_ICT_WIDE_SWEEP,gbpusd_ict_wide_sweep,gu_london_25,SELL,2013-03-11 10:00:00+00:00,2013-03-11 13:00:00+00:00,2.5,149260.0,149008.0,184.25820229678027
GBPJPY,GBPJPY_ICT_WIDE_SWEEP,gbpjpy_ict_wide_sweep,gj_ny_20,BUY,2013-03-11 18:00:00+00:00,2013-03-12 00:00:00+00:00,2.0,143578.0,143334.0,254.68703269836953
GBPUSD,GBPUSD_ICT_WIDE_SWEEP,gbpusd_ict_wide_sweep,gu_london_15,SELL,2013-03-12 11:00:00+00:00,2013-03-13 04:00:00+00:00,-1.0,149114.0,148850.0,215.1514646050003
GBPUSD,GBPUSD_ICT_WIDE_SWEEP,gbpusd_ict_wide_sweep,gu_london_20,SELL,2013-03-12 11:00:00+00:00,2013-03-13 04:00:00+00:00,-1.0,149114.0,148850.0,215.1514646050003
GBPUSD,GBPUSD_ICT_WIDE_SWEEP,gbpusd_ict_wide_sweep,gu_london_25,SELL,2013-03-12 11:00:00+00:00,2013-03-13 04:00:00+00:00,-1.0,149114.0,148850.0,215.1514646050003
EURUSD,EURUSD_ICT_LIQUIDITY,eurusd_ict_liquidity,eu_ny_relaxed,SELL,2013-03-12 17:00:00+00:00,2013-03-13 09:00:00+00:00,-1.0,130277.0,129909.0,198.99976087635855
USDJPY,USDJPY_ICT_SESSION_SWEEP,usdjpy_ict_session_sweep,uj_london_15,BUY,2013-03-13 10:00:00+00:00,2013-03-14 10:00:00+00:00,1.5,96098.0,95656.0,214.72390690444888
USDJPY,USDJPY_ICT_SESSION_SWEEP,usdjpy_ict_session_sweep,uj_london_20,BUY,2013-03-13 10:00:00+00:00,2013-03-14 16:00:00+00:00,0.887017366303233,96098.0,95656.0,214.72390690444888
USDJPY,USDJPY_ICT_SESSION_SWEEP,usdjpy_ict_session_sweep,uj_london_25,BUY,2013-03-13 10:00:00+00:00,2013-03-14 22:00:00+00:00,0.6122815656549934,96098.0,95656.0,214.72390690444888
GBPJPY,GBPJPY_ICT_WIDE_SWEEP,gbpjpy_ict_wide_sweep,gj_london_15,BUY,2013-03-19 11:00:00+00:00,2013-03-19 16:00:00+00:00,-1.0,144629.0,143817.0,369.50297614334613
GBPJPY,GBPJPY_ICT_WIDE_SWEEP,gbpjpy_ict_wide_sweep,gj_london_20,BUY,2013-03-19 11:00:00+00:00,2013-03-19 16:00:00+00:00,-1.0,144629.0,143817.0,369.50297614334613
GBPJPY,GBPJPY_ICT_WIDE_SWEEP,gbpjpy_ict_wide_sweep,gj_london_25,BUY,2013-03-19 11:00:00+00:00,2013-03-19 16:00:00+00:00,-1.0,144629.0,143817.0,369.50297614334613
GBPJPY,GBPJPY_ICT_WIDE_SWEEP,gbpjpy_ict_wide_sweep,gj_london_15,BUY,2013-03-21 09:00:00+00:00,2013-03-21 11:00:00+00:00,-1.0,145213.0,144710.0,329.13389927004636
GBPJPY,GBPJPY_ICT_WIDE_SWEEP,gbpjpy_ict_wide_sweep,gj_london_20,BUY,2013-03-21 09:00:00+00:00,2013-03-21 11:00:00+00:00,-1.0,145213.0,144710.0,329.13389927004636
GBPJPY,GBPJPY_ICT_WIDE_SWEEP,gbpjpy_ict_wide_sweep,gj_london_25,BUY,2013-03-21 09:00:00+00:00,2013-03-21 11:00:00+00:00,-1.0,145213.0,144710.0,329.13389927004636
USDJPY,USDJPY_ICT_SESSION_SWEEP,usdjpy_ict_session_sweep,uj_london_15,BUY,2013-03-21 09:00:00+00:00,2013-03-21 10:00:00+00:00,-1.0,96088.0,95769.0,167.28445723410357
USDJPY,USDJPY_ICT_SESSION_SWEEP,usdjpy_ict_session_sweep,uj_london_20,BUY,2013-03-21 09:00:00+00:00,2013-03-21 10:00:00+00:00,-1.0,96088.0,95769.0,167.28445723410357
USDJPY,USDJPY_ICT_SESSION_SWEEP,usdjpy_ict_session_sweep,uj_london_25,BUY,2013-03-21 09:00:00+00:00,2013-03-21 10:00:00+00:00,-1.0,96088.0,95769.0,167.28445723410357
GBPJPY,GBPJPY_ICT_WIDE_SWEEP,gbpjpy_ict_wide_sweep,gj_london_15,BUY,2013-03-25 10:00:00+00:00,2013-03-25 12:00:00+00:00,-1.0,144776.0,144152.0,359.5589162828629
EURUSD,EURUSD_ICT_LIQUIDITY,eurusd_ict_liquidity,eu_london_15,SELL,2013-03-26 09:00:00+00:00,2013-03-26 17:00:00+00:00,-1.0,128718.0,128529.0,196.64653586142504
EURUSD,EURUSD_ICT_LIQUIDITY,eurusd_ict_liquidity,eu_london_20,SELL,2013-03-26 09:00:00+00:00,2013-03-26 17:00:00+00:00,-1.0,128718.0,128529.0,196.64653586142504
EURUSD,EURUSD_ICT_LIQUIDITY,eurusd_ict_liquidity,eu_london_25,SELL,2013-03-26 09:00:00+00:00,2013-03-26 17:00:00+00:00,-1.0,128718.0,128529.0,196.64653586142504
EURUSD,EURUSD_ICT_LIQUIDITY,eurusd_ict_liquidity,eu_ny_20,SELL,2013-03-26 17:00:00+00:00,2013-03-27 12:00:00+00:00,2.0,128847.0,128396.0,252.77721936053757
EURUSD,EURUSD_ICT_LIQUIDITY,eurusd_ict_liquidity,eu_ny_relaxed,SELL,2013-03-26 17:00:00+00:00,2013-03-27 11:00:00+00:00,1.5,128847.0,128396.0,252.77721936053757
EURUSD,EURUSD_ICT_LIQUIDITY,eurusd_ict_liquidity,eu_london_15,SELL,2013-03-28 09:00:00+00:00,2013-03-28 13:00:00+00:00,-1.0,127908.0,127734.0,157.67860540329247
EURUSD,EURUSD_ICT_LIQUIDITY,eurusd_ict_liquidity,eu_london_20,SELL,2013-03-28 09:00:00+00:00,2013-03-28 13:00:00+00:00,-1.0,127908.0,127734.0,157.67860540329247
EURUSD,EURUSD_ICT_LIQUIDITY,eurusd_ict_liquidity,eu_london_25,SELL,2013-03-28 09:00:00+00:00,2013-03-28 13:00:00+00:00,-1.0,127908.0,127734.0,157.67860540329247
EURUSD,EURUSD_ICT_LIQUIDITY,eurusd_ict_liquidity,eu_ny_20,SELL,2013-03-28 14:00:00+00:00,2013-03-28 15:00:00+00:00,-1.0,128143.0,127550.0,209.18460953026397
EURUSD,EURUSD_ICT_LIQUIDITY,eurusd_ict_liquidity,eu_ny_relaxed,SELL,2013-03-28 14:00:00+00:00,2013-03-28 15:00:00+00:00,-1.0,128143.0,127550.0,209.18460953026397
EURUSD,EURUSD_ICT_LIQUIDITY,eurusd_ict_liquidity,eu_london_15,SELL,2013-04-01 11:00:00+00:00,2013-04-01 12:00:00+00:00,-1.0,128120.0,127710.0,121.10905196744822
EURUSD,EURUSD_ICT_LIQUIDITY,eurusd_ict_liquidity,eu_london_20,SELL,2013-04-01 11:00:00+00:00,2013-04-01 12:00:00+00:00,-1.0,128120.0,127710.0,121.10905196744822
EURUSD,EURUSD_ICT_LIQUIDITY,eurusd_ict_liquidity,eu_london_25,SELL,2013-04-01 11:00:00+00:00,2013-04-01 13:00:00+00:00,-1.0,128120.0,127710.0,121.10905196744822
USDJPY,USDJPY_ICT_SESSION_SWEEP,usdjpy_ict_session_sweep,uj_ny_relaxed,SELL,2013-04-02 14:00:00+00:00,2013-04-02 15:00:00+00:00,1.5,93301.0,92568.0,187.96968696755724
USDJPY,USDJPY_ICT_SESSION_SWEEP,usdjpy_ict_session_sweep,uj_ny_relaxed,BUY,2013-04-05 14:00:00+00:00,2013-04-05 15:00:00+00:00,-1.0,97191.0,96135.0,291.4567899387411
USDJPY,USDJPY_ICT_SESSION_SWEEP,usdjpy_ict_session_sweep,uj_ny_20,BUY,2013-04-05 15:00:00+00:00,2013-04-05 21:00:00+00:00,2.0,97191.0,96135.0,331.6384478002596
GBPJPY,GBPJPY_ICT_WIDE_SWEEP,gbpjpy_ict_wide_sweep,gj_london_15,BUY,2013-04-09 11:00:00+00:00,2013-04-09 21:00:00+00:00,1.5,152069.0,151355.0,448.8688219323776
GBPJPY,GBPJPY_ICT_WIDE_SWEEP,gbpjpy_ict_wide_sweep,gj_london_20,BUY,2013-04-09 11:00:00+00:00,2013-04-10 11:00:00+00:00,2.0,152069.0,151355.0,448.8688219323776
GBPJPY,GBPJPY_ICT_WIDE_SWEEP,gbpjpy_ict_wide_sweep,gj_london_25,BUY,2013-04-09 11:00:00+00:00,2013-04-10 22:00:00+00:00,2.5,152069.0,151355.0,448.8688219323776
USDJPY,USDJPY_ICT_SESSION_SWEEP,usdjpy_ict_session_sweep,uj_ny_20,BUY,2013-04-11 17:00:00+00:00,2013-04-12 11:00:00+00:00,-1.0,99838.0,99358.0,217.3810987033011
USDJPY,USDJPY_ICT_SESSION_SWEEP,usdjpy_ict_session_sweep,uj_ny_relaxed,BUY,2013-04-11 17:00:00+00:00,2013-04-12 11:00:00+00:00,-1.0,99838.0,99358.0,217.3810987033011
GBPJPY,GBPJPY_ICT_WIDE_SWEEP,gbpjpy_ict_wide_sweep,gj_ny_20,BUY,2013-04-12 18:00:00+00:00,2013-04-12 22:00:00+00:00,-1.0,153234.0,152071.0,418.70600880044515
GBPUSD,GBPUSD_ICT_WIDE_SWEEP,gbpusd_ict_wide_sweep,gu_london_15,SELL,2013-04-18 11:00:00+00:00,2013-04-18 14:00:00+00:00,-1.0,152550.0,152327.0,172.7428611604233
GBPUSD,GBPUSD_ICT_WIDE_SWEEP,gbpusd_ict_wide_sweep,gu_london_20,SELL,2013-04-18 11:00:00+00:00,2013-04-18 14:00:00+00:00,-1.0,152550.0,152327.0,172.7428611604233
GBPUSD,GBPUSD_ICT_WIDE_SWEEP,gbpusd_ict_wide_sweep,gu_london_25,SELL,2013-04-18 11:00:00+00:00,2013-04-18 14:00:00+00:00,-1.0,152550.0,152327.0,172.7428611604233
GBPJPY,GBPJPY_ICT_WIDE_SWEEP,gbpjpy_ict_wide_sweep,gj_london_15,BUY,2013-04-22 08:00:00+00:00,2013-04-22 16:00:00+00:00,-1.0,152215.0,151681.0,367.82343494598376
GBPJPY,GBPJPY_ICT_WIDE_SWEEP,gbpjpy_ict_wide_sweep,gj_london_20,BUY,2013-04-22 11:00:00+00:00,2013-04-22 16:00:00+00:00,-1.0,152215.0,151681.0,370.3473347581364
GBPJPY,GBPJPY_ICT_WIDE_SWEEP,gbpjpy_ict_wide_sweep,gj_london_25,BUY,2013-04-22 11:00:00+00:00,2013-04-22 16:00:00+00:00,-1.0,152215.0,151681.0,370.3473347581364
USDJPY,USDJPY_ICT_SESSION_SWEEP,usdjpy_ict_session_sweep,uj_london_15,BUY,2013-04-22 11:00:00+00:00,2013-04-22 15:00:00+00:00,-1.0,99879.0,99703.0,188.33957888082708
USDJPY,USDJPY_ICT_SESSION_SWEEP,usdjpy_ict_session_sweep,uj_london_20,BUY,2013-04-22 11:00:00+00:00,2013-04-22 15:00:00+00:00,-1.0,99879.0,99703.0,188.33957888082708
USDJPY,USDJPY_ICT_SESSION_SWEEP,usdjpy_ict_session_sweep,uj_london_25,BUY,2013-04-22 11:00:00+00:00,2013-04-22 15:00:00+00:00,-1.0,99879.0,99703.0,188.33957888082708
GBPUSD,GBPUSD_ICT_WIDE_SWEEP,gbpusd_ict_wide_sweep,gu_london_15,SELL,2013-04-22 12:00:00+00:00,2013-04-22 17:00:00+00:00,-1.0,152449.0,152035.0,189.4543382678794
GBPUSD,GBPUSD_ICT_WIDE_SWEEP,gbpusd_ict_wide_sweep,gu_london_20,SELL,2013-04-22 12:00:00+00:00,2013-04-22 17:00:00+00:00,-1.0,152449.0,152035.0,189.4543382678794
GBPUSD,GBPUSD_ICT_WIDE_SWEEP,gbpusd_ict_wide_sweep,gu_london_25,SELL,2013-04-22 12:00:00+00:00,2013-04-22 17:00:00+00:00,-1.0,152449.0,152035.0,189.4543382678794
EURUSD,EURUSD_ICT_LIQUIDITY,eurusd_ict_liquidity,eu_ny_20,SELL,2013-04-24 14:00:00+00:00,2013-04-24 15:00:00+00:00,2.0,130168.0,129547.0,189.2379211628184
EURUSD,EURUSD_ICT_LIQUIDITY,eurusd_ict_liquidity,eu_ny_relaxed,SELL,2013-04-24 14:00:00+00:00,2013-04-24 15:00:00+00:00,1.5,130168.0,129547.0,189.2379211628184
AUDUSD,AUDUSD_ICT_ASIA_LONDON,audusd_ict_asia_london,au_ny_20,SELL,2013-04-24 16:00:00+00:00,2013-04-24 21:00:00+00:00,-1.0,102749.0,102310.0,169.2601705194168
GBPJPY,GBPJPY_ICT_WIDE_SWEEP,gbpjpy_ict_wide_sweep,gj_london_15,BUY,2013-04-25 09:00:00+00:00,2013-04-25 10:00:00+00:00,-1.0,152495.0,151839.0,307.6460518584217
GBPJPY,GBPJPY_ICT_WIDE_SWEEP,gbpjpy_ict_wide_sweep,gj_london_20,BUY,2013-04-25 11:00:00+00:00,2013-04-26 17:00:00+00:00,-1.0,152495.0,151839.0,426.2815447146595
GBPJPY,GBPJPY_ICT_WIDE_SWEEP,gbpjpy_ict_wide_sweep,gj_london_25,BUY,2013-04-25 11:00:00+00:00,2013-04-26 17:00:00+00:00,-1.0,152495.0,151839.0,426.2815447146595
AUDUSD,AUDUSD_ICT_ASIA_LONDON,audusd_ict_asia_london,au_london_relaxed,SELL,2013-04-25 12:00:00+00:00,2013-04-25 15:00:00+00:00,-1.0,103224.0,102714.0,154.4025604488417
EURUSD,EURUSD_ICT_LIQUIDITY,eurusd_ict_liquidity,eu_ny_20,SELL,2013-04-25 16:00:00+00:00,2013-04-26 22:00:00+00:00,-0.3171644452623185,130664.0,130266.0,209.05382281057365
EURUSD,EURUSD_ICT_LIQUIDITY,eurusd_ict_liquidity,eu_ny_relaxed,SELL,2013-04-25 16:00:00+00:00,2013-04-26 16:00:00+00:00,0.07421357440838937,130664.0,130266.0,209.05382281057365
USDJPY,USDJPY_ICT_SESSION_SWEEP,usdjpy_ict_session_sweep,uj_ny_20,BUY,2013-04-25 16:00:00+00:00,2013-04-26 03:00:00+00:00,-1.0,99562.0,99276.0,184.7254756790902
USDJPY,USDJPY_ICT_SESSION_SWEEP,usdjpy_ict_session_sweep,uj_ny_relaxed,BUY,2013-04-25 16:00:00+00:00,2013-04-26 03:00:00+00:00,-1.0,99562.0,99276.0,184.7254756790902
GBPJPY,GBPJPY_ICT_WIDE_SWEEP,gbpjpy_ict_wide_sweep,gj_london_20,BUY,2013-04-26 13:00:00+00:00,2013-04-26 15:00:00+00:00,-1.0,153418.0,152522.0,462.53151931415437
