engine,trade_id,symbol,side,entry_time,entry_price,exit_time,exit_price,stop_loss,take_profit,setup,risk_percent,position_size,risk_dollars,r_multiple,pnl,equity_before,equity_after,peak_before,peak_after,drawdown_before,drawdown_after,guard_reason,guard_multiplier,is_recovery_probe,exit_reason,engine_group
GBPUSD_V10_PRECISION,11,GBPUSD,SELL,2013-03-11 12:00:00+00:00,,2013-03-13 12:00:00+00:00,,,,SECONDARY_12UTC_BREAKOUT,0.4,,20.46180129719647,-1.0000000000000129,-20.46180129719673,5106.968199945577,5086.50639864838,5123.135026839375,5123.135026839375,0.3155651141167002,0.7149651141167082,strong_or_audusd_protected,1.0,False,SIMULATED_R_MULTIPLE_CLOSE,V12
USDJPY_SAFE_HAVEN_BREAKOUT,12,USDJPY,BUY,2013-03-12 00:00:00+00:00,,2013-03-12 12:00:00+00:00,,,,D1_H4_40BAR_BREAKOUT,0.25,,12.788625810747792,-0.9999999999999928,-12.788625810747702,5115.450324299117,5102.661698488369,5123.135026839375,5123.135026839375,0.1499999999999892,0.3996249999999809,warmup,1.0,False,SIMULATED_R_MULTIPLE_CLOSE,V12
AUDUSD_TREND_PULLBACK,13,AUDUSD,BUY,2013-03-27 08:00:00+00:00,,2013-03-27 12:00:00+00:00,,,,D1_H4_EMA_PULLBACK_04_08UTC,0.25,,12.716265996620953,-1.0000000000000238,-12.716265996621251,5086.50639864838,5073.790132651759,5123.135026839375,5123.135026839375,0.7149651141167082,0.9631777013314288,strong_or_audusd_protected,1.0,False,SIMULATED_R_MULTIPLE_CLOSE,V12
EURUSD_SWING_CORE,14,EURUSD,SELL,2013-03-27 12:00:00+00:00,,2013-04-01 20:00:00+00:00,,,,H4_DONCHIAN_BREAKOUT,0.25,,12.684475331629397,-1.0000000000000029,-12.684475331629434,5056.0318671874775,5043.347391855848,5123.135026839375,5123.135026839375,1.309806579376767,1.5573986351234324,strong_or_audusd_protected,1.0,False,SIMULATED_R_MULTIPLE_CLOSE,V12
EURUSD_SWING_CORE,15,EURUSD,SELL,2013-03-27 16:00:00+00:00,,2013-03-28 16:00:00+00:00,,,,H4_DONCHIAN_BREAKOUT,0.25,,12.684475331629397,-1.0000000000000024,-12.684475331629429,5068.716342519107,5056.0318671874775,5123.135026839375,5123.135026839375,1.062214523630102,1.309806579376767,strong_or_audusd_protected,1.0,False,SIMULATED_R_MULTIPLE_CLOSE,V12
EURUSD_SWING_RETEST,16,EURUSD,SELL,2013-03-28 01:00:00+00:00,,2013-03-28 08:00:00+00:00,,,,H1_BREAKOUT_RETEST,0.1,,5.073790132651759,-0.999999999999968,-5.073790132651597,5073.790132651759,5068.716342519107,5123.135026839375,5123.135026839375,0.9631777013314288,1.062214523630102,warmup,1.0,False,SIMULATED_R_MULTIPLE_CLOSE,V12
AUDUSD_TREND_PULLBACK,17,AUDUSD,BUY,2013-04-02 04:00:00+00:00,,2013-04-02 12:00:00+00:00,,,,D1_H4_EMA_PULLBACK_04_08UTC,0.25,,12.60836847963962,0.0,0.0,5043.347391855848,5043.347391855848,5123.135026839375,5123.135026839375,1.5573986351234324,1.5573986351234324,strong_or_audusd_protected,1.0,False,SIMULATED_R_MULTIPLE_CLOSE,V12
AUDUSD_TREND_PULLBACK,18,AUDUSD,BUY,2013-04-03 08:00:00+00:00,,2013-04-04 00:00:00+00:00,,,,D1_H4_EMA_PULLBACK_04_08UTC,0.25,,12.60836847963962,0.0,0.0,5043.347391855848,5043.347391855848,5123.135026839375,5123.135026839375,1.5573986351234324,1.5573986351234324,strong_or_audusd_protected,1.0,False,SIMULATED_R_MULTIPLE_CLOSE,V12
AUDUSD_TREND_PULLBACK,19,AUDUSD,BUY,2013-04-04 04:00:00+00:00,,2013-04-04 08:00:00+00:00,,,,D1_H4_EMA_PULLBACK_04_08UTC,0.25,,12.60836847963962,-0.9999999999999948,-12.608368479639552,5043.347391855848,5030.739023376209,5123.135026839375,5123.135026839375,1.5573986351234324,1.8035051385356204,strong_or_audusd_protected,1.0,False,SIMULATED_R_MULTIPLE_CLOSE,V12
GBPUSD_V10_PRECISION,20,GBPUSD,SELL,2013-04-04 12:00:00+00:00,,2013-04-04 16:00:00+00:00,,,,GBPUSD_SWING_V5_PULLBACK_ADDON,0.4,,20.12295609350484,-1.000000000000025,-20.122956093505344,5030.739023376209,5010.616067282704,5123.135026839375,5123.135026839375,1.8035051385356204,2.1962911179814872,strong_or_audusd_protected,1.0,False,SIMULATED_R_MULTIPLE_CLOSE,V12
GBPJPY_SWING_CORE,21,GBPJPY,BUY,2013-04-05 04:00:00+00:00,,2013-04-05 12:00:00+00:00,,,,H4_DONCHIAN_BREAKOUT,0.15,,7.515924100924056,-1.000000000000009,-7.515924100924126,5010.616067282704,5003.10014318178,5123.135026839375,5123.135026839375,2.1962911179814872,2.342996681304517,strong_or_audusd_protected,1.0,False,SIMULATED_R_MULTIPLE_CLOSE,V12
USDJPY_SAFE_HAVEN_BREAKOUT,22,USDJPY,BUY,2013-04-05 04:00:00+00:00,,2013-04-05 12:00:00+00:00,,,,D1_H4_40BAR_BREAKOUT,0.25,,12.52654016820676,-1.000000000000003,-12.526540168206798,5003.10014318178,4990.573603013572,5123.135026839375,5123.135026839375,2.342996681304517,2.587505953509573,warmup,1.0,False,SIMULATED_R_MULTIPLE_CLOSE,V12
GBPJPY_SWING_CORE,23,GBPJPY,BUY,2013-04-05 16:00:00+00:00,,2013-04-08 04:00:00+00:00,,,,H4_DONCHIAN_BREAKOUT,0.15,,7.485860404520358,3.0,22.457581213561078,4990.573603013572,5013.031184227133,5123.135026839375,5123.135026839375,2.587505953509573,2.149149730300371,strong_or_audusd_protected,1.0,False,SIMULATED_R_MULTIPLE_CLOSE,V12
